yearmonth,returnerid,returnername,gamescore,year,topn,rankGroupsReturner,rankGroupsServer,ones,returnerProbability,returnerFrequency
201505,495,Joao Sousa,40-50,2015,100,6,6,1,.36666667,60
201212,495,Joao Sousa,50-40,2012,100,11,6,1,.25,4
201301,495,Joao Sousa,50-40,2013,100,6,1,1,.25581396,43
201404,495,Joao Sousa,50-40,2014,100,4,6,1,.41836736,98
201502,495,Joao Sousa,50-40,2015,100,5,5,1,.34999999,100
201111,496,Kei Nishikori,0-0,2011,100,3,6,1,.34591195,159
201208,496,Kei Nishikori,0-0,2012,100,2,4,1,.40136054,294
201306,496,Kei Nishikori,0-0,2013,100,2,3,1,.33806145,423
201410,496,Kei Nishikori,0-0,2014,100,1,6,1,.37315875,611
201508,496,Kei Nishikori,0-0,2015,100,1,4,1,.3553459,636
201111,496,Kei Nishikori,0-15,2011,100,3,6,1,.40000001,55
201209,496,Kei Nishikori,0-15,2012,100,2,2,1,.3898305,118
201306,496,Kei Nishikori,0-15,2013,100,2,1,1,.39160839,143
201401,496,Kei Nishikori,0-15,2014,100,2,6,1,.38157895,228
201501,496,Kei Nishikori,0-15,2015,100,1,6,1,.3761062,226
201111,496,Kei Nishikori,0-30,2011,100,3,1,1,.5,22
201210,496,Kei Nishikori,0-30,2012,100,2,6,1,.43478259,46
201303,496,Kei Nishikori,0-30,2013,100,2,6,1,.39285713,56
201404,496,Kei Nishikori,0-30,2014,100,2,6,1,.39080459,87
201506,496,Kei Nishikori,0-30,2015,100,1,6,1,.3764706,85
201111,496,Kei Nishikori,0-40,2011,100,3,5,1,.36363637,11
201209,496,Kei Nishikori,0-40,2012,100,2,2,1,.40000001,20
201308,496,Kei Nishikori,0-40,2013,100,2,2,1,.40909091,22
201401,496,Kei Nishikori,0-40,2014,100,2,6,1,.38235295,34
201505,496,Kei Nishikori,0-40,2015,100,1,4,1,.34375,32
201108,496,Kei Nishikori,15-0,2011,100,5,6,1,.34615386,104
201209,496,Kei Nishikori,15-0,2012,100,2,2,1,.34090909,176
201310,496,Kei Nishikori,15-0,2013,100,2,3,1,.39285713,280
201409,496,Kei Nishikori,15-0,2014,100,1,1,1,.34986946,383
201510,496,Kei Nishikori,15-0,2015,100,1,4,1,.37073171,410
201109,496,Kei Nishikori,15-15,2011,100,6,2,1,.42028984,69
201202,496,Kei Nishikori,15-15,2012,100,2,6,1,.34848484,132
201306,496,Kei Nishikori,15-15,2013,100,2,3,1,.38071066,197
201401,496,Kei Nishikori,15-15,2014,100,2,6,1,.39272729,275
201510,496,Kei Nishikori,15-15,2015,100,1,4,1,.30612245,294
201109,496,Kei Nishikori,15-30,2011,100,6,2,1,.27500001,40
201208,496,Kei Nishikori,15-30,2012,100,2,4,1,.44444445,72
201304,496,Kei Nishikori,15-30,2013,100,2,6,1,.40366971,109
201403,496,Kei Nishikori,15-30,2014,100,3,6,1,.37888199,161
201501,496,Kei Nishikori,15-30,2015,100,1,4,1,.34965035,143
201111,496,Kei Nishikori,15-40,2011,100,3,6,1,.3888889,18
201203,496,Kei Nishikori,15-40,2012,100,2,6,1,.31818181,44
201301,496,Kei Nishikori,15-40,2013,100,2,6,1,.3508772,57
201408,496,Kei Nishikori,15-40,2014,100,2,6,1,.47560975,82
201503,496,Kei Nishikori,15-40,2015,100,1,3,1,.38028169,71
201109,496,Kei Nishikori,30-0,2011,100,6,2,1,.32352942,68
201204,496,Kei Nishikori,30-0,2012,100,2,5,1,.36206895,116
201302,496,Kei Nishikori,30-0,2013,100,3,2,1,.36470589,170
201403,496,Kei Nishikori,30-0,2014,100,3,1,1,.3253012,249
201508,496,Kei Nishikori,30-0,2015,100,1,5,1,.32945737,258
201111,496,Kei Nishikori,30-15,2011,100,3,5,1,.33870968,62
201201,496,Kei Nishikori,30-15,2012,100,3,5,1,.40625,128
201303,496,Kei Nishikori,30-15,2013,100,2,1,1,.46195653,184
201409,496,Kei Nishikori,30-15,2014,100,1,1,1,.35080644,248
201508,496,Kei Nishikori,30-15,2015,100,1,1,1,.35416666,288
201109,496,Kei Nishikori,30-30,2011,100,6,2,1,.44,50
201210,496,Kei Nishikori,30-30,2012,100,2,6,1,.45652175,92
201308,496,Kei Nishikori,30-30,2013,100,2,2,1,.39333335,150
201409,496,Kei Nishikori,30-30,2014,100,1,6,1,.40106952,187
201508,496,Kei Nishikori,30-30,2015,100,1,5,1,.43076923,195
201110,496,Kei Nishikori,30-40,2011,100,5,1,1,.33333334,33
201210,496,Kei Nishikori,30-40,2012,100,2,1,1,.29166666,72
201308,496,Kei Nishikori,30-40,2013,100,2,3,1,.29166666,96
201409,496,Kei Nishikori,30-40,2014,100,1,1,1,.46610171,118
201505,496,Kei Nishikori,30-40,2015,100,1,6,1,.4296875,128
201111,496,Kei Nishikori,40-0,2011,100,3,6,1,.41304347,46
201201,496,Kei Nishikori,40-0,2012,100,3,5,1,.25675675,74
201301,496,Kei Nishikori,40-0,2013,100,2,6,1,.3611111,108
201407,496,Kei Nishikori,40-0,2014,100,2,1,1,.35714287,168
201501,496,Kei Nishikori,40-0,2015,100,1,6,1,.41040462,173
201111,496,Kei Nishikori,40-15,2011,100,3,6,1,.36666667,60
201210,496,Kei Nishikori,40-15,2012,100,2,3,1,.33684212,95
201308,496,Kei Nishikori,40-15,2013,100,2,2,1,.33333334,138
201402,496,Kei Nishikori,40-15,2014,100,2,6,1,.31221721,221
201502,496,Kei Nishikori,40-15,2015,100,1,5,1,.34241244,257
201111,496,Kei Nishikori,40-30,2011,100,3,5,1,.41999999,50
201204,496,Kei Nishikori,40-30,2012,100,2,1,1,.41463414,82
201306,496,Kei Nishikori,40-30,2013,100,2,3,1,.40145984,137
201410,496,Kei Nishikori,40-30,2014,100,1,5,1,.38674033,181
201510,496,Kei Nishikori,40-30,2015,100,1,4,1,.40703517,199
201111,496,Kei Nishikori,40-40,2011,100,3,1,1,.37209302,43
201202,496,Kei Nishikori,40-40,2012,100,2,6,1,.3764706,85
201308,496,Kei Nishikori,40-40,2013,100,2,3,1,.37398374,123
201403,496,Kei Nishikori,40-40,2014,100,3,6,1,.45112783,133
201505,496,Kei Nishikori,40-40,2015,100,1,1,1,.37662336,154
201111,496,Kei Nishikori,40-50,2011,100,3,6,1,.31818181,22
201203,496,Kei Nishikori,40-50,2012,100,2,6,1,.40425533,47
201302,496,Kei Nishikori,40-50,2013,100,3,5,1,.49230769,65
201401,496,Kei Nishikori,40-50,2014,100,2,1,1,.37662336,77
201502,496,Kei Nishikori,40-50,2015,100,1,4,1,.39024389,82
201111,496,Kei Nishikori,50-40,2011,100,3,1,1,.37837839,37
201204,496,Kei Nishikori,50-40,2012,100,2,5,1,.42857143,70
201305,496,Kei Nishikori,50-40,2013,100,2,6,1,.40425533,94
201404,496,Kei Nishikori,50-40,2014,100,2,6,1,.36363637,99
201502,496,Kei Nishikori,50-40,2015,100,1,5,1,.4453125,128
201405,497,Laurent Lokoli,0-0,2014,100,9999,6,1,.44444445,36
201502,497,Laurent Lokoli,0-0,2015,100,9999,5,1,.22222222,9
201405,497,Laurent Lokoli,0-15,2014,100,9999,6,1,.375,16
201502,497,Laurent Lokoli,0-15,2015,100,9999,5,1,0,2
201405,497,Laurent Lokoli,0-30,2014,100,9999,6,1,.5,6
201405,497,Laurent Lokoli,0-40,2014,100,9999,6,1,.33333334,3
201405,497,Laurent Lokoli,15-0,2014,100,9999,6,1,.55000001,20
201502,497,Laurent Lokoli,15-0,2015,100,9999,5,1,.14285715,7
201405,497,Laurent Lokoli,15-15,2014,100,9999,6,1,.2857143,21
201502,497,Laurent Lokoli,15-15,2015,100,9999,5,1,.33333334,3
201405,497,Laurent Lokoli,15-30,2014,100,9999,6,1,.44444445,9
201502,497,Laurent Lokoli,15-30,2015,100,9999,5,1,1,1
201405,497,Laurent Lokoli,15-40,2014,100,9999,6,1,.5,6
201502,497,Laurent Lokoli,15-40,2015,100,9999,5,1,0,1
201409,497,Laurent Lokoli,30-0,2014,100,9999,6,1,.33333334,9
201502,497,Laurent Lokoli,30-0,2015,100,9999,5,1,.33333334,6
201409,497,Laurent Lokoli,30-15,2014,100,9999,6,1,.33333334,18
201502,497,Laurent Lokoli,30-15,2015,100,9999,5,1,.5,4
201405,497,Laurent Lokoli,30-30,2014,100,9999,6,1,.18181819,11
201502,497,Laurent Lokoli,30-30,2015,100,9999,5,1,0,2
201405,497,Laurent Lokoli,30-40,2014,100,9999,6,1,.60000002,5
201502,497,Laurent Lokoli,30-40,2015,100,9999,5,1,0,1
201405,497,Laurent Lokoli,40-0,2014,100,9999,6,1,.33333334,6
201502,497,Laurent Lokoli,40-0,2015,100,9999,5,1,0,4
201405,497,Laurent Lokoli,40-15,2014,100,9999,6,1,.35714287,14
201502,497,Laurent Lokoli,40-15,2015,100,9999,5,1,.5,2
201409,497,Laurent Lokoli,40-30,2014,100,9999,6,1,.42857143,14
201502,497,Laurent Lokoli,40-30,2015,100,9999,5,1,.66666669,3
201405,497,Laurent Lokoli,40-40,2014,100,9999,6,1,.25,8
201502,497,Laurent Lokoli,40-40,2015,100,9999,5,1,.33333334,3
201409,497,Laurent Lokoli,40-50,2014,100,9999,6,1,0,2
201502,497,Laurent Lokoli,40-50,2015,100,9999,5,1,0,1
201405,497,Laurent Lokoli,50-40,2014,100,9999,6,1,.125,8
201502,497,Laurent Lokoli,50-40,2015,100,9999,5,1,.33333334,3
201109,499,Florent Serra,0-0,2011,100,11,3,1,.5,6
201205,499,Florent Serra,0-0,2012,100,9999,6,1,.38571429,70
201302,499,Florent Serra,0-0,2013,100,11,6,1,.27906978,43
201409,499,Florent Serra,0-0,2014,100,9999,5,1,.125,8
201109,499,Florent Serra,0-15,2011,100,11,3,1,.33333334,3
201202,499,Florent Serra,0-15,2012,100,11,5,1,.37037036,27
201302,499,Florent Serra,0-15,2013,100,11,6,1,.25,12
201409,499,Florent Serra,0-15,2014,100,9999,5,1,0,1
201109,499,Florent Serra,0-30,2011,100,11,3,1,1,1
201205,499,Florent Serra,0-30,2012,100,9999,6,1,.5,10
201308,499,Florent Serra,0-30,2013,100,9999,3,1,.66666669,3
201109,499,Florent Serra,0-40,2011,100,11,3,1,1,1
201205,499,Florent Serra,0-40,2012,100,9999,6,1,.60000002,5
201302,499,Florent Serra,0-40,2013,100,11,6,1,0,2
201109,499,Florent Serra,15-0,2011,100,11,3,1,0,3
201202,499,Florent Serra,15-0,2012,100,11,1,1,.41860464,43
201308,499,Florent Serra,15-0,2013,100,9999,3,1,.38709676,31
201409,499,Florent Serra,15-0,2014,100,9999,5,1,.42857143,7
201109,499,Florent Serra,15-15,2011,100,11,3,1,.5,2
201205,499,Florent Serra,15-15,2012,100,9999,6,1,.51428574,35
201308,499,Florent Serra,15-15,2013,100,9999,3,1,.2857143,21
201409,499,Florent Serra,15-15,2014,100,9999,5,1,.5,4
201109,499,Florent Serra,15-30,2011,100,11,3,1,0,1
201201,499,Florent Serra,15-30,2012,100,9999,6,1,.34782609,23
201308,499,Florent Serra,15-30,2013,100,9999,3,1,.5714286,7
201409,499,Florent Serra,15-30,2014,100,9999,5,1,0,2
201202,499,Florent Serra,15-40,2012,100,11,5,1,.69999999,10
201305,499,Florent Serra,15-40,2013,100,11,5,1,.33333334,6
201109,499,Florent Serra,30-0,2011,100,11,3,1,1,3
201210,499,Florent Serra,30-0,2012,100,11,6,1,.56,25
201308,499,Florent Serra,30-0,2013,100,9999,3,1,.2631579,19
201409,499,Florent Serra,30-0,2014,100,9999,5,1,0,4
201109,499,Florent Serra,30-15,2011,100,11,3,1,.25,4
201210,499,Florent Serra,30-15,2012,100,11,6,1,.3548387,31
201305,499,Florent Serra,30-15,2013,100,11,5,1,.64999998,20
201409,499,Florent Serra,30-15,2014,100,9999,5,1,1,2
201109,499,Florent Serra,30-30,2011,100,11,3,1,.5,2
201205,499,Florent Serra,30-30,2012,100,9999,6,1,.38461539,26
201305,499,Florent Serra,30-30,2013,100,11,5,1,.3125,16
201409,499,Florent Serra,30-30,2014,100,9999,5,1,0,4
201109,499,Florent Serra,30-40,2011,100,11,3,1,0,1
201201,499,Florent Serra,30-40,2012,100,9999,6,1,.30769232,13
201302,499,Florent Serra,30-40,2013,100,11,6,1,.55555558,9
201202,499,Florent Serra,40-0,2012,100,11,5,1,.36363637,11
201308,499,Florent Serra,40-0,2013,100,9999,3,1,.2857143,14
201409,499,Florent Serra,40-0,2014,100,9999,5,1,.25,4
201109,499,Florent Serra,40-15,2011,100,11,3,1,0,3
201205,499,Florent Serra,40-15,2012,100,9999,6,1,.25,24
201308,499,Florent Serra,40-15,2013,100,9999,3,1,.36363637,11
201409,499,Florent Serra,40-15,2014,100,9999,5,1,1,1
201109,499,Florent Serra,40-30,2011,100,11,3,1,1,1
201205,499,Florent Serra,40-30,2012,100,9999,6,1,.45454547,22
201308,499,Florent Serra,40-30,2013,100,9999,3,1,.33333334,15
201409,499,Florent Serra,40-30,2014,100,9999,5,1,.40000001,5
201109,499,Florent Serra,40-40,2011,100,11,3,1,.5,2
201205,499,Florent Serra,40-40,2012,100,9999,6,1,.2631579,19
201308,499,Florent Serra,40-40,2013,100,9999,3,1,.66666669,9
201409,499,Florent Serra,40-40,2014,100,9999,5,1,0,2
201109,499,Florent Serra,40-50,2011,100,11,3,1,1,2
201210,499,Florent Serra,40-50,2012,100,11,6,1,.85714287,7
201302,499,Florent Serra,40-50,2013,100,11,6,1,.33333334,6
201109,499,Florent Serra,50-40,2011,100,11,3,1,1,1
201205,499,Florent Serra,50-40,2012,100,9999,6,1,.46666667,15
201308,499,Florent Serra,50-40,2013,100,9999,3,1,.16666667,6
201409,499,Florent Serra,50-40,2014,100,9999,5,1,.5,2
201110,502,Tatsuma Ito,0-0,2011,100,11,6,1,.42307693,26
201209,502,Tatsuma Ito,0-0,2012,100,6,3,1,.4224599,187
201301,502,Tatsuma Ito,0-0,2013,100,6,4,1,.42028984,69
201410,502,Tatsuma Ito,0-0,2014,100,6,5,1,.28947368,38
201505,502,Tatsuma Ito,0-0,2015,100,11,4,1,.32653061,98
201108,502,Tatsuma Ito,0-15,2011,100,11,6,1,.72727275,11
201208,502,Tatsuma Ito,0-15,2012,100,6,6,1,.54430377,79
201303,502,Tatsuma Ito,0-15,2013,100,6,6,1,.41379312,29
201410,502,Tatsuma Ito,0-15,2014,100,6,5,1,.090909094,11
201501,502,Tatsuma Ito,0-15,2015,100,6,4,1,.375,32
201108,502,Tatsuma Ito,0-30,2011,100,11,6,1,.625,8
201205,502,Tatsuma Ito,0-30,2012,100,6,3,1,.41860464,43
201310,502,Tatsuma Ito,0-30,2013,100,9999,5,1,.33333334,12
201410,502,Tatsuma Ito,0-30,2014,100,6,5,1,0,1
201505,502,Tatsuma Ito,0-30,2015,100,11,4,1,.33333334,12
201110,502,Tatsuma Ito,0-40,2011,100,11,6,1,.2,5
201208,502,Tatsuma Ito,0-40,2012,100,6,6,1,.55555558,18
201301,502,Tatsuma Ito,0-40,2013,100,6,4,1,.25,4
201510,502,Tatsuma Ito,0-40,2015,100,11,6,1,0,4
201108,502,Tatsuma Ito,15-0,2011,100,11,6,1,.33333334,15
201206,502,Tatsuma Ito,15-0,2012,100,6,5,1,.33333334,108
201310,502,Tatsuma Ito,15-0,2013,100,9999,3,1,.34999999,40
201410,502,Tatsuma Ito,15-0,2014,100,6,5,1,.4074074,27
201501,502,Tatsuma Ito,15-0,2015,100,6,4,1,.33333334,66
201110,502,Tatsuma Ito,15-15,2011,100,11,6,1,.375,8
201208,502,Tatsuma Ito,15-15,2012,100,6,6,1,.2638889,72
201306,502,Tatsuma Ito,15-15,2013,100,9999,6,1,.25806451,31
201408,502,Tatsuma Ito,15-15,2014,100,11,2,1,.61904764,21
201509,502,Tatsuma Ito,15-15,2015,100,11,5,1,.35714287,42
201110,502,Tatsuma Ito,15-30,2011,100,11,6,1,.5,6
201204,502,Tatsuma Ito,15-30,2012,100,6,6,1,.36363637,44
201310,502,Tatsuma Ito,15-30,2013,100,9999,3,1,.375,16
201408,502,Tatsuma Ito,15-30,2014,100,11,2,1,.5,14
201507,502,Tatsuma Ito,15-30,2015,100,11,3,1,.30434781,23
201110,502,Tatsuma Ito,15-40,2011,100,11,6,1,.5714286,7
201206,502,Tatsuma Ito,15-40,2012,100,6,5,1,.375,24
201303,502,Tatsuma Ito,15-40,2013,100,6,6,1,.44444445,9
201410,502,Tatsuma Ito,15-40,2014,100,6,5,1,.5714286,7
201507,502,Tatsuma Ito,15-40,2015,100,11,3,1,.36363637,11
201110,502,Tatsuma Ito,30-0,2011,100,11,6,1,.5,10
201206,502,Tatsuma Ito,30-0,2012,100,6,6,1,.30555555,72
201301,502,Tatsuma Ito,30-0,2013,100,6,4,1,.15384616,26
201408,502,Tatsuma Ito,30-0,2014,100,11,2,1,.5,16
201509,502,Tatsuma Ito,30-0,2015,100,11,5,1,.38636363,44
201110,502,Tatsuma Ito,30-15,2011,100,11,6,1,.60000002,10
201206,502,Tatsuma Ito,30-15,2012,100,6,4,1,.36000001,75
201303,502,Tatsuma Ito,30-15,2013,100,6,6,1,.22222222,27
201408,502,Tatsuma Ito,30-15,2014,100,11,2,1,.4375,16
201503,502,Tatsuma Ito,30-15,2015,100,6,6,1,.34090909,44
201108,502,Tatsuma Ito,30-30,2011,100,11,6,1,.33333334,9
201206,502,Tatsuma Ito,30-30,2012,100,6,6,1,.47272727,55
201310,502,Tatsuma Ito,30-30,2013,100,9999,3,1,.3125,16
201410,502,Tatsuma Ito,30-30,2014,100,6,5,1,.2857143,14
201506,502,Tatsuma Ito,30-30,2015,100,11,6,1,.61290324,31
201110,502,Tatsuma Ito,30-40,2011,100,11,6,1,.33333334,6
201205,502,Tatsuma Ito,30-40,2012,100,6,1,1,.39024389,41
201306,502,Tatsuma Ito,30-40,2013,100,9999,6,1,.30000001,10
201408,502,Tatsuma Ito,30-40,2014,100,11,2,1,.5714286,7
201506,502,Tatsuma Ito,30-40,2015,100,11,6,1,.53846157,26
201110,502,Tatsuma Ito,40-0,2011,100,11,6,1,.2,5
201208,502,Tatsuma Ito,40-0,2012,100,6,6,1,.30000001,50
201303,502,Tatsuma Ito,40-0,2013,100,6,6,1,.45454547,22
201408,502,Tatsuma Ito,40-0,2014,100,11,2,1,.375,8
201503,502,Tatsuma Ito,40-0,2015,100,6,6,1,.48148149,27
201108,502,Tatsuma Ito,40-15,2011,100,11,6,1,.60000002,5
201208,502,Tatsuma Ito,40-15,2012,100,6,6,1,.3968254,63
201301,502,Tatsuma Ito,40-15,2013,100,6,4,1,.32258064,31
201408,502,Tatsuma Ito,40-15,2014,100,11,2,1,.58333331,12
201510,502,Tatsuma Ito,40-15,2015,100,11,6,1,.33333334,42
201108,502,Tatsuma Ito,40-30,2011,100,11,6,1,.33333334,9
201205,502,Tatsuma Ito,40-30,2012,100,6,6,1,.35185185,54
201304,502,Tatsuma Ito,40-30,2013,100,11,6,1,.38095239,21
201408,502,Tatsuma Ito,40-30,2014,100,11,2,1,.29411766,17
201501,502,Tatsuma Ito,40-30,2015,100,6,4,1,.34615386,26
201110,502,Tatsuma Ito,40-40,2011,100,11,6,1,.14285715,7
201205,502,Tatsuma Ito,40-40,2012,100,6,1,1,.36363637,44
201306,502,Tatsuma Ito,40-40,2013,100,9999,6,1,.2,15
201410,502,Tatsuma Ito,40-40,2014,100,6,5,1,.375,8
201507,502,Tatsuma Ito,40-40,2015,100,11,5,1,.2857143,21
201108,502,Tatsuma Ito,40-50,2011,100,11,6,1,0,2
201210,502,Tatsuma Ito,40-50,2012,100,6,2,1,.47619048,21
201310,502,Tatsuma Ito,40-50,2013,100,9999,5,1,.60000002,5
201408,502,Tatsuma Ito,40-50,2014,100,11,2,1,0,3
201509,502,Tatsuma Ito,40-50,2015,100,11,5,1,.125,8
201110,502,Tatsuma Ito,50-40,2011,100,11,6,1,.2857143,7
201206,502,Tatsuma Ito,50-40,2012,100,6,6,1,.30000001,30
201310,502,Tatsuma Ito,50-40,2013,100,9999,3,1,.46153846,13
201407,502,Tatsuma Ito,50-40,2014,100,11,6,1,.125,8
201510,502,Tatsuma Ito,50-40,2015,100,11,6,1,.47368422,19
201108,503,Ryan Harrison,0-0,2011,100,6,6,1,.35294119,85
201206,503,Ryan Harrison,0-0,2012,100,6,3,1,.38652483,282
201306,503,Ryan Harrison,0-0,2013,100,6,6,1,.39117646,340
201403,503,Ryan Harrison,0-0,2014,100,11,2,1,.33333334,138
201502,503,Ryan Harrison,0-0,2015,100,9999,1,1,.3298969,97
201110,503,Ryan Harrison,0-15,2011,100,6,1,1,.40000001,30
201205,503,Ryan Harrison,0-15,2012,100,6,2,1,.29357797,109
201301,503,Ryan Harrison,0-15,2013,100,6,6,1,.39097744,133
201401,503,Ryan Harrison,0-15,2014,100,11,5,1,.52173913,46
201508,503,Ryan Harrison,0-15,2015,100,11,6,1,.3125,32
201109,503,Ryan Harrison,0-30,2011,100,6,4,1,.41666666,12
201203,503,Ryan Harrison,0-30,2012,100,6,2,1,.375,32
201307,503,Ryan Harrison,0-30,2013,100,11,3,1,.30769232,52
201406,503,Ryan Harrison,0-30,2014,100,11,2,1,.29166666,24
201502,503,Ryan Harrison,0-30,2015,100,9999,6,1,.40000001,10
201108,503,Ryan Harrison,0-40,2011,100,6,6,1,.60000002,5
201205,503,Ryan Harrison,0-40,2012,100,6,6,1,.41666666,12
201303,503,Ryan Harrison,0-40,2013,100,6,6,1,.375,16
201406,503,Ryan Harrison,0-40,2014,100,11,2,1,.42857143,7
201502,503,Ryan Harrison,0-40,2015,100,9999,1,1,.75,4
201110,503,Ryan Harrison,15-0,2011,100,6,1,1,.30909091,55
201210,503,Ryan Harrison,15-0,2012,100,6,4,1,.30635837,173
201306,503,Ryan Harrison,15-0,2013,100,6,3,1,.33333334,207
201408,503,Ryan Harrison,15-0,2014,100,9999,1,1,.40217391,92
201502,503,Ryan Harrison,15-0,2015,100,9999,1,1,.50769234,65
201107,503,Ryan Harrison,15-15,2011,100,11,1,1,.34285715,35
201206,503,Ryan Harrison,15-15,2012,100,6,1,1,.33846155,130
201303,503,Ryan Harrison,15-15,2013,100,6,6,1,.29333332,150
201404,503,Ryan Harrison,15-15,2014,100,11,6,1,.33898306,59
201502,503,Ryan Harrison,15-15,2015,100,9999,3,1,.41818181,55
201108,503,Ryan Harrison,15-30,2011,100,6,3,1,.42105263,19
201210,503,Ryan Harrison,15-30,2012,100,6,2,1,.375,64
201308,503,Ryan Harrison,15-30,2013,100,11,1,1,.30000001,80
201407,503,Ryan Harrison,15-30,2014,100,11,5,1,.45945945,37
201502,503,Ryan Harrison,15-30,2015,100,9999,1,1,.41379312,29
201109,503,Ryan Harrison,15-40,2011,100,6,4,1,.30000001,10
201205,503,Ryan Harrison,15-40,2012,100,6,2,1,.38709676,31
201302,503,Ryan Harrison,15-40,2013,100,6,6,1,.29411766,34
201408,503,Ryan Harrison,15-40,2014,100,9999,1,1,.42857143,21
201502,503,Ryan Harrison,15-40,2015,100,9999,1,1,.15384616,13
201108,503,Ryan Harrison,30-0,2011,100,6,1,1,.21052632,38
201201,503,Ryan Harrison,30-0,2012,100,6,5,1,.31666666,120
201306,503,Ryan Harrison,30-0,2013,100,6,3,1,.39855072,138
201402,503,Ryan Harrison,30-0,2014,100,11,4,1,.38181818,55
201502,503,Ryan Harrison,30-0,2015,100,9999,1,1,.28125,32
201108,503,Ryan Harrison,30-15,2011,100,6,3,1,.48387095,31
201210,503,Ryan Harrison,30-15,2012,100,6,4,1,.33870968,124
201307,503,Ryan Harrison,30-15,2013,100,11,6,1,.39130434,161
201406,503,Ryan Harrison,30-15,2014,100,11,2,1,.34999999,60
201502,503,Ryan Harrison,30-15,2015,100,9999,6,1,.29268292,41
201108,503,Ryan Harrison,30-30,2011,100,6,3,1,.42307693,26
201205,503,Ryan Harrison,30-30,2012,100,6,6,1,.35365853,82
201301,503,Ryan Harrison,30-30,2013,100,6,1,1,.35294119,119
201403,503,Ryan Harrison,30-30,2014,100,11,6,1,.21951219,41
201503,503,Ryan Harrison,30-30,2015,100,11,6,1,.48275861,29
201110,503,Ryan Harrison,30-40,2011,100,6,1,1,.6111111,18
201208,503,Ryan Harrison,30-40,2012,100,6,3,1,.45833334,48
201302,503,Ryan Harrison,30-40,2013,100,6,6,1,.37878788,66
201408,503,Ryan Harrison,30-40,2014,100,9999,1,1,.52380955,21
201502,503,Ryan Harrison,30-40,2015,100,9999,1,1,.36000001,25
201108,503,Ryan Harrison,40-0,2011,100,6,1,1,.5,32
201202,503,Ryan Harrison,40-0,2012,100,6,5,1,.29268292,82
201302,503,Ryan Harrison,40-0,2013,100,6,6,1,.36144578,83
201403,503,Ryan Harrison,40-0,2014,100,11,6,1,.29411766,34
201502,503,Ryan Harrison,40-0,2015,100,9999,3,1,.30434781,23
201108,503,Ryan Harrison,40-15,2011,100,6,6,1,.3125,32
201210,503,Ryan Harrison,40-15,2012,100,6,2,1,.33018869,106
201308,503,Ryan Harrison,40-15,2013,100,11,4,1,.3203125,128
201403,503,Ryan Harrison,40-15,2014,100,11,6,1,.1632653,49
201508,503,Ryan Harrison,40-15,2015,100,11,6,1,.16666667,36
201110,503,Ryan Harrison,40-30,2011,100,6,1,1,.31999999,25
201205,503,Ryan Harrison,40-30,2012,100,6,2,1,.39772728,88
201303,503,Ryan Harrison,40-30,2013,100,6,6,1,.36440679,118
201403,503,Ryan Harrison,40-30,2014,100,11,5,1,.34999999,40
201502,503,Ryan Harrison,40-30,2015,100,9999,1,1,.42857143,21
201110,503,Ryan Harrison,40-40,2011,100,6,1,1,.33333334,15
201205,503,Ryan Harrison,40-40,2012,100,6,6,1,.3114754,61
201307,503,Ryan Harrison,40-40,2013,100,11,6,1,.40476191,84
201403,503,Ryan Harrison,40-40,2014,100,11,6,1,.25,24
201502,503,Ryan Harrison,40-40,2015,100,9999,6,1,.31999999,25
201110,503,Ryan Harrison,40-50,2011,100,6,1,1,.60000002,10
201201,503,Ryan Harrison,40-50,2012,100,6,4,1,.38461539,26
201301,503,Ryan Harrison,40-50,2013,100,6,2,1,.3488372,43
201403,503,Ryan Harrison,40-50,2014,100,11,6,1,.5,8
201502,503,Ryan Harrison,40-50,2015,100,9999,1,1,.2,10
201109,503,Ryan Harrison,50-40,2011,100,6,4,1,.54545456,11
201201,503,Ryan Harrison,50-40,2012,100,6,6,1,.34615386,52
201305,503,Ryan Harrison,50-40,2013,100,6,2,1,.42647058,68
201403,503,Ryan Harrison,50-40,2014,100,11,6,1,.2,20
201502,503,Ryan Harrison,50-40,2015,100,9999,6,1,.40909091,22
201111,508,Alex Bogomolov Jr,0-0,2011,100,4,6,1,.39784947,93
201202,508,Alex Bogomolov Jr,0-0,2012,100,4,6,1,.37662336,77
201402,508,Alex Bogomolov Jr,0-0,2014,100,6,6,1,0,7
201108,508,Alex Bogomolov Jr,0-15,2011,100,5,6,1,.1891892,37
201205,508,Alex Bogomolov Jr,0-15,2012,100,5,1,1,.27586207,29
201111,508,Alex Bogomolov Jr,0-30,2011,100,4,6,1,0,7
201205,508,Alex Bogomolov Jr,0-30,2012,100,5,1,1,.375,8
201205,508,Alex Bogomolov Jr,0-40,2012,100,5,1,1,0,3
201110,508,Alex Bogomolov Jr,15-0,2011,100,4,6,1,.53571427,56
201208,508,Alex Bogomolov Jr,15-0,2012,100,6,1,1,.33333334,48
201402,508,Alex Bogomolov Jr,15-0,2014,100,6,6,1,.2857143,7
201110,508,Alex Bogomolov Jr,15-15,2011,100,4,3,1,.40000001,60
201205,508,Alex Bogomolov Jr,15-15,2012,100,5,1,1,.51351351,37
201402,508,Alex Bogomolov Jr,15-15,2014,100,6,6,1,0,2
201108,508,Alex Bogomolov Jr,15-30,2011,100,5,6,1,.51612902,31
