yearmonth,returnerid,returnername,gamescore,year,topn,rankGroupsReturner,rankGroupsServer,ones,returnerProbability,returnerFrequency
201204,0,Sam Querrey,0-0,2012,100,11,4,1,.31439394,528
201308,0,Sam Querrey,0-0,2013,100,3,3,1,.31042129,451
201403,0,Sam Querrey,0-0,2014,100,6,4,1,.30123457,405
201502,0,Sam Querrey,0-0,2015,100,5,2,1,.30616739,454
201210,0,Sam Querrey,0-15,2012,100,3,1,1,.35542169,166
201310,0,Sam Querrey,0-15,2013,100,4,2,1,.41428572,140
201401,0,Sam Querrey,0-15,2014,100,5,3,1,.39344263,122
201508,0,Sam Querrey,0-15,2015,100,4,6,1,.38848922,139
201210,0,Sam Querrey,0-30,2012,100,3,1,1,.27118644,59
201308,0,Sam Querrey,0-30,2013,100,3,6,1,.2631579,57
201402,0,Sam Querrey,0-30,2014,100,6,3,1,.29166666,48
201506,0,Sam Querrey,0-30,2015,100,4,6,1,.31481481,54
201205,0,Sam Querrey,0-40,2012,100,6,2,1,.25,16
201303,0,Sam Querrey,0-40,2013,100,2,6,1,.3125,16
201408,0,Sam Querrey,0-40,2014,100,6,1,1,.2857143,14
201508,0,Sam Querrey,0-40,2015,100,4,2,1,.23529412,17
201210,0,Sam Querrey,15-0,2012,100,3,3,1,.34254143,362
201305,0,Sam Querrey,15-0,2013,100,2,3,1,.33225808,310
201405,0,Sam Querrey,15-0,2014,100,6,6,1,.30035335,283
201504,0,Sam Querrey,15-0,2015,100,5,5,1,.31746033,315
201209,0,Sam Querrey,15-15,2012,100,3,1,1,.30735931,231
201302,0,Sam Querrey,15-15,2013,100,3,4,1,.26881722,186
201408,0,Sam Querrey,15-15,2014,100,6,6,1,.3018868,159
201508,0,Sam Querrey,15-15,2015,100,4,2,1,.34054053,185
201202,0,Sam Querrey,15-30,2012,100,6,5,1,.32456142,114
201302,0,Sam Querrey,15-30,2013,100,3,6,1,.34782609,92
201404,0,Sam Querrey,15-30,2014,100,6,5,1,.35365853,82
201501,0,Sam Querrey,15-30,2015,100,4,6,1,.34999999,100
201206,0,Sam Querrey,15-40,2012,100,6,2,1,.2857143,49
201303,0,Sam Querrey,15-40,2013,100,2,6,1,.41860464,43
201401,0,Sam Querrey,15-40,2014,100,5,2,1,.33333334,39
201510,0,Sam Querrey,15-40,2015,100,5,4,1,.41666666,48
201206,0,Sam Querrey,30-0,2012,100,6,2,1,.32352942,238
201305,0,Sam Querrey,30-0,2013,100,2,2,1,.25603864,207
201406,0,Sam Querrey,30-0,2014,100,6,3,1,.24747474,198
201507,0,Sam Querrey,30-0,2015,100,4,1,1,.31627908,215
201205,0,Sam Querrey,30-15,2012,100,6,1,1,.31223628,237
201309,0,Sam Querrey,30-15,2013,100,3,2,1,.34391534,189
201405,0,Sam Querrey,30-15,2014,100,6,6,1,.36250001,160
201506,0,Sam Querrey,30-15,2015,100,4,6,1,.34210527,190
201209,0,Sam Querrey,30-30,2012,100,3,1,1,.41721854,151
201307,0,Sam Querrey,30-30,2013,100,3,6,1,.336,125
201408,0,Sam Querrey,30-30,2014,100,6,6,1,.35135135,111
201505,0,Sam Querrey,30-30,2015,100,4,6,1,.30000001,130
201204,0,Sam Querrey,30-40,2012,100,11,4,1,.37755102,98
201305,0,Sam Querrey,30-40,2013,100,2,2,1,.3283582,67
201401,0,Sam Querrey,30-40,2014,100,5,6,1,.35384616,65
201504,0,Sam Querrey,30-40,2015,100,5,4,1,.29850745,67
201203,0,Sam Querrey,40-0,2012,100,6,3,1,.310559,161
201305,0,Sam Querrey,40-0,2013,100,2,1,1,.36363637,154
201402,0,Sam Querrey,40-0,2014,100,6,1,1,.32885906,149
201502,0,Sam Querrey,40-0,2015,100,5,2,1,.3197279,147
201209,0,Sam Querrey,40-15,2012,100,3,1,1,.32394367,213
201310,0,Sam Querrey,40-15,2013,100,4,2,1,.31666666,180
201402,0,Sam Querrey,40-15,2014,100,6,3,1,.29801324,151
201509,0,Sam Querrey,40-15,2015,100,5,6,1,.29651162,172
201211,0,Sam Querrey,40-30,2012,100,3,2,1,.29299363,157
201306,0,Sam Querrey,40-30,2013,100,2,6,1,.29285714,140
201406,0,Sam Querrey,40-30,2014,100,6,3,1,.33333334,117
201510,0,Sam Querrey,40-30,2015,100,5,5,1,.38028169,142
201210,0,Sam Querrey,40-40,2012,100,3,1,1,.39252338,107
201306,0,Sam Querrey,40-40,2013,100,2,6,1,.38372093,86
201403,0,Sam Querrey,40-40,2014,100,6,4,1,.32098764,81
201506,0,Sam Querrey,40-40,2015,100,4,6,1,.26732674,101
201208,0,Sam Querrey,40-50,2012,100,4,2,1,.35416666,48
201305,0,Sam Querrey,40-50,2013,100,2,1,1,.39130434,46
201404,0,Sam Querrey,40-50,2014,100,6,5,1,.25,32
201506,0,Sam Querrey,40-50,2015,100,4,6,1,.27272728,44
201210,0,Sam Querrey,50-40,2012,100,3,1,1,.32954547,88
201308,0,Sam Querrey,50-40,2013,100,3,3,1,.28985506,69
201407,0,Sam Querrey,50-40,2014,100,6,6,1,.27777779,72
201508,0,Sam Querrey,50-40,2015,100,4,1,1,.32222223,90
201307,3,Chris Guccione,0-0,2013,100,9999,6,1,.38461539,13
201406,3,Chris Guccione,0-0,2014,100,9999,4,1,.27272728,11
201307,3,Chris Guccione,0-15,2013,100,9999,6,1,.2,5
201406,3,Chris Guccione,0-15,2014,100,9999,4,1,.33333334,3
201307,3,Chris Guccione,0-30,2013,100,9999,6,1,0,1
201406,3,Chris Guccione,0-30,2014,100,9999,4,1,0,1
201307,3,Chris Guccione,15-0,2013,100,9999,6,1,.5,8
201406,3,Chris Guccione,15-0,2014,100,9999,4,1,.25,8
201307,3,Chris Guccione,15-15,2013,100,9999,6,1,.625,8
201406,3,Chris Guccione,15-15,2014,100,9999,4,1,0,4
201307,3,Chris Guccione,15-30,2013,100,9999,6,1,.33333334,6
201406,3,Chris Guccione,15-30,2014,100,9999,4,1,0,1
201307,3,Chris Guccione,15-40,2013,100,9999,6,1,1,2
201307,3,Chris Guccione,30-0,2013,100,9999,6,1,.25,4
201406,3,Chris Guccione,30-0,2014,100,9999,4,1,.5,6
201307,3,Chris Guccione,30-15,2013,100,9999,6,1,.5,4
201406,3,Chris Guccione,30-15,2014,100,9999,4,1,.2857143,7
201307,3,Chris Guccione,30-30,2013,100,9999,6,1,.33333334,6
201406,3,Chris Guccione,30-30,2014,100,9999,4,1,.66666669,3
201307,3,Chris Guccione,30-40,2013,100,9999,6,1,0,2
201406,3,Chris Guccione,30-40,2014,100,9999,4,1,.5,2
201307,3,Chris Guccione,40-0,2013,100,9999,6,1,.33333334,3
201406,3,Chris Guccione,40-0,2014,100,9999,4,1,0,3
201307,3,Chris Guccione,40-15,2013,100,9999,6,1,.33333334,3
201406,3,Chris Guccione,40-15,2014,100,9999,4,1,.60000002,5
201307,3,Chris Guccione,40-30,2013,100,9999,6,1,.2,5
201406,3,Chris Guccione,40-30,2014,100,9999,4,1,.25,4
201307,3,Chris Guccione,40-40,2013,100,9999,6,1,.33333334,3
201406,3,Chris Guccione,40-40,2014,100,9999,4,1,0,2
201307,3,Chris Guccione,40-50,2013,100,9999,6,1,0,1
201307,3,Chris Guccione,50-40,2013,100,9999,6,1,.33333334,3
201406,3,Chris Guccione,50-40,2014,100,9999,4,1,0,2
201401,7,Blaz Rola,0-0,2014,100,9999,6,1,.46341464,82
201508,7,Blaz Rola,0-0,2015,100,11,6,1,.37837839,74
201408,7,Blaz Rola,0-15,2014,100,6,4,1,.47368422,38
201508,7,Blaz Rola,0-15,2015,100,11,4,1,.4642857,28
201408,7,Blaz Rola,0-30,2014,100,6,5,1,.27777779,18
201502,7,Blaz Rola,0-30,2015,100,6,5,1,.30769232,13
201401,7,Blaz Rola,0-40,2014,100,9999,6,1,.2,5
201508,7,Blaz Rola,0-40,2015,100,11,6,1,.25,4
201408,7,Blaz Rola,15-0,2014,100,6,4,1,.34090909,44
201502,7,Blaz Rola,15-0,2015,100,6,5,1,.47826087,46
201408,7,Blaz Rola,15-15,2014,100,6,5,1,.25714287,35
201508,7,Blaz Rola,15-15,2015,100,11,4,1,.27027026,37
201401,7,Blaz Rola,15-30,2014,100,9999,6,1,.36363637,22
201508,7,Blaz Rola,15-30,2015,100,11,4,1,.31578946,19
201406,7,Blaz Rola,15-40,2014,100,6,6,1,.58333331,12
201508,7,Blaz Rola,15-40,2015,100,11,6,1,0,9
201401,7,Blaz Rola,30-0,2014,100,9999,6,1,.44827586,29
201502,7,Blaz Rola,30-0,2015,100,6,6,1,.45833334,24
201407,7,Blaz Rola,30-15,2014,100,6,6,1,.51282054,39
201502,7,Blaz Rola,30-15,2015,100,6,5,1,.23684211,38
201406,7,Blaz Rola,30-30,2014,100,6,6,1,.55882353,34
201508,7,Blaz Rola,30-30,2015,100,11,4,1,.63636363,22
201408,7,Blaz Rola,30-40,2014,100,6,4,1,.375,24
201508,7,Blaz Rola,30-40,2015,100,11,4,1,.34782609,23
201406,7,Blaz Rola,40-0,2014,100,6,6,1,.375,16
201502,7,Blaz Rola,40-0,2015,100,6,5,1,.30769232,13
201408,7,Blaz Rola,40-15,2014,100,6,5,1,.2,25
201502,7,Blaz Rola,40-15,2015,100,6,6,1,.42424244,33
201401,7,Blaz Rola,40-30,2014,100,9999,6,1,.25,20
201508,7,Blaz Rola,40-30,2015,100,11,6,1,.31818181,22
201407,7,Blaz Rola,40-40,2014,100,6,6,1,.23809524,21
201502,7,Blaz Rola,40-40,2015,100,6,5,1,.27272728,22
201408,7,Blaz Rola,40-50,2014,100,6,4,1,.5,6
201508,7,Blaz Rola,40-50,2015,100,11,4,1,.33333334,9
201406,7,Blaz Rola,50-40,2014,100,6,6,1,.44444445,18
201501,7,Blaz Rola,50-40,2015,100,6,4,1,.44444445,18
201304,8,Roberto Carballes Baena,0-0,2013,100,9999,5,1,.44444445,9
201404,8,Roberto Carballes Baena,0-0,2014,100,9999,6,1,.38461539,26
201504,8,Roberto Carballes Baena,0-0,2015,100,9999,3,1,.27272728,11
201304,8,Roberto Carballes Baena,0-15,2013,100,9999,5,1,1,4
201404,8,Roberto Carballes Baena,0-15,2014,100,9999,4,1,.30000001,10
201504,8,Roberto Carballes Baena,0-15,2015,100,9999,3,1,.33333334,3
201304,8,Roberto Carballes Baena,0-30,2013,100,9999,5,1,.5,4
201404,8,Roberto Carballes Baena,0-30,2014,100,9999,4,1,.33333334,3
201504,8,Roberto Carballes Baena,0-30,2015,100,9999,3,1,1,1
201304,8,Roberto Carballes Baena,0-40,2013,100,9999,5,1,0,2
201404,8,Roberto Carballes Baena,0-40,2014,100,9999,6,1,1,1
201504,8,Roberto Carballes Baena,0-40,2015,100,9999,3,1,0,1
201304,8,Roberto Carballes Baena,15-0,2013,100,9999,5,1,.60000002,5
201404,8,Roberto Carballes Baena,15-0,2014,100,9999,4,1,.375,16
201504,8,Roberto Carballes Baena,15-0,2015,100,9999,3,1,.25,8
201304,8,Roberto Carballes Baena,15-15,2013,100,9999,5,1,0,3
201404,8,Roberto Carballes Baena,15-15,2014,100,9999,4,1,.53846157,13
201504,8,Roberto Carballes Baena,15-15,2015,100,9999,3,1,.25,4
201304,8,Roberto Carballes Baena,15-30,2013,100,9999,5,1,.5,2
201404,8,Roberto Carballes Baena,15-30,2014,100,9999,4,1,.44444445,9
201504,8,Roberto Carballes Baena,15-30,2015,100,9999,3,1,0,1
201304,8,Roberto Carballes Baena,15-40,2013,100,9999,5,1,.33333334,3
201404,8,Roberto Carballes Baena,15-40,2014,100,9999,4,1,.75,4
201504,8,Roberto Carballes Baena,15-40,2015,100,9999,3,1,0,1
201304,8,Roberto Carballes Baena,30-0,2013,100,9999,5,1,.5,2
201404,8,Roberto Carballes Baena,30-0,2014,100,9999,6,1,.30000001,10
201504,8,Roberto Carballes Baena,30-0,2015,100,9999,3,1,.5,6
201304,8,Roberto Carballes Baena,30-15,2013,100,9999,5,1,.25,4
201404,8,Roberto Carballes Baena,30-15,2014,100,9999,6,1,.66666669,9
201504,8,Roberto Carballes Baena,30-15,2015,100,9999,3,1,.33333334,6
201304,8,Roberto Carballes Baena,30-30,2013,100,9999,5,1,.5,2
201404,8,Roberto Carballes Baena,30-30,2014,100,9999,4,1,.54545456,11
201504,8,Roberto Carballes Baena,30-30,2015,100,9999,3,1,.66666669,3
201304,8,Roberto Carballes Baena,30-40,2013,100,9999,5,1,.66666669,3
201404,8,Roberto Carballes Baena,30-40,2014,100,9999,4,1,.71428573,7
201504,8,Roberto Carballes Baena,30-40,2015,100,9999,3,1,.33333334,3
201304,8,Roberto Carballes Baena,40-0,2013,100,9999,5,1,1,1
201404,8,Roberto Carballes Baena,40-0,2014,100,9999,4,1,.14285715,7
201504,8,Roberto Carballes Baena,40-0,2015,100,9999,3,1,.33333334,3
201304,8,Roberto Carballes Baena,40-15,2013,100,9999,5,1,.25,4
201404,8,Roberto Carballes Baena,40-15,2014,100,9999,6,1,.75,4
201504,8,Roberto Carballes Baena,40-15,2015,100,9999,3,1,.60000002,5
201304,8,Roberto Carballes Baena,40-30,2013,100,9999,5,1,0,2
201404,8,Roberto Carballes Baena,40-30,2014,100,9999,4,1,.5,8
201504,8,Roberto Carballes Baena,40-30,2015,100,9999,3,1,.5,4
201304,8,Roberto Carballes Baena,40-40,2013,100,9999,5,1,0,1
201404,8,Roberto Carballes Baena,40-40,2014,100,9999,4,1,.66666669,6
201504,8,Roberto Carballes Baena,40-40,2015,100,9999,3,1,.5,4
201304,8,Roberto Carballes Baena,40-50,2013,100,9999,5,1,1,1
201404,8,Roberto Carballes Baena,40-50,2014,100,9999,4,1,.5,4
201504,8,Roberto Carballes Baena,40-50,2015,100,9999,3,1,.5,2
201304,8,Roberto Carballes Baena,50-40,2013,100,9999,5,1,1,1
201404,8,Roberto Carballes Baena,50-40,2014,100,9999,4,1,.33333334,3
201504,8,Roberto Carballes Baena,50-40,2015,100,9999,3,1,0,3
201510,9,Lucas Miedler,0-0,2015,100,9999,6,1,.2857143,14
201510,9,Lucas Miedler,0-15,2015,100,9999,6,1,.5,4
201510,9,Lucas Miedler,0-30,2015,100,9999,6,1,1,2
201510,9,Lucas Miedler,0-40,2015,100,9999,6,1,.5,2
201510,9,Lucas Miedler,15-0,2015,100,9999,6,1,.30000001,10
201510,9,Lucas Miedler,15-15,2015,100,9999,6,1,.2,5
201510,9,Lucas Miedler,15-30,2015,100,9999,6,1,0,1
201510,9,Lucas Miedler,15-40,2015,100,9999,6,1,0,1
201510,9,Lucas Miedler,30-0,2015,100,9999,6,1,.14285715,7
201510,9,Lucas Miedler,30-15,2015,100,9999,6,1,.2,5
201510,9,Lucas Miedler,30-30,2015,100,9999,6,1,1,2
201510,9,Lucas Miedler,30-40,2015,100,9999,6,1,.33333334,3
201510,9,Lucas Miedler,40-0,2015,100,9999,6,1,.5,6
201510,9,Lucas Miedler,40-15,2015,100,9999,6,1,.5714286,7
201510,9,Lucas Miedler,40-30,2015,100,9999,6,1,.75,4
201510,9,Lucas Miedler,40-40,2015,100,9999,6,1,.2,5
201510,9,Lucas Miedler,40-50,2015,100,9999,6,1,0,1
201510,9,Lucas Miedler,50-40,2015,100,9999,6,1,.60000002,5
201207,10,Jan Hajek,0-0,2012,100,6,4,1,.42857143,98
201302,10,Jan Hajek,0-0,2013,100,6,6,1,.3897059,136
201207,10,Jan Hajek,0-15,2012,100,6,6,1,.26190478,42
201307,10,Jan Hajek,0-15,2013,100,11,1,1,.47169811,53
201208,10,Jan Hajek,0-30,2012,100,6,6,1,.54545456,11
201301,10,Jan Hajek,0-30,2013,100,11,6,1,.56,25
201207,10,Jan Hajek,0-40,2012,100,6,6,1,.5,6
201303,10,Jan Hajek,0-40,2013,100,6,6,1,.64285713,14
201208,10,Jan Hajek,15-0,2012,100,6,6,1,.32142857,56
201301,10,Jan Hajek,15-0,2013,100,11,2,1,.3493976,83
201207,10,Jan Hajek,15-15,2012,100,6,4,1,.26530612,49
201302,10,Jan Hajek,15-15,2013,100,6,6,1,.40350878,57
201207,10,Jan Hajek,15-30,2012,100,6,4,1,.22222222,18
201301,10,Jan Hajek,15-30,2013,100,11,2,1,.52941179,34
201210,10,Jan Hajek,15-40,2012,100,11,6,1,.2857143,7
201302,10,Jan Hajek,15-40,2013,100,6,6,1,.30434781,23
201208,10,Jan Hajek,30-0,2012,100,6,6,1,.36842105,38
201307,10,Jan Hajek,30-0,2013,100,11,4,1,.33333334,54
201207,10,Jan Hajek,30-15,2012,100,6,3,1,.36000001,50
201307,10,Jan Hajek,30-15,2013,100,11,3,1,.36538461,52
201210,10,Jan Hajek,30-30,2012,100,11,3,1,.40625,32
201301,10,Jan Hajek,30-30,2013,100,11,2,1,.45714286,35
201207,10,Jan Hajek,30-40,2012,100,6,6,1,.55555558,18
201301,10,Jan Hajek,30-40,2013,100,11,2,1,.34375,32
201207,10,Jan Hajek,40-0,2012,100,6,4,1,.41666666,24
201307,10,Jan Hajek,40-0,2013,100,11,1,1,.25,36
201207,10,Jan Hajek,40-15,2012,100,6,3,1,.30952382,42
201305,10,Jan Hajek,40-15,2013,100,11,6,1,.23809524,42
201207,10,Jan Hajek,40-30,2012,100,6,6,1,.46875,32
201301,10,Jan Hajek,40-30,2013,100,11,6,1,.41379312,29
201207,10,Jan Hajek,40-40,2012,100,6,3,1,.39130434,23
201301,10,Jan Hajek,40-40,2013,100,11,2,1,.42424244,33
201207,10,Jan Hajek,40-50,2012,100,6,3,1,.5,10
201307,10,Jan Hajek,40-50,2013,100,11,4,1,.33333334,15
201210,10,Jan Hajek,50-40,2012,100,11,6,1,.27777779,18
201305,10,Jan Hajek,50-40,2013,100,6,2,1,.21428572,28
201109,11,Florian Mayer,0-0,2011,100,3,6,1,.37878788,132
201205,11,Florian Mayer,0-0,2012,100,4,6,1,.39649123,285
201309,11,Florian Mayer,0-0,2013,100,5,6,1,.33823529,408
201402,11,Florian Mayer,0-0,2014,100,3,4,1,.40909091,110
201504,11,Florian Mayer,0-0,2015,100,9999,1,1,.34042552,94
201108,11,Florian Mayer,0-15,2011,100,3,2,1,.56,50
201202,11,Florian Mayer,0-15,2012,100,3,6,1,.4159292,113
201302,11,Florian Mayer,0-15,2013,100,3,5,1,.30434781,138
201401,11,Florian Mayer,0-15,2014,100,4,1,1,.44444445,45
201506,11,Florian Mayer,0-15,2015,100,9999,6,1,.375,32
201110,11,Florian Mayer,0-30,2011,100,3,5,1,.39285713,28
201206,11,Florian Mayer,0-30,2012,100,3,1,1,.40425533,47
201306,11,Florian Mayer,0-30,2013,100,4,6,1,.47619048,42
201401,11,Florian Mayer,0-30,2014,100,4,1,1,.44999999,20
201505,11,Florian Mayer,0-30,2015,100,9999,2,1,.25,12
201109,11,Florian Mayer,0-40,2011,100,3,6,1,.63636363,11
201204,11,Florian Mayer,0-40,2012,100,2,6,1,.57894737,19
201308,11,Florian Mayer,0-40,2013,100,5,6,1,.44999999,20
201402,11,Florian Mayer,0-40,2014,100,3,4,1,.22222222,9
201505,11,Florian Mayer,0-40,2015,100,9999,2,1,.33333334,3
201110,11,Florian Mayer,15-0,2011,100,3,5,1,.5,82
201201,11,Florian Mayer,15-0,2012,100,3,6,1,.29651162,172
201307,11,Florian Mayer,15-0,2013,100,5,3,1,.34444445,270
201401,11,Florian Mayer,15-0,2014,100,4,1,1,.41538462,65
201504,11,Florian Mayer,15-0,2015,100,9999,6,1,.40322581,62
201109,11,Florian Mayer,15-15,2011,100,3,6,1,.41269842,63
201210,11,Florian Mayer,15-15,2012,100,3,6,1,.36752138,117
201305,11,Florian Mayer,15-15,2013,100,3,6,1,.41269842,189
201401,11,Florian Mayer,15-15,2014,100,4,1,1,.38461539,52
201504,11,Florian Mayer,15-15,2015,100,9999,4,1,.37777779,45
201109,11,Florian Mayer,15-30,2011,100,3,6,1,.37209302,43
201202,11,Florian Mayer,15-30,2012,100,3,6,1,.33802816,71
201310,11,Florian Mayer,15-30,2013,100,5,4,1,.38999999,100
201402,11,Florian Mayer,15-30,2014,100,3,4,1,.41935483,31
201504,11,Florian Mayer,15-30,2015,100,9999,4,1,.38461539,26
201111,11,Florian Mayer,15-40,2011,100,3,3,1,.5,20
201202,11,Florian Mayer,15-40,2012,100,3,6,1,.5,32
201306,11,Florian Mayer,15-40,2013,100,4,1,1,.40000001,50
201401,11,Florian Mayer,15-40,2014,100,4,6,1,.34999999,20
201506,11,Florian Mayer,15-40,2015,100,9999,4,1,.33333334,12
201111,11,Florian Mayer,30-0,2011,100,3,3,1,.36585367,41
201201,11,Florian Mayer,30-0,2012,100,3,6,1,.35537189,121
201305,11,Florian Mayer,30-0,2013,100,3,2,1,.35028249,177
201401,11,Florian Mayer,30-0,2014,100,4,3,1,.28947368,38
201504,11,Florian Mayer,30-0,2015,100,9999,6,1,.35135135,37
201110,11,Florian Mayer,30-15,2011,100,3,3,1,.5,52
201207,11,Florian Mayer,30-15,2012,100,3,3,1,.42735043,117
201307,11,Florian Mayer,30-15,2013,100,5,1,1,.39884394,173
201401,11,Florian Mayer,30-15,2014,100,4,1,1,.30232558,43
201506,11,Florian Mayer,30-15,2015,100,9999,4,1,.21951219,41
201111,11,Florian Mayer,30-30,2011,100,3,3,1,.47169811,53
201208,11,Florian Mayer,30-30,2012,100,3,5,1,.43298969,97
201310,11,Florian Mayer,30-30,2013,100,5,4,1,.38461539,130
201402,11,Florian Mayer,30-30,2014,100,3,4,1,.22580644,31
201506,11,Florian Mayer,30-30,2015,100,9999,4,1,.31999999,25
201108,11,Florian Mayer,30-40,2011,100,3,2,1,.45714286,35
201204,11,Florian Mayer,30-40,2012,100,2,6,1,.36206895,58
201306,11,Florian Mayer,30-40,2013,100,4,1,1,.46913579,81
201403,11,Florian Mayer,30-40,2014,100,4,4,1,.44999999,20
201505,11,Florian Mayer,30-40,2015,100,9999,2,1,.3125,16
201111,11,Florian Mayer,40-0,2011,100,3,2,1,.23076923,26
201205,11,Florian Mayer,40-0,2012,100,4,6,1,.24358974,78
201305,11,Florian Mayer,40-0,2013,100,3,6,1,.27826086,115
201401,11,Florian Mayer,40-0,2014,100,4,3,1,.37037036,27
201506,11,Florian Mayer,40-0,2015,100,9999,6,1,.29166666,24
201109,11,Florian Mayer,40-15,2011,100,3,6,1,.40625,32
201204,11,Florian Mayer,40-15,2012,100,2,6,1,.29069766,86
201304,11,Florian Mayer,40-15,2013,100,3,6,1,.29411766,136
201401,11,Florian Mayer,40-15,2014,100,4,6,1,.40000001,40
201504,11,Florian Mayer,40-15,2015,100,9999,1,1,.35897437,39
201109,11,Florian Mayer,40-30,2011,100,3,6,1,.43902439,41
201205,11,Florian Mayer,40-30,2012,100,4,3,1,.375,80
201306,11,Florian Mayer,40-30,2013,100,4,1,1,.41666666,120
201403,11,Florian Mayer,40-30,2014,100,4,4,1,.30000001,40
201507,11,Florian Mayer,40-30,2015,100,9999,3,1,.29032257,31
201110,11,Florian Mayer,40-40,2011,100,3,6,1,.37837839,37
201204,11,Florian Mayer,40-40,2012,100,2,6,1,.3283582,67
201304,11,Florian Mayer,40-40,2013,100,3,6,1,.39784947,93
201401,11,Florian Mayer,40-40,2014,100,4,3,1,.52173913,23
201506,11,Florian Mayer,40-40,2015,100,9999,4,1,.5,20
201111,11,Florian Mayer,40-50,2011,100,3,3,1,.46666667,15
201205,11,Florian Mayer,40-50,2012,100,4,6,1,.45833334,24
201307,11,Florian Mayer,40-50,2013,100,5,6,1,.32653061,49
201401,11,Florian Mayer,40-50,2014,100,4,1,1,.41176471,17
201505,11,Florian Mayer,40-50,2015,100,9999,2,1,.33333334,12
201111,11,Florian Mayer,50-40,2011,100,3,3,1,.2,30
201208,11,Florian Mayer,50-40,2012,100,3,5,1,.25925925,54
201310,11,Florian Mayer,50-40,2013,100,5,1,1,.41095892,73
201401,11,Florian Mayer,50-40,2014,100,4,1,1,.53333336,15
201506,11,Florian Mayer,50-40,2015,100,9999,4,1,.40000001,15
201111,12,Michael Lammer,0-0,2011,100,9999,5,1,.44444445,27
201210,12,Michael Lammer,0-0,2012,100,9999,6,1,.55555558,9
201111,12,Michael Lammer,0-15,2011,100,9999,4,1,.33333334,12
201210,12,Michael Lammer,0-15,2012,100,9999,6,1,.40000001,5
201111,12,Michael Lammer,0-30,2011,100,9999,4,1,.25,4
201210,12,Michael Lammer,0-30,2012,100,9999,6,1,0,2
201111,12,Michael Lammer,0-40,2011,100,9999,4,1,0,1
201111,12,Michael Lammer,15-0,2011,100,9999,5,1,.33333334,15
201210,12,Michael Lammer,15-0,2012,100,9999,6,1,.5,4
201111,12,Michael Lammer,15-15,2011,100,9999,5,1,.15384616,13
201210,12,Michael Lammer,15-15,2012,100,9999,6,1,0,5
201111,12,Michael Lammer,15-30,2011,100,9999,4,1,.40000001,5
201210,12,Michael Lammer,15-30,2012,100,9999,6,1,0,2
201111,12,Michael Lammer,15-40,2011,100,9999,4,1,1,3
201111,12,Michael Lammer,30-0,2011,100,9999,5,1,.30000001,10
201210,12,Michael Lammer,30-0,2012,100,9999,6,1,0,2
201111,12,Michael Lammer,30-15,2011,100,9999,5,1,.14285715,14
201210,12,Michael Lammer,30-15,2012,100,9999,6,1,.80000001,5
201111,12,Michael Lammer,30-30,2011,100,9999,5,1,.40000001,5
201210,12,Michael Lammer,30-30,2012,100,9999,6,1,.5,6
201111,12,Michael Lammer,30-40,2011,100,9999,5,1,.5,2
201210,12,Michael Lammer,30-40,2012,100,9999,6,1,0,3
201111,12,Michael Lammer,40-0,2011,100,9999,5,1,.14285715,7
201210,12,Michael Lammer,40-0,2012,100,9999,6,1,.5,2
201111,12,Michael Lammer,40-15,2011,100,9999,5,1,.38461539,13
201210,12,Michael Lammer,40-15,2012,100,9999,6,1,.5,2
201111,12,Michael Lammer,40-30,2011,100,9999,4,1,.5,8
201210,12,Michael Lammer,40-30,2012,100,9999,6,1,0,4
201111,12,Michael Lammer,40-40,2011,100,9999,4,1,.2,5
201210,12,Michael Lammer,40-40,2012,100,9999,6,1,0,3
201111,12,Michael Lammer,40-50,2011,100,9999,5,1,0,1
201111,12,Michael Lammer,50-40,2011,100,9999,5,1,.40000001,5
201210,12,Michael Lammer,50-40,2012,100,9999,6,1,0,3
201205,14,Aljaz Bedene,0-0,2012,100,11,5,1,.44444445,9
201307,14,Aljaz Bedene,0-0,2013,100,6,6,1,.33969465,262
201403,14,Aljaz Bedene,0-0,2014,100,11,3,1,.30693069,101
201510,14,Aljaz Bedene,0-0,2015,100,5,6,1,.35714287,196
201205,14,Aljaz Bedene,0-15,2012,100,11,5,1,.25,4
201301,14,Aljaz Bedene,0-15,2013,100,6,1,1,.33707866,89
201402,14,Aljaz Bedene,0-15,2014,100,11,4,1,.29032257,31
201509,14,Aljaz Bedene,0-15,2015,100,6,6,1,.31428573,70
201205,14,Aljaz Bedene,0-30,2012,100,11,5,1,0,1
201303,14,Aljaz Bedene,0-30,2013,100,6,6,1,.53333336,30
201402,14,Aljaz Bedene,0-30,2014,100,11,4,1,.77777779,9
201510,14,Aljaz Bedene,0-30,2015,100,5,6,1,.31818181,22
201303,14,Aljaz Bedene,0-40,2013,100,6,2,1,.5625,16
201402,14,Aljaz Bedene,0-40,2014,100,11,6,1,.71428573,7
201507,14,Aljaz Bedene,0-40,2015,100,6,4,1,.14285715,7
201205,14,Aljaz Bedene,15-0,2012,100,11,5,1,.60000002,5
201302,14,Aljaz Bedene,15-0,2013,100,6,6,1,.31791908,173
201403,14,Aljaz Bedene,15-0,2014,100,11,3,1,.31428573,70
201507,14,Aljaz Bedene,15-0,2015,100,6,4,1,.37301588,126
201205,14,Aljaz Bedene,15-15,2012,100,11,5,1,.33333334,6
201308,14,Aljaz Bedene,15-15,2013,100,11,4,1,.34210527,114
201402,14,Aljaz Bedene,15-15,2014,100,11,2,1,.36363637,44
