servername,gamescore,servePointProbability_top20,servePointFreq_top20,playerScore,opponentScore
Joao Sousa,15-40,.68965518,29,1,3
Joao Sousa,30-0,.55737704,61,2,0
Joao Sousa,30-15,.57333332,75,2,1
Joao Sousa,30-30,.59322035,59,2,2
Joao Sousa,30-40,.5,44,2,3
Joao Sousa,40-0,.67647058,34,3,0
Joao Sousa,40-15,.5,54,3,1
Joao Sousa,40-30,.74193549,62,3,2
Joao Sousa,40-40,.66666669,63,3,3
Joao Sousa,40-50,.47619048,21,3,4
Joao Sousa,50-40,.64285713,42,4,3
Joao Souza,0-0,.55555558,9,0,0
Joao Souza,0-15,.5,4,0,1
Joao Souza,0-30,0,2,0,2
Joao Souza,0-40,.5,2,0,3
Joao Souza,15-0,.40000001,5,1,0
Joao Souza,15-15,.80000001,5,1,1
Joao Souza,15-30,0,1,1,2
Joao Souza,15-40,0,2,1,3
Joao Souza,30-0,1,2,2,0
Joao Souza,30-15,.75,4,2,1
Joao Souza,30-30,0,1,2,2
Joao Souza,30-40,1,1,2,3
Joao Souza,40-0,.5,2,3,0
Joao Souza,40-15,1,4,3,1
Joao Souza,40-40,.5,2,3,3
Joao Souza,40-50,0,1,3,4
Joao Souza,50-40,0,1,4,3
John Isner,0-0,.69649804,257,0,0
John Isner,0-15,.69230771,78,0,1
John Isner,0-30,.54166669,24,0,2
John Isner,0-40,.81818181,11,0,3
John Isner,100-100,.625,16,7,7
John Isner,100-101,.75,4,7,7
John Isner,100-102,0,1,7,7
John Isner,100-103,.5,2,7,7
John Isner,100-104,0,1,7,7
John Isner,100-105,0,1,7,7
John Isner,100-106,0,1,7,8
John Isner,101-101,.66666669,3,7,7
John Isner,101-102,.875,8,7,7
John Isner,101-103,1,2,7,7
John Isner,101-104,0,1,7,7
John Isner,101-105,1,1,7,7
John Isner,101-106,0,1,7,8
John Isner,102-101,.80000001,5,7,7
John Isner,102-102,.5,8,7,7
John Isner,102-103,0,1,7,7
John Isner,102-104,1,1,7,7
John Isner,102-105,1,3,7,7
John Isner,103-100,0,1,7,7
John Isner,103-101,.60000002,5,7,7
John Isner,103-102,1,1,7,7
John Isner,103-104,.75,8,7,7
John Isner,103-105,.80000001,5,7,7
John Isner,103-106,0,1,7,8
John Isner,104-102,1,1,7,7
John Isner,104-103,.66666669,3,7,7
John Isner,104-104,.85714287,7,7,7
John Isner,104-105,1,1,7,7
John Isner,105-102,1,1,7,7
John Isner,105-103,.5,2,7,7
John Isner,105-104,1,1,7,7
John Isner,105-105,1,1,7,7
John Isner,105-106,.625,8,7,8
John Isner,106-102,0,1,8,7
John Isner,106-104,1,1,8,7
John Isner,106-105,.66666669,3,8,7
John Isner,106-106,.33333334,6,8,8
John Isner,107-106,1,1,8,8
John Isner,108-107,1,1,8,8
John Isner,15-0,.70949721,179,1,0
John Isner,15-15,.67924529,106,1,1
John Isner,15-30,.72340423,47,1,2
John Isner,15-40,.63636363,22,1,3
John Isner,30-0,.74015749,127,2,0
John Isner,30-15,.73333335,105,2,1
John Isner,30-30,.7096774,62,2,2
John Isner,30-40,.8125,32,2,3
John Isner,40-0,.67021275,94,3,0
John Isner,40-15,.68518519,108,3,1
John Isner,40-30,.78205127,78,3,2
John Isner,40-40,.71794873,78,3,3
John Isner,40-50,.77272725,22,3,4
John Isner,50-40,.6785714,56,4,3
John Millman,0-0,.67391306,46,0,0
John Millman,0-15,.66666669,15,0,1
John Millman,0-30,1,5,0,2
John Millman,100-101,1,1,7,7
John Millman,101-101,1,1,7,7
John Millman,102-103,1,1,7,7
John Millman,103-103,1,1,7,7
John Millman,104-105,0,1,7,7
John Millman,104-106,1,1,7,8
John Millman,15-0,.77419353,31,1,0
John Millman,15-15,.41176471,17,1,1
John Millman,15-30,.60000002,15,1,2
John Millman,15-40,.33333334,6,1,3
John Millman,30-0,.54166669,24,2,0
John Millman,30-15,.6111111,18,2,1
John Millman,30-30,.875,16,2,2
John Millman,30-40,.75,4,2,3
John Millman,40-0,.76923078,13,3,0
John Millman,40-15,.85714287,14,3,1
John Millman,40-30,.5,16,3,2
John Millman,40-40,.52631581,19,3,3
John Millman,40-50,.66666669,9,3,4
John Millman,50-40,.80000001,10,4,3
John-Patrick Smith,0-0,.52380955,21,0,0
John-Patrick Smith,0-15,1,10,0,1
John-Patrick Smith,15-0,.63636363,11,1,0
John-Patrick Smith,15-15,.64285713,14,1,1
John-Patrick Smith,15-30,.80000001,5,1,2
John-Patrick Smith,15-40,1,1,1,3
John-Patrick Smith,30-0,.2857143,7,2,0
John-Patrick Smith,30-15,.78571427,14,2,1
John-Patrick Smith,30-30,.2857143,7,2,2
John-Patrick Smith,30-40,.83333331,6,2,3
John-Patrick Smith,40-0,.5,2,3,0
John-Patrick Smith,40-15,.5,12,3,1
John-Patrick Smith,40-30,.5,8,3,2
John-Patrick Smith,40-40,.75,16,3,3
John-Patrick Smith,40-50,.25,4,3,4
John-Patrick Smith,50-40,.5,12,4,3
Juan Monaco,0-0,.59154928,71,0,0
Juan Monaco,0-15,.62068963,29,0,1
Juan Monaco,0-30,.72727275,11,0,2
Juan Monaco,0-40,1,3,0,3
Juan Monaco,15-0,.59523809,42,1,0
Juan Monaco,15-15,.74285716,35,1,1
Juan Monaco,15-30,.41176471,17,1,2
Juan Monaco,15-40,.53846157,13,1,3
Juan Monaco,30-0,.56,25,2,0
Juan Monaco,30-15,.62162161,37,2,1
Juan Monaco,30-30,.47619048,21,2,2
Juan Monaco,30-40,.6111111,18,2,3
Juan Monaco,40-0,.42857143,14,3,0
Juan Monaco,40-15,.7096774,31,3,1
Juan Monaco,40-30,.7368421,19,3,2
Juan Monaco,40-40,.46666667,30,3,3
Juan Monaco,40-50,.5625,16,3,4
Juan Monaco,50-40,.64285713,14,4,3
Jurgen Melzer,0-0,.79411763,34,0,0
Jurgen Melzer,0-15,.5714286,7,0,1
Jurgen Melzer,0-30,0,3,0,2
Jurgen Melzer,0-40,.66666669,3,0,3
Jurgen Melzer,100-100,1,2,7,7
Jurgen Melzer,101-102,0,1,7,7
Jurgen Melzer,101-103,0,1,7,7
Jurgen Melzer,102-101,0,1,7,7
Jurgen Melzer,102-102,0,1,7,7
Jurgen Melzer,102-105,0,2,7,7
Jurgen Melzer,102-106,0,2,7,8
Jurgen Melzer,15-0,.81481481,27,1,0
Jurgen Melzer,15-15,.77777779,9,1,1
Jurgen Melzer,15-30,.5,2,1,2
Jurgen Melzer,15-40,.66666669,3,1,3
Jurgen Melzer,30-0,.90909094,22,2,0
Jurgen Melzer,30-15,.66666669,9,2,1
Jurgen Melzer,30-30,.5,4,2,2
Jurgen Melzer,30-40,1,4,2,3
Jurgen Melzer,40-0,.5,20,3,0
Jurgen Melzer,40-15,.6875,16,3,1
Jurgen Melzer,40-30,.42857143,7,3,2
Jurgen Melzer,40-40,.60000002,20,3,3
Jurgen Melzer,40-50,.75,8,3,4
Jurgen Melzer,50-40,.5,12,4,3
Kei Nishikori,0-0,.67006803,294,0,0
Kei Nishikori,0-15,.52577317,97,0,1
Kei Nishikori,0-30,.71739131,46,0,2
Kei Nishikori,0-40,.46153846,13,0,3
Kei Nishikori,100-101,1,4,7,7
Kei Nishikori,101-100,1,3,7,7
Kei Nishikori,101-101,1,4,7,7
Kei Nishikori,102-100,.66666669,3,7,7
Kei Nishikori,102-103,1,4,7,7
Kei Nishikori,103-102,1,1,7,7
Kei Nishikori,103-103,.75,4,7,7
Kei Nishikori,103-106,1,1,7,8
Kei Nishikori,104-101,1,1,7,7
Kei Nishikori,104-102,1,1,7,7
Kei Nishikori,104-105,1,1,7,7
Kei Nishikori,104-106,0,1,7,8
Kei Nishikori,105-100,0,1,7,7
Kei Nishikori,105-101,.5,2,7,7
Kei Nishikori,105-104,1,2,7,7
Kei Nishikori,105-105,1,1,7,7
Kei Nishikori,106-103,.33333334,3,8,7
Kei Nishikori,106-104,.75,4,8,7
Kei Nishikori,106-107,1,1,8,8
Kei Nishikori,107-106,1,1,8,8
Kei Nishikori,107-107,1,1,8,8
Kei Nishikori,109-108,0,1,8,8
Kei Nishikori,109-109,1,1,8,8
Kei Nishikori,110-111,0,1,8,8
Kei Nishikori,15-0,.64974618,197,1,0
Kei Nishikori,15-15,.64999998,120,1,1
Kei Nishikori,15-30,.58666664,75,1,2
Kei Nishikori,15-40,.56756759,37,1,3
Kei Nishikori,30-0,.6953125,128,2,0
Kei Nishikori,30-15,.59829062,117,2,1
Kei Nishikori,30-30,.65934068,91,2,2
Kei Nishikori,30-40,.59615386,52,2,3
Kei Nishikori,40-0,.66292137,89,3,0
Kei Nishikori,40-15,.68000001,100,3,1
Kei Nishikori,40-30,.64130437,92,3,2
Kei Nishikori,40-40,.65591395,93,3,3
Kei Nishikori,40-50,.4375,32,3,4
Kei Nishikori,50-40,.75409836,61,4,3
Kenny De Schepper,0-0,.63636363,11,0,0
Kenny De Schepper,0-15,.25,4,0,1
Kenny De Schepper,0-30,.66666669,3,0,2
Kenny De Schepper,0-40,1,1,0,3
Kenny De Schepper,100-101,0,1,7,7
Kenny De Schepper,100-102,1,1,7,7
Kenny De Schepper,101-104,0,1,7,7
Kenny De Schepper,101-105,1,1,7,7
Kenny De Schepper,103-106,0,1,7,8
Kenny De Schepper,15-0,.5714286,7,1,0
Kenny De Schepper,15-15,1,4,1,1
Kenny De Schepper,15-30,1,2,1,2
Kenny De Schepper,15-40,0,1,1,3
Kenny De Schepper,30-0,.25,4,2,0
Kenny De Schepper,30-15,.71428573,7,2,1
Kenny De Schepper,30-30,.75,4,2,2
Kenny De Schepper,30-40,1,1,2,3
Kenny De Schepper,40-0,1,1,3,0
Kenny De Schepper,40-15,.60000002,5,3,1
Kenny De Schepper,40-30,.2,5,3,2
Kenny De Schepper,40-40,.75,8,3,3
Kenny De Schepper,40-50,1,2,3,4
Kenny De Schepper,50-40,.83333331,6,4,3
Kenny de Schepper,0-0,.51612902,31,0,0
Kenny de Schepper,0-15,.40000001,15,0,1
Kenny de Schepper,0-30,.55555558,9,0,2
Kenny de Schepper,0-40,.5,4,0,3
Kenny de Schepper,100-100,1,2,7,7
Kenny de Schepper,101-102,1,1,7,7
Kenny de Schepper,102-101,1,1,7,7
Kenny de Schepper,102-102,1,1,7,7
Kenny de Schepper,103-101,0,1,7,7
Kenny de Schepper,103-104,1,2,7,7
Kenny de Schepper,104-104,.5,2,7,7
Kenny de Schepper,106-105,1,1,8,7
Kenny de Schepper,15-0,.875,16,1,0
Kenny de Schepper,15-15,.875,8,1,1
Kenny de Schepper,15-30,.5,6,1,2
Kenny de Schepper,15-40,.40000001,5,1,3
Kenny de Schepper,30-0,.64285713,14,2,0
Kenny de Schepper,30-15,.83333331,12,2,1
Kenny de Schepper,30-30,.80000001,5,2,2
Kenny de Schepper,30-40,.33333334,3,2,3
Kenny de Schepper,40-0,.66666669,9,3,0
Kenny de Schepper,40-15,.53846157,13,3,1
Kenny de Schepper,40-30,.69999999,10,3,2
Kenny de Schepper,40-40,.83333331,6,3,3
Kenny de Schepper,40-50,0,1,3,4
Kenny de Schepper,50-40,.60000002,5,4,3
Kevin Anderson,0-0,.72803348,239,0,0
Kevin Anderson,0-15,.64615387,65,0,1
Kevin Anderson,0-30,.69565219,23,0,2
Kevin Anderson,0-40,.85714287,7,0,3
Kevin Anderson,100-100,.5,6,7,7
Kevin Anderson,100-101,.33333334,3,7,7
Kevin Anderson,100-102,.5,2,7,7
Kevin Anderson,100-103,0,2,7,7
Kevin Anderson,100-104,.5,2,7,7
Kevin Anderson,101-100,.5,6,7,7
Kevin Anderson,101-101,.25,4,7,7
Kevin Anderson,101-102,1,2,7,7
Kevin Anderson,101-104,1,2,7,7
Kevin Anderson,102-100,1,3,7,7
Kevin Anderson,102-101,.5,2,7,7
Kevin Anderson,102-102,1,3,7,7
Kevin Anderson,102-103,.33333334,3,7,7
Kevin Anderson,102-104,.75,4,7,7
Kevin Anderson,102-105,0,2,7,7
Kevin Anderson,102-106,1,2,7,8
Kevin Anderson,103-101,0,1,7,7
Kevin Anderson,103-102,1,2,7,7
Kevin Anderson,103-103,1,1,7,7
Kevin Anderson,103-104,.66666669,3,7,7
Kevin Anderson,103-105,1,1,7,7
Kevin Anderson,103-106,1,2,7,8
Kevin Anderson,104-101,.5,2,7,7
Kevin Anderson,104-102,.66666669,3,7,7
Kevin Anderson,104-103,1,1,7,7
Kevin Anderson,104-104,.5,2,7,7
Kevin Anderson,104-105,1,3,7,7
Kevin Anderson,104-106,.5,2,7,8
Kevin Anderson,105-101,0,1,7,7
Kevin Anderson,105-103,0,1,7,7
Kevin Anderson,105-104,.66666669,3,7,7
Kevin Anderson,105-105,1,4,7,7
Kevin Anderson,105-106,1,2,7,8
Kevin Anderson,106-103,1,1,8,7
Kevin Anderson,106-104,.5,2,8,7
Kevin Anderson,106-105,1,1,8,7
Kevin Anderson,106-106,1,2,8,8
Kevin Anderson,106-107,.2,5,8,8
Kevin Anderson,107-106,1,1,8,8
Kevin Anderson,107-107,1,1,8,8
Kevin Anderson,107-108,1,1,8,8
Kevin Anderson,108-108,0,1,8,8
Kevin Anderson,108-109,1,1,8,8
Kevin Anderson,109-109,1,1,8,8
Kevin Anderson,109-110,1,1,8,8
Kevin Anderson,110-110,1,1,8,8
Kevin Anderson,111-110,0,1,8,8
Kevin Anderson,111-111,0,1,8,8
Kevin Anderson,15-0,.70689654,174,1,0
Kevin Anderson,15-15,.64516127,93,1,1
Kevin Anderson,15-30,.51020408,49,1,2
Kevin Anderson,15-40,.76666665,30,1,3
Kevin Anderson,30-0,.76422763,123,2,0
Kevin Anderson,30-15,.66292137,89,2,1
Kevin Anderson,30-30,.67272729,55,2,2
Kevin Anderson,30-40,.63414633,41,2,3
Kevin Anderson,40-0,.72340423,94,3,0
Kevin Anderson,40-15,.84705883,85,3,1
Kevin Anderson,40-30,.62,50,3,2
Kevin Anderson,40-40,.76923078,78,3,3
Kevin Anderson,40-50,.66666669,18,3,4
Kevin Anderson,50-40,.64999998,60,4,3
Leonardo Mayer,0-0,.64035088,114,0,0
Leonardo Mayer,0-15,.68292683,41,0,1
Leonardo Mayer,0-30,.30769232,13,0,2
Leonardo Mayer,0-40,.8888889,9,0,3
Leonardo Mayer,100-100,1,2,7,7
Leonardo Mayer,100-101,1,1,7,7
Leonardo Mayer,101-100,1,1,7,7
Leonardo Mayer,101-101,1,1,7,7
Leonardo Mayer,102-100,1,1,7,7
Leonardo Mayer,102-101,1,2,7,7
Leonardo Mayer,102-103,1,1,7,7
Leonardo Mayer,103-101,1,2,7,7
Leonardo Mayer,103-102,0,1,7,7
Leonardo Mayer,103-103,1,2,7,7
Leonardo Mayer,104-103,1,1,7,7
Leonardo Mayer,104-105,.5,2,7,7
Leonardo Mayer,104-106,1,1,7,8
Leonardo Mayer,105-102,1,1,7,7
Leonardo Mayer,105-103,0,1,7,7
Leonardo Mayer,105-105,1,1,7,7
Leonardo Mayer,106-102,1,1,8,7
Leonardo Mayer,106-105,0,1,8,7
Leonardo Mayer,106-106,1,1,8,8
Leonardo Mayer,106-107,0,1,8,8
Leonardo Mayer,107-108,1,1,8,8
Leonardo Mayer,108-108,1,1,8,8
Leonardo Mayer,15-0,.6438356,73,1,0
Leonardo Mayer,15-15,.7037037,54,1,1
Leonardo Mayer,15-30,.55000001,20,1,2
Leonardo Mayer,15-40,.64705884,17,1,3
Leonardo Mayer,30-0,.68085104,47,2,0
Leonardo Mayer,30-15,.71698111,53,2,1
Leonardo Mayer,30-30,.84615386,26,2,2
Leonardo Mayer,30-40,.46666667,15,2,3
Leonardo Mayer,40-0,.78125,32,3,0
Leonardo Mayer,40-15,.64444447,45,3,1
Leonardo Mayer,40-30,.68421054,38,3,2
Leonardo Mayer,40-40,.67741936,31,3,3
Leonardo Mayer,40-50,.40000001,10,3,4
Leonardo Mayer,50-40,.61904764,21,4,3
Liam Broady,0-0,.5,12,0,0
Liam Broady,0-15,.5,6,0,1
Liam Broady,0-30,.33333334,3,0,2
Liam Broady,0-40,.5,2,0,3
Liam Broady,100-101,0,1,7,7
Liam Broady,100-102,0,1,7,7
Liam Broady,101-104,0,1,7,7
Liam Broady,101-105,1,1,7,7
Liam Broady,103-106,0,1,7,8
Liam Broady,15-0,.5,6,1,0
Liam Broady,15-15,.33333334,6,1,1
Liam Broady,15-30,.60000002,5,1,2
Liam Broady,15-40,1,3,1,3
Liam Broady,30-0,1,3,2,0
Liam Broady,30-15,1,2,2,1
Liam Broady,30-30,.66666669,3,2,2
Liam Broady,30-40,.75,4,2,3
Liam Broady,40-0,.66666669,3,3,0
Liam Broady,40-15,.66666669,3,3,1
Liam Broady,40-30,.66666669,3,3,2
Liam Broady,40-40,.83333331,12,3,3
Liam Broady,40-50,.5,2,3,4
Liam Broady,50-40,.30000001,10,4,3
Lleyton Hewitt,0-0,.57499999,40,0,0
Lleyton Hewitt,0-15,.70588237,17,0,1
Lleyton Hewitt,0-30,.60000002,5,0,2
Lleyton Hewitt,0-40,0,2,0,3
Lleyton Hewitt,100-100,1,1,7,7
Lleyton Hewitt,102-101,1,1,7,7
Lleyton Hewitt,103-101,1,1,7,7
Lleyton Hewitt,104-103,1,1,7,7
Lleyton Hewitt,105-103,1,1,7,7
Lleyton Hewitt,106-105,1,1,8,7
Lleyton Hewitt,15-0,.78260869,23,1,0
Lleyton Hewitt,15-15,.82352942,17,1,1
Lleyton Hewitt,15-30,.83333331,6,1,2
Lleyton Hewitt,15-40,1,1,1,3
Lleyton Hewitt,30-0,.83333331,18,2,0
Lleyton Hewitt,30-15,.58823532,17,2,1
Lleyton Hewitt,30-30,.66666669,12,2,2
Lleyton Hewitt,30-40,.60000002,5,2,3
Lleyton Hewitt,40-0,.73333335,15,3,0
Lleyton Hewitt,40-15,.64285713,14,3,1
Lleyton Hewitt,40-30,.61538464,13,3,2
Lleyton Hewitt,40-40,.5714286,14,3,3
Lleyton Hewitt,40-50,.33333334,6,3,4
Lleyton Hewitt,50-40,.5,8,4,3
Luca Vanni,0-0,.5625,32,0,0
Luca Vanni,0-15,.5714286,14,0,1
Luca Vanni,0-30,.5,6,0,2
Luca Vanni,0-40,.33333334,3,0,3
Luca Vanni,100-101,0,1,7,7
Luca Vanni,100-102,0,1,7,7
Luca Vanni,101-104,0,1,7,7
Luca Vanni,101-105,0,1,7,7
Luca Vanni,15-0,.44444445,18,1,0
Luca Vanni,15-15,.83333331,18,1,1
Luca Vanni,15-30,.83333331,6,1,2
Luca Vanni,15-40,1,2,1,3
Luca Vanni,30-0,.625,8,2,0
Luca Vanni,30-15,.72222221,18,2,1
Luca Vanni,30-30,.60000002,10,2,2
Luca Vanni,30-40,.66666669,6,2,3
Luca Vanni,40-0,.80000001,5,3,0
Luca Vanni,40-15,.71428573,14,3,1
Luca Vanni,40-30,.60000002,10,3,2
Luca Vanni,40-40,.81818181,11,3,3
Luca Vanni,40-50,.5,2,3,4
Luca Vanni,50-40,.77777779,9,4,3
Lucas Pouille,0-0,.56818181,88,0,0
Lucas Pouille,0-15,.52631581,38,0,1
Lucas Pouille,0-30,.55555558,18,0,2
Lucas Pouille,0-40,.5,8,0,3
Lucas Pouille,101-100,1,2,7,7
Lucas Pouille,102-100,.5,2,7,7
Lucas Pouille,103-102,0,1,7,7
Lucas Pouille,103-103,0,1,7,7
Lucas Pouille,103-106,1,1,7,8
Lucas Pouille,104-101,0,1,7,7
Lucas Pouille,104-102,1,1,7,7
Lucas Pouille,104-106,1,1,7,8
Lucas Pouille,106-103,1,1,8,7
Lucas Pouille,107-106,1,1,8,8
Lucas Pouille,15-0,.62,50,1,0
Lucas Pouille,15-15,.64102566,39,1,1
Lucas Pouille,15-30,.45833334,24,1,2
Lucas Pouille,15-40,.70588237,17,1,3
Lucas Pouille,30-0,.7096774,31,2,0
Lucas Pouille,30-15,.52941179,34,2,1
Lucas Pouille,30-30,.7037037,27,2,2
Lucas Pouille,30-40,.60000002,20,2,3
Lucas Pouille,40-0,.59090906,22,3,0
Lucas Pouille,40-15,.7037037,27,3,1
Lucas Pouille,40-30,.7037037,27,3,2
Lucas Pouille,40-40,.5714286,35,3,3
Lucas Pouille,40-50,.60000002,15,3,4
Lucas Pouille,50-40,.69999999,20,4,3
Lukas Lacko,0-0,.5,10,0,0
Lukas Lacko,0-15,.2,5,0,1
Lukas Lacko,0-30,.5,4,0,2
Lukas Lacko,0-40,0,2,0,3
Lukas Lacko,15-0,.60000002,5,1,0
Lukas Lacko,15-15,1,3,1,1
Lukas Lacko,15-30,.5,2,1,2
Lukas Lacko,15-40,0,1,1,3
Lukas Lacko,30-0,.66666669,3,2,0
Lukas Lacko,30-15,.5,4,2,1
Lukas Lacko,30-30,.66666669,3,2,2
Lukas Lacko,30-40,0,1,2,3
Lukas Lacko,40-0,1,2,3,0
Lukas Lacko,40-15,0,2,3,1
Lukas Lacko,40-30,.5,4,3,2
Lukas Lacko,40-40,.33333334,3,3,3
Lukas Lacko,40-50,.5,2,3,4
Lukas Lacko,50-40,1,1,4,3
Lukas Rosol,0-0,.6111111,144,0,0
Lukas Rosol,0-15,.64285713,56,0,1
Lukas Rosol,0-30,.75,20,0,2
Lukas Rosol,0-40,.80000001,5,0,3
Lukas Rosol,100-100,.33333334,3,7,7
Lukas Rosol,100-103,1,2,7,7
Lukas Rosol,101-100,.5,2,7,7
Lukas Rosol,101-101,1,1,7,7
Lukas Rosol,101-103,1,2,7,7
Lukas Rosol,102-100,1,1,7,7
Lukas Rosol,102-101,0,1,7,7
Lukas Rosol,102-102,1,1,7,7
Lukas Rosol,102-103,0,1,7,7
Lukas Rosol,102-104,1,1,7,7
Lukas Rosol,103-102,1,1,7,7
Lukas Rosol,103-104,1,2,7,7
Lukas Rosol,103-106,1,1,7,8
Lukas Rosol,104-102,1,1,7,7
Lukas Rosol,104-104,.5,2,7,7
Lukas Rosol,104-106,1,1,7,8
Lukas Rosol,105-102,1,1,7,7
Lukas Rosol,106-102,1,1,8,7
Lukas Rosol,106-103,1,1,8,7
Lukas Rosol,15-0,.625,88,1,0
Lukas Rosol,15-15,.71014494,69,1,1
Lukas Rosol,15-30,.65714288,35,1,2
Lukas Rosol,15-40,.6875,16,1,3
Lukas Rosol,30-0,.74545455,55,2,0
Lukas Rosol,30-15,.65079367,63,2,1
Lukas Rosol,30-30,.66666669,45,2,2
Lukas Rosol,30-40,.46153846,26,2,3
Lukas Rosol,40-0,.75609756,41,3,0
Lukas Rosol,40-15,.56862748,51,3,1
Lukas Rosol,40-30,.65384614,52,3,2
Lukas Rosol,40-40,.64406782,59,3,3
Lukas Rosol,40-50,.5714286,21,3,4
Lukas Rosol,50-40,.55263156,38,4,3
Lukasz Kubot,0-0,.63636363,11,0,0
Lukasz Kubot,0-15,.5,4,0,1
Lukasz Kubot,0-30,1,2,0,2
Lukasz Kubot,100-100,1,1,7,7
Lukasz Kubot,102-101,1,1,7,7
Lukasz Kubot,103-101,1,1,7,7
Lukasz Kubot,105-102,1,1,7,7
Lukasz Kubot,106-102,0,1,8,7
Lukasz Kubot,15-0,.71428573,7,1,0
Lukasz Kubot,15-15,.5,4,1,1
Lukasz Kubot,15-30,.5,4,1,2
Lukasz Kubot,15-40,1,2,1,3
Lukasz Kubot,30-0,.80000001,5,2,0
Lukasz Kubot,30-15,.33333334,3,2,1
Lukasz Kubot,30-30,.75,4,2,2
Lukasz Kubot,30-40,.66666669,3,2,3
Lukasz Kubot,40-0,.5,4,3,0
Lukasz Kubot,40-15,.33333334,3,3,1
Lukasz Kubot,40-30,.60000002,5,3,2
Lukasz Kubot,40-40,.5,4,3,3
Lukasz Kubot,40-50,0,2,3,4
Lukasz Kubot,50-40,1,2,4,3
Luke Saville,0-0,.58333331,12,0,0
Luke Saville,0-15,.80000001,5,0,1
Luke Saville,0-30,1,1,0,2
Luke Saville,15-0,.5714286,7,1,0
Luke Saville,15-15,.85714287,7,1,1
Luke Saville,15-30,.5,2,1,2
Luke Saville,15-40,1,1,1,3
Luke Saville,30-0,.75,4,2,0
Luke Saville,30-15,.71428573,7,2,1
Luke Saville,30-30,.66666669,3,2,2
Luke Saville,30-40,1,2,2,3
Luke Saville,40-0,.33333334,3,3,0
Luke Saville,40-15,.2857143,7,3,1
Luke Saville,40-30,1,7,3,2
Luke Saville,40-40,.5714286,7,3,3
Luke Saville,40-50,.66666669,3,3,4
Luke Saville,50-40,.25,4,4,3
Malek Jaziri,0-0,.69230771,52,0,0
Malek Jaziri,0-15,.4375,16,0,1
Malek Jaziri,0-30,.66666669,9,0,2
Malek Jaziri,0-40,.66666669,3,0,3
Malek Jaziri,15-0,.5,36,1,0
Malek Jaziri,15-15,.56,25,1,1
Malek Jaziri,15-30,.52941179,17,1,2
Malek Jaziri,15-40,.30000001,10,1,3
Malek Jaziri,30-0,.55555558,18,2,0
Malek Jaziri,30-15,.59090906,22,2,1
Malek Jaziri,30-30,.66666669,18,2,2
Malek Jaziri,30-40,.55555558,9,2,3
Malek Jaziri,40-0,.80000001,10,3,0
Malek Jaziri,40-15,.53333336,15,3,1
Malek Jaziri,40-30,.57894737,19,3,2
Malek Jaziri,40-40,.54838711,31,3,3
Malek Jaziri,40-50,.85714287,14,3,4
Malek Jaziri,50-40,.64705884,17,4,3
Marcel Granollers,0-0,.61250001,80,0,0
Marcel Granollers,0-15,.51612902,31,0,1
Marcel Granollers,0-30,.73333335,15,0,2
Marcel Granollers,0-40,.5,4,0,3
Marcel Granollers,100-100,.80000001,5,7,7
Marcel Granollers,100-101,1,1,7,7
Marcel Granollers,100-103,0,1,7,7
Marcel Granollers,100-104,1,1,7,7
Marcel Granollers,101-101,1,1,7,7
Marcel Granollers,101-102,.5,2,7,7
Marcel Granollers,101-103,0,1,7,7
Marcel Granollers,101-106,0,1,7,8
Marcel Granollers,102-101,0,1,7,7
Marcel Granollers,102-102,.5,2,7,7
Marcel Granollers,102-103,1,1,7,7
Marcel Granollers,102-105,1,1,7,7
Marcel Granollers,103-100,1,1,7,7
Marcel Granollers,103-103,1,1,7,7
Marcel Granollers,103-105,0,1,7,7
Marcel Granollers,104-100,1,1,7,7
Marcel Granollers,104-103,.5,2,7,7
Marcel Granollers,104-104,1,1,7,7
Marcel Granollers,105-103,1,1,7,7
Marcel Granollers,105-104,0,1,7,7
Marcel Granollers,105-105,0,1,7,7
Marcel Granollers,106-105,0,2,8,7
Marcel Granollers,106-106,1,2,8,8
Marcel Granollers,108-107,1,1,8,8
Marcel Granollers,15-0,.67346936,49,1,0
Marcel Granollers,15-15,.625,32,1,1
Marcel Granollers,15-30,.78260869,23,1,2
Marcel Granollers,15-40,.71428573,7,1,3
Marcel Granollers,30-0,.66666669,33,2,0
Marcel Granollers,30-15,.58064514,31,2,1
Marcel Granollers,30-30,.64516127,31,2,2
Marcel Granollers,30-40,.5625,16,2,3
Marcel Granollers,40-0,.59090906,22,3,0
Marcel Granollers,40-15,.62962961,27,3,1
Marcel Granollers,40-30,.60000002,30,3,2
Marcel Granollers,40-40,.62068963,29,3,3
Marcel Granollers,40-50,.36363637,11,3,4
Marcel Granollers,50-40,.77777779,18,4,3
Marco Chiudinelli,0-0,.5,10,0,0
Marco Chiudinelli,0-15,.80000001,5,0,1
Marco Chiudinelli,0-30,1,1,0,2
Marco Chiudinelli,100-101,1,1,7,7
Marco Chiudinelli,101-101,1,1,7,7
Marco Chiudinelli,104-101,1,1,7,7
Marco Chiudinelli,105-101,1,1,7,7
Marco Chiudinelli,106-103,1,1,8,7
Marco Chiudinelli,15-0,.40000001,5,1,0
Marco Chiudinelli,15-15,.71428573,7,1,1
Marco Chiudinelli,15-30,.66666669,3,1,2
Marco Chiudinelli,15-40,1,1,1,3
Marco Chiudinelli,30-0,1,2,2,0
Marco Chiudinelli,30-15,.60000002,5,2,1
Marco Chiudinelli,30-30,1,4,2,2
