"","Topn","Gamescore","Breaks","Frequency"
"2521",20,"15-30",0.65,0
"2522",20,"15-30",0.675,0
"2523",20,"15-40",0.05,0
"2524",20,"15-40",0.075,0
"2525",20,"15-40",0.1,0
"2526",20,"15-40",0.125,0
"2527",20,"15-40",0.15,0
"2528",20,"15-40",0.175,0
"2529",20,"15-40",0.2,1
"2530",20,"15-40",0.225,2
"2531",20,"15-40",0.25,1
"2532",20,"15-40",0.275,4
"2533",20,"15-40",0.3,8
"2534",20,"15-40",0.325,8
"2535",20,"15-40",0.35,9
"2536",20,"15-40",0.375,9
"2537",20,"15-40",0.4,9
"2538",20,"15-40",0.425,5
"2539",20,"15-40",0.45,5
"2540",20,"15-40",0.475,1
"2541",20,"15-40",0.5,1
"2542",20,"15-40",0.525,1
"2543",20,"15-40",0.55,0
"2544",20,"15-40",0.575,1
"2545",20,"15-40",0.6,0
"2546",20,"15-40",0.625,0
"2547",20,"15-40",0.65,0
"2548",20,"15-40",0.675,0
"2549",20,"30-0",0.05,0
"2550",20,"30-0",0.075,0
"2551",20,"30-0",0.1,0
"2552",20,"30-0",0.125,0
"2553",20,"30-0",0.15,1
"2554",20,"30-0",0.175,1
"2555",20,"30-0",0.2,1
"2556",20,"30-0",0.225,5
"2557",20,"30-0",0.25,13
"2558",20,"30-0",0.275,23
"2559",20,"30-0",0.3,24
"2560",20,"30-0",0.325,26
"2561",20,"30-0",0.35,23
"2562",20,"30-0",0.375,5
"2563",20,"30-0",0.4,6
"2564",20,"30-0",0.425,1
"2565",20,"30-0",0.45,0
"2566",20,"30-0",0.475,1
"2567",20,"30-0",0.5,0
"2568",20,"30-0",0.525,0
"2569",20,"30-0",0.55,0
"2570",20,"30-0",0.575,0
"2571",20,"30-0",0.6,0
"2572",20,"30-0",0.625,0
"2573",20,"30-0",0.65,0
"2574",20,"30-0",0.675,0
"2575",20,"30-15",0.05,0
"2576",20,"30-15",0.075,0
"2577",20,"30-15",0.1,0
"2578",20,"30-15",0.125,0
"2579",20,"30-15",0.15,1
"2580",20,"30-15",0.175,2
"2581",20,"30-15",0.2,1
"2582",20,"30-15",0.225,1
"2583",20,"30-15",0.25,6
"2584",20,"30-15",0.275,12
"2585",20,"30-15",0.3,21
"2586",20,"30-15",0.325,23
"2587",20,"30-15",0.35,25
"2588",20,"30-15",0.375,21
"2589",20,"30-15",0.4,10
"2590",20,"30-15",0.425,4
"2591",20,"30-15",0.45,2
"2592",20,"30-15",0.475,3
"2593",20,"30-15",0.5,0
"2594",20,"30-15",0.525,0
"2595",20,"30-15",0.55,0
"2596",20,"30-15",0.575,0
"2597",20,"30-15",0.6,0
"2598",20,"30-15",0.625,0
"2599",20,"30-15",0.65,0
"2600",20,"30-15",0.675,0
"2601",20,"30-30",0.05,0
"2602",20,"30-30",0.075,0
"2603",20,"30-30",0.1,0
"2604",20,"30-30",0.125,0
"2605",20,"30-30",0.15,1
"2606",20,"30-30",0.175,1
"2607",20,"30-30",0.2,2
"2608",20,"30-30",0.225,2
"2609",20,"30-30",0.25,6
"2610",20,"30-30",0.275,9
"2611",20,"30-30",0.3,16
"2612",20,"30-30",0.325,14
"2613",20,"30-30",0.35,21
"2614",20,"30-30",0.375,17
"2615",20,"30-30",0.4,9
"2616",20,"30-30",0.425,6
"2617",20,"30-30",0.45,4
"2618",20,"30-30",0.475,1
"2619",20,"30-30",0.5,0
"2620",20,"30-30",0.525,0
"2621",20,"30-30",0.55,0
"2622",20,"30-30",0.575,0
"2623",20,"30-30",0.6,0
"2624",20,"30-30",0.625,0
"2625",20,"30-30",0.65,0
"2626",20,"30-30",0.675,0
"2627",20,"30-40",0.05,0
"2628",20,"30-40",0.075,0
"2629",20,"30-40",0.1,0
"2630",20,"30-40",0.125,0
"2631",20,"30-40",0.15,0
"2632",20,"30-40",0.175,1
"2633",20,"30-40",0.2,1
"2634",20,"30-40",0.225,1
"2635",20,"30-40",0.25,2
"2636",20,"30-40",0.275,6
"2637",20,"30-40",0.3,10
"2638",20,"30-40",0.325,13
"2639",20,"30-40",0.35,10
"2640",20,"30-40",0.375,12
"2641",20,"30-40",0.4,17
"2642",20,"30-40",0.425,6
"2643",20,"30-40",0.45,2
"2644",20,"30-40",0.475,1
"2645",20,"30-40",0.5,2
"2646",20,"30-40",0.525,0
"2647",20,"30-40",0.55,1
"2648",20,"30-40",0.575,0
"2649",20,"30-40",0.6,0
"2650",20,"30-40",0.625,0
"2651",20,"30-40",0.65,0
"2652",20,"30-40",0.675,0
"2653",20,"40-0",0.05,0
"2654",20,"40-0",0.075,0
"2655",20,"40-0",0.1,0
"2656",20,"40-0",0.125,0
"2657",20,"40-0",0.15,2
"2658",20,"40-0",0.175,0
"2659",20,"40-0",0.2,5
"2660",20,"40-0",0.225,5
"2661",20,"40-0",0.25,11
"2662",20,"40-0",0.275,18
"2663",20,"40-0",0.3,18
"2664",20,"40-0",0.325,22
"2665",20,"40-0",0.35,19
"2666",20,"40-0",0.375,6
"2667",20,"40-0",0.4,4
"2668",20,"40-0",0.425,0
"2669",20,"40-0",0.45,0
"2670",20,"40-0",0.475,1
"2671",20,"40-0",0.5,0
"2672",20,"40-0",0.525,0
"2673",20,"40-0",0.55,0
"2674",20,"40-0",0.575,0
"2675",20,"40-0",0.6,0
"2676",20,"40-0",0.625,0
"2677",20,"40-0",0.65,0
"2678",20,"40-0",0.675,0
"2679",20,"40-15",0.05,0
"2680",20,"40-15",0.075,0
"2681",20,"40-15",0.1,0
"2682",20,"40-15",0.125,1
"2683",20,"40-15",0.15,0
"2684",20,"40-15",0.175,3
"2685",20,"40-15",0.2,5
"2686",20,"40-15",0.225,4
"2687",20,"40-15",0.25,10
"2688",20,"40-15",0.275,17
"2689",20,"40-15",0.3,32
"2690",20,"40-15",0.325,24
"2691",20,"40-15",0.35,14
"2692",20,"40-15",0.375,8
"2693",20,"40-15",0.4,3
"2694",20,"40-15",0.425,1
"2695",20,"40-15",0.45,0
"2696",20,"40-15",0.475,1
"2697",20,"40-15",0.5,0
"2698",20,"40-15",0.525,0
"2699",20,"40-15",0.55,0
"2700",20,"40-15",0.575,0
"2701",20,"40-15",0.6,0
"2702",20,"40-15",0.625,0
"2703",20,"40-15",0.65,0
"2704",20,"40-15",0.675,0
"2705",20,"40-30",0.05,0
"2706",20,"40-30",0.075,0
"2707",20,"40-30",0.1,0
"2708",20,"40-30",0.125,0
"2709",20,"40-30",0.15,1
"2710",20,"40-30",0.175,0
"2711",20,"40-30",0.2,1
"2712",20,"40-30",0.225,1
"2713",20,"40-30",0.25,6
"2714",20,"40-30",0.275,10
"2715",20,"40-30",0.3,21
"2716",20,"40-30",0.325,17
"2717",20,"40-30",0.35,18
"2718",20,"40-30",0.375,16
"2719",20,"40-30",0.4,7
"2720",20,"40-30",0.425,7
"2721",20,"40-30",0.45,2
"2722",20,"40-30",0.475,2
"2723",20,"40-30",0.5,1
"2724",20,"40-30",0.525,0
"2725",20,"40-30",0.55,0
"2726",20,"40-30",0.575,0
"2727",20,"40-30",0.6,0
"2728",20,"40-30",0.625,0
"2729",20,"40-30",0.65,0
"2730",20,"40-30",0.675,0
"2731",20,"40-40",0.05,0
"2732",20,"40-40",0.075,0
"2733",20,"40-40",0.1,0
"2734",20,"40-40",0.125,0
"2735",20,"40-40",0.15,0
"2736",20,"40-40",0.175,1
"2737",20,"40-40",0.2,0
"2738",20,"40-40",0.225,4
"2739",20,"40-40",0.25,2
"2740",20,"40-40",0.275,6
"2741",20,"40-40",0.3,16
"2742",20,"40-40",0.325,13
"2743",20,"40-40",0.35,13
"2744",20,"40-40",0.375,20
"2745",20,"40-40",0.4,6
"2746",20,"40-40",0.425,8
"2747",20,"40-40",0.45,2
"2748",20,"40-40",0.475,1
"2749",20,"40-40",0.5,0
"2750",20,"40-40",0.525,1
"2751",20,"40-40",0.55,0
"2752",20,"40-40",0.575,0
"2753",20,"40-40",0.6,0
"2754",20,"40-40",0.625,1
"2755",20,"40-40",0.65,0
"2756",20,"40-40",0.675,0
"2757",20,"40-50",0.05,0
"2758",20,"40-50",0.075,0
"2759",20,"40-50",0.1,0
"2760",20,"40-50",0.125,0
"2761",20,"40-50",0.15,0
"2762",20,"40-50",0.175,0
"2763",20,"40-50",0.2,1
"2764",20,"40-50",0.225,2
"2765",20,"40-50",0.25,0
"2766",20,"40-50",0.275,4
"2767",20,"40-50",0.3,4
"2768",20,"40-50",0.325,4
"2769",20,"40-50",0.35,6
"2770",20,"40-50",0.375,10
"2771",20,"40-50",0.4,9
"2772",20,"40-50",0.425,4
"2773",20,"40-50",0.45,7
"2774",20,"40-50",0.475,3
"2775",20,"40-50",0.5,1
"2776",20,"40-50",0.525,1
"2777",20,"40-50",0.55,1
"2778",20,"40-50",0.575,0
"2779",20,"40-50",0.6,0
"2780",20,"40-50",0.625,1
"2781",20,"40-50",0.65,0
"2782",20,"40-50",0.675,0
"2783",20,"50-40",0.05,0
"2784",20,"50-40",0.075,0
"2785",20,"50-40",0.1,0
"2786",20,"50-40",0.125,0
"2787",20,"50-40",0.15,0
"2788",20,"50-40",0.175,0
"2789",20,"50-40",0.2,1
"2790",20,"50-40",0.225,3
"2791",20,"50-40",0.25,5
"2792",20,"50-40",0.275,8
"2793",20,"50-40",0.3,13
"2794",20,"50-40",0.325,16
"2795",20,"50-40",0.35,11
"2796",20,"50-40",0.375,11
"2797",20,"50-40",0.4,9
"2798",20,"50-40",0.425,4
"2799",20,"50-40",0.45,4
"2800",20,"50-40",0.475,0
"2801",20,"50-40",0.5,0
"2802",20,"50-40",0.525,0
"2803",20,"50-40",0.55,1
"2804",20,"50-40",0.575,0
"2805",20,"50-40",0.6,0
"2806",20,"50-40",0.625,0
"2807",20,"50-40",0.65,0
"2808",20,"50-40",0.675,0
"2809",10,"0-0",0.05,0
"2810",10,"0-0",0.075,0
"2811",10,"0-0",0.1,0
"2812",10,"0-0",0.125,0
"2813",10,"0-0",0.15,1
"2814",10,"0-0",0.175,1
"2815",10,"0-0",0.2,0
"2816",10,"0-0",0.225,1
"2817",10,"0-0",0.25,5
"2818",10,"0-0",0.275,11
"2819",10,"0-0",0.3,13
"2820",10,"0-0",0.325,35
"2821",10,"0-0",0.35,20
"2822",10,"0-0",0.375,23
"2823",10,"0-0",0.4,8
"2824",10,"0-0",0.425,3
"2825",10,"0-0",0.45,2
"2826",10,"0-0",0.475,1
"2827",10,"0-0",0.5,1
"2828",10,"0-0",0.525,0
"2829",10,"0-0",0.55,0
"2830",10,"0-0",0.575,0
"2831",10,"0-0",0.6,0
"2832",10,"0-0",0.625,0
"2833",10,"0-0",0.65,0
"2834",10,"0-0",0.675,0
"2835",10,"0-15",0.05,0
"2836",10,"0-15",0.075,0
"2837",10,"0-15",0.1,0
"2838",10,"0-15",0.125,0
"2839",10,"0-15",0.15,0
"2840",10,"0-15",0.175,1
"2841",10,"0-15",0.2,0
"2842",10,"0-15",0.225,0
"2843",10,"0-15",0.25,1
"2844",10,"0-15",0.275,3
"2845",10,"0-15",0.3,10
"2846",10,"0-15",0.325,12
"2847",10,"0-15",0.35,13
"2848",10,"0-15",0.375,14
"2849",10,"0-15",0.4,19
"2850",10,"0-15",0.425,5
"2851",10,"0-15",0.45,6
"2852",10,"0-15",0.475,1
"2853",10,"0-15",0.5,0
"2854",10,"0-15",0.525,0
"2855",10,"0-15",0.55,0
"2856",10,"0-15",0.575,0
"2857",10,"0-15",0.6,0
"2858",10,"0-15",0.625,0
"2859",10,"0-15",0.65,0
"2860",10,"0-15",0.675,0
"2861",10,"0-30",0.05,0
"2862",10,"0-30",0.075,0
"2863",10,"0-30",0.1,0
"2864",10,"0-30",0.125,0
"2865",10,"0-30",0.15,0
"2866",10,"0-30",0.175,0
"2867",10,"0-30",0.2,0
"2868",10,"0-30",0.225,2
"2869",10,"0-30",0.25,2
"2870",10,"0-30",0.275,0
"2871",10,"0-30",0.3,4
"2872",10,"0-30",0.325,1
"2873",10,"0-30",0.35,5
"2874",10,"0-30",0.375,5
"2875",10,"0-30",0.4,6
"2876",10,"0-30",0.425,3
"2877",10,"0-30",0.45,2
"2878",10,"0-30",0.475,1
"2879",10,"0-30",0.5,2
"2880",10,"0-30",0.525,0
"2881",10,"0-30",0.55,1
"2882",10,"0-30",0.575,0
"2883",10,"0-30",0.6,0
"2884",10,"0-30",0.625,0
"2885",10,"0-30",0.65,0
"2886",10,"0-30",0.675,0
"2887",10,"0-40",0.05,0
"2888",10,"0-40",0.075,0
"2889",10,"0-40",0.1,0
"2890",10,"0-40",0.125,0
"2891",10,"0-40",0.15,0
"2892",10,"0-40",0.175,0
"2893",10,"0-40",0.2,0
"2894",10,"0-40",0.225,0
"2895",10,"0-40",0.25,0
"2896",10,"0-40",0.275,1
"2897",10,"0-40",0.3,0
"2898",10,"0-40",0.325,0
"2899",10,"0-40",0.35,1
"2900",10,"0-40",0.375,1
"2901",10,"0-40",0.4,1
"2902",10,"0-40",0.425,0
"2903",10,"0-40",0.45,1
"2904",10,"0-40",0.475,2
"2905",10,"0-40",0.5,0
"2906",10,"0-40",0.525,0
"2907",10,"0-40",0.55,0
"2908",10,"0-40",0.575,0
"2909",10,"0-40",0.6,0
"2910",10,"0-40",0.625,0
"2911",10,"0-40",0.65,0
"2912",10,"0-40",0.675,0
"2913",10,"15-0",0.05,0
"2914",10,"15-0",0.075,1
"2915",10,"15-0",0.1,0
"2916",10,"15-0",0.125,1
"2917",10,"15-0",0.15,0
"2918",10,"15-0",0.175,0
"2919",10,"15-0",0.2,0
"2920",10,"15-0",0.225,1
"2921",10,"15-0",0.25,2
"2922",10,"15-0",0.275,11
"2923",10,"15-0",0.3,18
"2924",10,"15-0",0.325,25
"2925",10,"15-0",0.35,22
"2926",10,"15-0",0.375,22
"2927",10,"15-0",0.4,2
"2928",10,"15-0",0.425,4
"2929",10,"15-0",0.45,1
"2930",10,"15-0",0.475,0
"2931",10,"15-0",0.5,0
"2932",10,"15-0",0.525,0
"2933",10,"15-0",0.55,0
"2934",10,"15-0",0.575,0
"2935",10,"15-0",0.6,0
"2936",10,"15-0",0.625,0
"2937",10,"15-0",0.65,0
"2938",10,"15-0",0.675,0
"2939",10,"15-15",0.05,0
"2940",10,"15-15",0.075,0
"2941",10,"15-15",0.1,0
"2942",10,"15-15",0.125,0
"2943",10,"15-15",0.15,1
"2944",10,"15-15",0.175,0
"2945",10,"15-15",0.2,1
"2946",10,"15-15",0.225,4
"2947",10,"15-15",0.25,5
"2948",10,"15-15",0.275,10
"2949",10,"15-15",0.3,10
"2950",10,"15-15",0.325,17
"2951",10,"15-15",0.35,13
"2952",10,"15-15",0.375,15
"2953",10,"15-15",0.4,6
"2954",10,"15-15",0.425,5
"2955",10,"15-15",0.45,1
"2956",10,"15-15",0.475,1
"2957",10,"15-15",0.5,0
"2958",10,"15-15",0.525,0
"2959",10,"15-15",0.55,0
"2960",10,"15-15",0.575,0
"2961",10,"15-15",0.6,0
"2962",10,"15-15",0.625,0
"2963",10,"15-15",0.65,0
"2964",10,"15-15",0.675,0
"2965",10,"15-30",0.05,0
"2966",10,"15-30",0.075,0
"2967",10,"15-30",0.1,0
"2968",10,"15-30",0.125,1
"2969",10,"15-30",0.15,1
"2970",10,"15-30",0.175,0
"2971",10,"15-30",0.2,0
"2972",10,"15-30",0.225,0
"2973",10,"15-30",0.25,2
"2974",10,"15-30",0.275,7
"2975",10,"15-30",0.3,10
"2976",10,"15-30",0.325,4
"2977",10,"15-30",0.35,15
"2978",10,"15-30",0.375,8
"2979",10,"15-30",0.4,5
"2980",10,"15-30",0.425,6
"2981",10,"15-30",0.45,4
"2982",10,"15-30",0.475,1
"2983",10,"15-30",0.5,0
"2984",10,"15-30",0.525,0
"2985",10,"15-30",0.55,1
"2986",10,"15-30",0.575,0
"2987",10,"15-30",0.6,0
"2988",10,"15-30",0.625,0
"2989",10,"15-30",0.65,0
"2990",10,"15-30",0.675,0
"2991",10,"15-40",0.05,0
"2992",10,"15-40",0.075,0
"2993",10,"15-40",0.1,0
"2994",10,"15-40",0.125,0
"2995",10,"15-40",0.15,0
"2996",10,"15-40",0.175,0
"2997",10,"15-40",0.2,0
"2998",10,"15-40",0.225,0
"2999",10,"15-40",0.25,1
"3000",10,"15-40",0.275,4
"3001",10,"15-40",0.3,3
"3002",10,"15-40",0.325,2
"3003",10,"15-40",0.35,4
"3004",10,"15-40",0.375,3
"3005",10,"15-40",0.4,3
"3006",10,"15-40",0.425,2
"3007",10,"15-40",0.45,0
"3008",10,"15-40",0.475,2
"3009",10,"15-40",0.5,2
"3010",10,"15-40",0.525,0
"3011",10,"15-40",0.55,0
"3012",10,"15-40",0.575,0
"3013",10,"15-40",0.6,0
"3014",10,"15-40",0.625,0
"3015",10,"15-40",0.65,0
"3016",10,"15-40",0.675,0
"3017",10,"30-0",0.05,0
"3018",10,"30-0",0.075,0
"3019",10,"30-0",0.1,0
"3020",10,"30-0",0.125,0
"3021",10,"30-0",0.15,1
"3022",10,"30-0",0.175,2
"3023",10,"30-0",0.2,1
"3024",10,"30-0",0.225,4
"3025",10,"30-0",0.25,8
"3026",10,"30-0",0.275,11
"3027",10,"30-0",0.3,14
"3028",10,"30-0",0.325,19
"3029",10,"30-0",0.35,14
"3030",10,"30-0",0.375,4
"3031",10,"30-0",0.4,6
"3032",10,"30-0",0.425,3
"3033",10,"30-0",0.45,0
"3034",10,"30-0",0.475,0
"3035",10,"30-0",0.5,0
"3036",10,"30-0",0.525,0
"3037",10,"30-0",0.55,0
"3038",10,"30-0",0.575,0
"3039",10,"30-0",0.6,0
"3040",10,"30-0",0.625,0
"3041",10,"30-0",0.65,0
"3042",10,"30-0",0.675,0
"3043",10,"30-15",0.05,0
"3044",10,"30-15",0.075,0
"3045",10,"30-15",0.1,0
"3046",10,"30-15",0.125,0
"3047",10,"30-15",0.15,0
"3048",10,"30-15",0.175,0
"3049",10,"30-15",0.2,2
"3050",10,"30-15",0.225,6
"3051",10,"30-15",0.25,4
"3052",10,"30-15",0.275,3
"3053",10,"30-15",0.3,16
"3054",10,"30-15",0.325,15
"3055",10,"30-15",0.35,7
"3056",10,"30-15",0.375,19
"3057",10,"30-15",0.4,7
"3058",10,"30-15",0.425,5
"3059",10,"30-15",0.45,2
"3060",10,"30-15",0.475,3
"3061",10,"30-15",0.5,0
"3062",10,"30-15",0.525,0
"3063",10,"30-15",0.55,0
"3064",10,"30-15",0.575,1
"3065",10,"30-15",0.6,0
"3066",10,"30-15",0.625,0
"3067",10,"30-15",0.65,0
"3068",10,"30-15",0.675,0
"3069",10,"30-30",0.05,0
"3070",10,"30-30",0.075,0
"3071",10,"30-30",0.1,0
"3072",10,"30-30",0.125,1
"3073",10,"30-30",0.15,0
"3074",10,"30-30",0.175,0
"3075",10,"30-30",0.2,0
"3076",10,"30-30",0.225,4
"3077",10,"30-30",0.25,3
"3078",10,"30-30",0.275,6
"3079",10,"30-30",0.3,10
"3080",10,"30-30",0.325,15
"3081",10,"30-30",0.35,13
"3082",10,"30-30",0.375,5
"3083",10,"30-30",0.4,9
"3084",10,"30-30",0.425,4
"3085",10,"30-30",0.45,2
"3086",10,"30-30",0.475,0
"3087",10,"30-30",0.5,1
"3088",10,"30-30",0.525,0
"3089",10,"30-30",0.55,0
"3090",10,"30-30",0.575,0
"3091",10,"30-30",0.6,0
"3092",10,"30-30",0.625,0
"3093",10,"30-30",0.65,0
"3094",10,"30-30",0.675,0
"3095",10,"30-40",0.05,0
"3096",10,"30-40",0.075,0
"3097",10,"30-40",0.1,1
"3098",10,"30-40",0.125,0
"3099",10,"30-40",0.15,0
"3100",10,"30-40",0.175,1
"3101",10,"30-40",0.2,0
"3102",10,"30-40",0.225,1
"3103",10,"30-40",0.25,0
"3104",10,"30-40",0.275,4
"3105",10,"30-40",0.3,1
"3106",10,"30-40",0.325,8
"3107",10,"30-40",0.35,8
"3108",10,"30-40",0.375,7
"3109",10,"30-40",0.4,9
"3110",10,"30-40",0.425,5
"3111",10,"30-40",0.45,1
"3112",10,"30-40",0.475,1
"3113",10,"30-40",0.5,0
"3114",10,"30-40",0.525,0
"3115",10,"30-40",0.55,1
"3116",10,"30-40",0.575,0
"3117",10,"30-40",0.6,0
"3118",10,"30-40",0.625,1
"3119",10,"30-40",0.65,0
"3120",10,"30-40",0.675,0
"3121",10,"40-0",0.05,0
"3122",10,"40-0",0.075,0
"3123",10,"40-0",0.1,0
"3124",10,"40-0",0.125,0
"3125",10,"40-0",0.15,0
"3126",10,"40-0",0.175,0
"3127",10,"40-0",0.2,1
"3128",10,"40-0",0.225,6
"3129",10,"40-0",0.25,4
"3130",10,"40-0",0.275,9
"3131",10,"40-0",0.3,19
"3132",10,"40-0",0.325,13
"3133",10,"40-0",0.35,6
"3134",10,"40-0",0.375,8
"3135",10,"40-0",0.4,1
"3136",10,"40-0",0.425,4
"3137",10,"40-0",0.45,0
"3138",10,"40-0",0.475,0
"3139",10,"40-0",0.5,0
"3140",10,"40-0",0.525,0
"3141",10,"40-0",0.55,0
"3142",10,"40-0",0.575,0
"3143",10,"40-0",0.6,0
"3144",10,"40-0",0.625,0
"3145",10,"40-0",0.65,0
"3146",10,"40-0",0.675,0
"3147",10,"40-15",0.05,0
"3148",10,"40-15",0.075,0
"3149",10,"40-15",0.1,0
"3150",10,"40-15",0.125,0
"3151",10,"40-15",0.15,0
"3152",10,"40-15",0.175,1
"3153",10,"40-15",0.2,2
"3154",10,"40-15",0.225,4
"3155",10,"40-15",0.25,4
"3156",10,"40-15",0.275,14
"3157",10,"40-15",0.3,17
"3158",10,"40-15",0.325,15
"3159",10,"40-15",0.35,15
"3160",10,"40-15",0.375,5
"3161",10,"40-15",0.4,2
"3162",10,"40-15",0.425,1
"3163",10,"40-15",0.45,0
"3164",10,"40-15",0.475,0
"3165",10,"40-15",0.5,0
"3166",10,"40-15",0.525,0
"3167",10,"40-15",0.55,0
"3168",10,"40-15",0.575,0
"3169",10,"40-15",0.6,0
"3170",10,"40-15",0.625,0
"3171",10,"40-15",0.65,0
"3172",10,"40-15",0.675,0
"3173",10,"40-30",0.05,0
"3174",10,"40-30",0.075,0
"3175",10,"40-30",0.1,0
"3176",10,"40-30",0.125,0
"3177",10,"40-30",0.15,0
"3178",10,"40-30",0.175,0
"3179",10,"40-30",0.2,0
"3180",10,"40-30",0.225,1
"3181",10,"40-30",0.25,7
"3182",10,"40-30",0.275,7
"3183",10,"40-30",0.3,10
"3184",10,"40-30",0.325,13
"3185",10,"40-30",0.35,12
"3186",10,"40-30",0.375,10
"3187",10,"40-30",0.4,9
"3188",10,"40-30",0.425,3
"3189",10,"40-30",0.45,2
"3190",10,"40-30",0.475,0
"3191",10,"40-30",0.5,1
"3192",10,"40-30",0.525,1
"3193",10,"40-30",0.55,0
"3194",10,"40-30",0.575,0
"3195",10,"40-30",0.6,0
"3196",10,"40-30",0.625,0
"3197",10,"40-30",0.65,0
"3198",10,"40-30",0.675,0
"3199",10,"40-40",0.05,0
"3200",10,"40-40",0.075,0
"3201",10,"40-40",0.1,0
"3202",10,"40-40",0.125,0
"3203",10,"40-40",0.15,0
"3204",10,"40-40",0.175,2
"3205",10,"40-40",0.2,1
"3206",10,"40-40",0.225,4
"3207",10,"40-40",0.25,5
"3208",10,"40-40",0.275,3
"3209",10,"40-40",0.3,6
"3210",10,"40-40",0.325,12
"3211",10,"40-40",0.35,7
"3212",10,"40-40",0.375,9
"3213",10,"40-40",0.4,5
"3214",10,"40-40",0.425,3
"3215",10,"40-40",0.45,3
"3216",10,"40-40",0.475,2
"3217",10,"40-40",0.5,1
"3218",10,"40-40",0.525,0
"3219",10,"40-40",0.55,0
"3220",10,"40-40",0.575,0
"3221",10,"40-40",0.6,0
"3222",10,"40-40",0.625,0
"3223",10,"40-40",0.65,0
"3224",10,"40-40",0.675,0
"3225",10,"40-50",0.05,0
"3226",10,"40-50",0.075,0
"3227",10,"40-50",0.1,0
"3228",10,"40-50",0.125,0
"3229",10,"40-50",0.15,1
"3230",10,"40-50",0.175,0
"3231",10,"40-50",0.2,0
"3232",10,"40-50",0.225,1
"3233",10,"40-50",0.25,0
"3234",10,"40-50",0.275,0
"3235",10,"40-50",0.3,2
"3236",10,"40-50",0.325,3
"3237",10,"40-50",0.35,4
"3238",10,"40-50",0.375,1
"3239",10,"40-50",0.4,5
"3240",10,"40-50",0.425,2
"3241",10,"40-50",0.45,1
"3242",10,"40-50",0.475,3
"3243",10,"40-50",0.5,2
"3244",10,"40-50",0.525,0
"3245",10,"40-50",0.55,0
"3246",10,"40-50",0.575,0
"3247",10,"40-50",0.6,0
"3248",10,"40-50",0.625,0
"3249",10,"40-50",0.65,0
"3250",10,"40-50",0.675,0
"3251",10,"50-40",0.05,0
"3252",10,"50-40",0.075,0
"3253",10,"50-40",0.1,0
"3254",10,"50-40",0.125,0
"3255",10,"50-40",0.15,0
"3256",10,"50-40",0.175,0
"3257",10,"50-40",0.2,3
"3258",10,"50-40",0.225,0
"3259",10,"50-40",0.25,1
"3260",10,"50-40",0.275,5
"3261",10,"50-40",0.3,5
"3262",10,"50-40",0.325,6
"3263",10,"50-40",0.35,10
"3264",10,"50-40",0.375,7
"3265",10,"50-40",0.4,7
"3266",10,"50-40",0.425,4
"3267",10,"50-40",0.45,1
"3268",10,"50-40",0.475,2
"3269",10,"50-40",0.5,1
"3270",10,"50-40",0.525,1
"3271",10,"50-40",0.55,0
"3272",10,"50-40",0.575,0
"3273",10,"50-40",0.6,0
"3274",10,"50-40",0.625,0
"3275",10,"50-40",0.65,0
"3276",10,"50-40",0.675,0
"3277",5,"0-0",0.05,0
"3278",5,"0-0",0.075,0
"3279",5,"0-0",0.1,0
"3280",5,"0-0",0.125,0
"3281",5,"0-0",0.15,2
"3282",5,"0-0",0.175,0
"3283",5,"0-0",0.2,1
"3284",5,"0-0",0.225,2
"3285",5,"0-0",0.25,4
"3286",5,"0-0",0.275,9
"3287",5,"0-0",0.3,7
"3288",5,"0-0",0.325,15
"3289",5,"0-0",0.35,20
"3290",5,"0-0",0.375,19
"3291",5,"0-0",0.4,10
"3292",5,"0-0",0.425,6
"3293",5,"0-0",0.45,2
"3294",5,"0-0",0.475,1
"3295",5,"0-0",0.5,0
"3296",5,"0-0",0.525,0
"3297",5,"0-0",0.55,0
"3298",5,"0-0",0.575,0
"3299",5,"0-0",0.6,0
"3300",5,"0-0",0.625,0
"3301",5,"0-0",0.65,0
"3302",5,"0-0",0.675,0
"3303",5,"0-15",0.05,0
"3304",5,"0-15",0.075,0
"3305",5,"0-15",0.1,0
"3306",5,"0-15",0.125,0
"3307",5,"0-15",0.15,0
"3308",5,"0-15",0.175,0
"3309",5,"0-15",0.2,0
"3310",5,"0-15",0.225,0
"3311",5,"0-15",0.25,3
"3312",5,"0-15",0.275,3
"3313",5,"0-15",0.3,8
"3314",5,"0-15",0.325,4
"3315",5,"0-15",0.35,9
"3316",5,"0-15",0.375,9
"3317",5,"0-15",0.4,7
"3318",5,"0-15",0.425,6
"3319",5,"0-15",0.45,2
"3320",5,"0-15",0.475,1
"3321",5,"0-15",0.5,2
"3322",5,"0-15",0.525,0
"3323",5,"0-15",0.55,0
"3324",5,"0-15",0.575,0
"3325",5,"0-15",0.6,0
"3326",5,"0-15",0.625,0
"3327",5,"0-15",0.65,0
"3328",5,"0-15",0.675,0
"3329",5,"0-30",0.05,0
"3330",5,"0-30",0.075,0
"3331",5,"0-30",0.1,0
"3332",5,"0-30",0.125,0
"3333",5,"0-30",0.15,0
"3334",5,"0-30",0.175,0
"3335",5,"0-30",0.2,0
"3336",5,"0-30",0.225,1
"3337",5,"0-30",0.25,0
"3338",5,"0-30",0.275,1
"3339",5,"0-30",0.3,0
"3340",5,"0-30",0.325,1
"3341",5,"0-30",0.35,1
"3342",5,"0-30",0.375,3
