"","Topn","Gamescore","Breaks","Frequency"
"870",75,"40-40",0.325,20
"871",75,"40-40",0.35,43
"872",75,"40-40",0.375,32
"873",75,"40-40",0.4,20
"874",75,"40-40",0.425,9
"875",75,"40-40",0.45,4
"876",75,"40-40",0.475,2
"877",75,"40-40",0.5,2
"878",75,"40-40",0.525,0
"879",75,"40-40",0.55,0
"880",75,"40-40",0.575,0
"881",75,"40-40",0.6,0
"882",75,"40-40",0.625,0
"883",75,"40-40",0.65,0
"884",75,"40-40",0.675,0
"885",75,"40-50",0.05,0
"886",75,"40-50",0.075,0
"887",75,"40-50",0.1,0
"888",75,"40-50",0.125,0
"889",75,"40-50",0.15,0
"890",75,"40-50",0.175,1
"891",75,"40-50",0.2,2
"892",75,"40-50",0.225,3
"893",75,"40-50",0.25,3
"894",75,"40-50",0.275,4
"895",75,"40-50",0.3,12
"896",75,"40-50",0.325,10
"897",75,"40-50",0.35,17
"898",75,"40-50",0.375,20
"899",75,"40-50",0.4,25
"900",75,"40-50",0.425,17
"901",75,"40-50",0.45,7
"902",75,"40-50",0.475,2
"903",75,"40-50",0.5,2
"904",75,"40-50",0.525,0
"905",75,"40-50",0.55,1
"906",75,"40-50",0.575,0
"907",75,"40-50",0.6,0
"908",75,"40-50",0.625,0
"909",75,"40-50",0.65,0
"910",75,"40-50",0.675,0
"911",75,"50-40",0.05,0
"912",75,"50-40",0.075,1
"913",75,"50-40",0.1,0
"914",75,"50-40",0.125,0
"915",75,"50-40",0.15,0
"916",75,"50-40",0.175,0
"917",75,"50-40",0.2,2
"918",75,"50-40",0.225,2
"919",75,"50-40",0.25,4
"920",75,"50-40",0.275,8
"921",75,"50-40",0.3,18
"922",75,"50-40",0.325,36
"923",75,"50-40",0.35,27
"924",75,"50-40",0.375,28
"925",75,"50-40",0.4,19
"926",75,"50-40",0.425,5
"927",75,"50-40",0.45,4
"928",75,"50-40",0.475,0
"929",75,"50-40",0.5,0
"930",75,"50-40",0.525,1
"931",75,"50-40",0.55,0
"932",75,"50-40",0.575,0
"933",75,"50-40",0.6,0
"934",75,"50-40",0.625,0
"935",75,"50-40",0.65,0
"936",75,"50-40",0.675,0
"937",50,"0-0",0.05,0
"938",50,"0-0",0.075,0
"939",50,"0-0",0.1,0
"940",50,"0-0",0.125,0
"941",50,"0-0",0.15,0
"942",50,"0-0",0.175,1
"943",50,"0-0",0.2,0
"944",50,"0-0",0.225,3
"945",50,"0-0",0.25,5
"946",50,"0-0",0.275,14
"947",50,"0-0",0.3,29
"948",50,"0-0",0.325,39
"949",50,"0-0",0.35,55
"950",50,"0-0",0.375,39
"951",50,"0-0",0.4,28
"952",50,"0-0",0.425,2
"953",50,"0-0",0.45,3
"954",50,"0-0",0.475,2
"955",50,"0-0",0.5,0
"956",50,"0-0",0.525,0
"957",50,"0-0",0.55,0
"958",50,"0-0",0.575,0
"959",50,"0-0",0.6,0
"960",50,"0-0",0.625,0
"961",50,"0-0",0.65,0
"962",50,"0-0",0.675,0
"963",50,"0-15",0.05,0
"964",50,"0-15",0.075,0
"965",50,"0-15",0.1,0
"966",50,"0-15",0.125,0
"967",50,"0-15",0.15,0
"968",50,"0-15",0.175,2
"969",50,"0-15",0.2,1
"970",50,"0-15",0.225,0
"971",50,"0-15",0.25,2
"972",50,"0-15",0.275,5
"973",50,"0-15",0.3,19
"974",50,"0-15",0.325,19
"975",50,"0-15",0.35,43
"976",50,"0-15",0.375,34
"977",50,"0-15",0.4,24
"978",50,"0-15",0.425,11
"979",50,"0-15",0.45,3
"980",50,"0-15",0.475,4
"981",50,"0-15",0.5,0
"982",50,"0-15",0.525,1
"983",50,"0-15",0.55,0
"984",50,"0-15",0.575,0
"985",50,"0-15",0.6,0
"986",50,"0-15",0.625,0
"987",50,"0-15",0.65,0
"988",50,"0-15",0.675,0
"989",50,"0-30",0.05,0
"990",50,"0-30",0.075,0
"991",50,"0-30",0.1,0
"992",50,"0-30",0.125,0
"993",50,"0-30",0.15,0
"994",50,"0-30",0.175,0
"995",50,"0-30",0.2,0
"996",50,"0-30",0.225,2
"997",50,"0-30",0.25,2
"998",50,"0-30",0.275,5
"999",50,"0-30",0.3,10
"1000",50,"0-30",0.325,15
"1001",50,"0-30",0.35,16
"1002",50,"0-30",0.375,16
"1003",50,"0-30",0.4,20
"1004",50,"0-30",0.425,12
"1005",50,"0-30",0.45,10
"1006",50,"0-30",0.475,5
"1007",50,"0-30",0.5,2
"1008",50,"0-30",0.525,1
"1009",50,"0-30",0.55,0
"1010",50,"0-30",0.575,0
"1011",50,"0-30",0.6,0
"1012",50,"0-30",0.625,0
"1013",50,"0-30",0.65,0
"1014",50,"0-30",0.675,0
"1015",50,"0-40",0.05,0
"1016",50,"0-40",0.075,0
"1017",50,"0-40",0.1,0
"1018",50,"0-40",0.125,0
"1019",50,"0-40",0.15,0
"1020",50,"0-40",0.175,0
"1021",50,"0-40",0.2,0
"1022",50,"0-40",0.225,3
"1023",50,"0-40",0.25,1
"1024",50,"0-40",0.275,3
"1025",50,"0-40",0.3,5
"1026",50,"0-40",0.325,4
"1027",50,"0-40",0.35,4
"1028",50,"0-40",0.375,12
"1029",50,"0-40",0.4,12
"1030",50,"0-40",0.425,9
"1031",50,"0-40",0.45,6
"1032",50,"0-40",0.475,7
"1033",50,"0-40",0.5,3
"1034",50,"0-40",0.525,0
"1035",50,"0-40",0.55,0
"1036",50,"0-40",0.575,0
"1037",50,"0-40",0.6,0
"1038",50,"0-40",0.625,0
"1039",50,"0-40",0.65,0
"1040",50,"0-40",0.675,0
"1041",50,"15-0",0.05,0
"1042",50,"15-0",0.075,0
"1043",50,"15-0",0.1,0
"1044",50,"15-0",0.125,0
"1045",50,"15-0",0.15,0
"1046",50,"15-0",0.175,2
"1047",50,"15-0",0.2,1
"1048",50,"15-0",0.225,3
"1049",50,"15-0",0.25,6
"1050",50,"15-0",0.275,12
"1051",50,"15-0",0.3,16
"1052",50,"15-0",0.325,40
"1053",50,"15-0",0.35,65
"1054",50,"15-0",0.375,33
"1055",50,"15-0",0.4,13
"1056",50,"15-0",0.425,5
"1057",50,"15-0",0.45,2
"1058",50,"15-0",0.475,2
"1059",50,"15-0",0.5,0
"1060",50,"15-0",0.525,0
"1061",50,"15-0",0.55,0
"1062",50,"15-0",0.575,0
"1063",50,"15-0",0.6,0
"1064",50,"15-0",0.625,0
"1065",50,"15-0",0.65,0
"1066",50,"15-0",0.675,0
"1067",50,"15-15",0.05,0
"1068",50,"15-15",0.075,0
"1069",50,"15-15",0.1,0
"1070",50,"15-15",0.125,0
"1071",50,"15-15",0.15,0
"1072",50,"15-15",0.175,0
"1073",50,"15-15",0.2,1
"1074",50,"15-15",0.225,6
"1075",50,"15-15",0.25,3
"1076",50,"15-15",0.275,14
"1077",50,"15-15",0.3,26
"1078",50,"15-15",0.325,44
"1079",50,"15-15",0.35,38
"1080",50,"15-15",0.375,22
"1081",50,"15-15",0.4,15
"1082",50,"15-15",0.425,7
"1083",50,"15-15",0.45,4
"1084",50,"15-15",0.475,1
"1085",50,"15-15",0.5,0
"1086",50,"15-15",0.525,0
"1087",50,"15-15",0.55,0
"1088",50,"15-15",0.575,0
"1089",50,"15-15",0.6,0
"1090",50,"15-15",0.625,0
"1091",50,"15-15",0.65,0
"1092",50,"15-15",0.675,0
"1093",50,"15-30",0.05,0
"1094",50,"15-30",0.075,0
"1095",50,"15-30",0.1,0
"1096",50,"15-30",0.125,0
"1097",50,"15-30",0.15,0
"1098",50,"15-30",0.175,0
"1099",50,"15-30",0.2,1
"1100",50,"15-30",0.225,2
"1101",50,"15-30",0.25,1
"1102",50,"15-30",0.275,5
"1103",50,"15-30",0.3,13
"1104",50,"15-30",0.325,18
"1105",50,"15-30",0.35,29
"1106",50,"15-30",0.375,22
"1107",50,"15-30",0.4,34
"1108",50,"15-30",0.425,7
"1109",50,"15-30",0.45,6
"1110",50,"15-30",0.475,4
"1111",50,"15-30",0.5,2
"1112",50,"15-30",0.525,0
"1113",50,"15-30",0.55,0
"1114",50,"15-30",0.575,1
"1115",50,"15-30",0.6,0
"1116",50,"15-30",0.625,0
"1117",50,"15-30",0.65,0
"1118",50,"15-30",0.675,0
"1119",50,"15-40",0.05,0
"1120",50,"15-40",0.075,0
"1121",50,"15-40",0.1,0
"1122",50,"15-40",0.125,0
"1123",50,"15-40",0.15,0
"1124",50,"15-40",0.175,0
"1125",50,"15-40",0.2,2
"1126",50,"15-40",0.225,0
"1127",50,"15-40",0.25,3
"1128",50,"15-40",0.275,2
"1129",50,"15-40",0.3,16
"1130",50,"15-40",0.325,16
"1131",50,"15-40",0.35,12
"1132",50,"15-40",0.375,24
"1133",50,"15-40",0.4,15
"1134",50,"15-40",0.425,12
"1135",50,"15-40",0.45,4
"1136",50,"15-40",0.475,2
"1137",50,"15-40",0.5,1
"1138",50,"15-40",0.525,1
"1139",50,"15-40",0.55,0
"1140",50,"15-40",0.575,0
"1141",50,"15-40",0.6,0
"1142",50,"15-40",0.625,0
"1143",50,"15-40",0.65,0
"1144",50,"15-40",0.675,0
"1145",50,"30-0",0.05,0
"1146",50,"30-0",0.075,0
"1147",50,"30-0",0.1,0
"1148",50,"30-0",0.125,0
"1149",50,"30-0",0.15,3
"1150",50,"30-0",0.175,1
"1151",50,"30-0",0.2,4
"1152",50,"30-0",0.225,6
"1153",50,"30-0",0.25,8
"1154",50,"30-0",0.275,22
"1155",50,"30-0",0.3,41
"1156",50,"30-0",0.325,50
"1157",50,"30-0",0.35,23
"1158",50,"30-0",0.375,10
"1159",50,"30-0",0.4,8
"1160",50,"30-0",0.425,4
"1161",50,"30-0",0.45,0
"1162",50,"30-0",0.475,0
"1163",50,"30-0",0.5,0
"1164",50,"30-0",0.525,0
"1165",50,"30-0",0.55,0
"1166",50,"30-0",0.575,0
"1167",50,"30-0",0.6,0
"1168",50,"30-0",0.625,0
"1169",50,"30-0",0.65,0
"1170",50,"30-0",0.675,0
"1171",50,"30-15",0.05,0
"1172",50,"30-15",0.075,0
"1173",50,"30-15",0.1,0
"1174",50,"30-15",0.125,0
"1175",50,"30-15",0.15,0
"1176",50,"30-15",0.175,0
"1177",50,"30-15",0.2,0
"1178",50,"30-15",0.225,3
"1179",50,"30-15",0.25,5
"1180",50,"30-15",0.275,11
"1181",50,"30-15",0.3,21
"1182",50,"30-15",0.325,43
"1183",50,"30-15",0.35,34
"1184",50,"30-15",0.375,33
"1185",50,"30-15",0.4,15
"1186",50,"30-15",0.425,5
"1187",50,"30-15",0.45,4
"1188",50,"30-15",0.475,1
"1189",50,"30-15",0.5,1
"1190",50,"30-15",0.525,2
"1191",50,"30-15",0.55,0
"1192",50,"30-15",0.575,0
"1193",50,"30-15",0.6,0
"1194",50,"30-15",0.625,0
"1195",50,"30-15",0.65,0
"1196",50,"30-15",0.675,0
"1197",50,"30-30",0.05,0
"1198",50,"30-30",0.075,0
"1199",50,"30-30",0.1,0
"1200",50,"30-30",0.125,0
"1201",50,"30-30",0.15,0
"1202",50,"30-30",0.175,0
"1203",50,"30-30",0.2,3
"1204",50,"30-30",0.225,0
"1205",50,"30-30",0.25,3
"1206",50,"30-30",0.275,13
"1207",50,"30-30",0.3,19
"1208",50,"30-30",0.325,30
"1209",50,"30-30",0.35,34
"1210",50,"30-30",0.375,33
"1211",50,"30-30",0.4,13
"1212",50,"30-30",0.425,3
"1213",50,"30-30",0.45,3
"1214",50,"30-30",0.475,3
"1215",50,"30-30",0.5,0
"1216",50,"30-30",0.525,0
"1217",50,"30-30",0.55,1
"1218",50,"30-30",0.575,1
"1219",50,"30-30",0.6,1
"1220",50,"30-30",0.625,0
"1221",50,"30-30",0.65,0
"1222",50,"30-30",0.675,0
"1223",50,"30-40",0.05,0
"1224",50,"30-40",0.075,0
"1225",50,"30-40",0.1,0
"1226",50,"30-40",0.125,0
"1227",50,"30-40",0.15,0
"1228",50,"30-40",0.175,1
"1229",50,"30-40",0.2,1
"1230",50,"30-40",0.225,2
"1231",50,"30-40",0.25,4
"1232",50,"30-40",0.275,8
"1233",50,"30-40",0.3,3
"1234",50,"30-40",0.325,25
"1235",50,"30-40",0.35,20
"1236",50,"30-40",0.375,27
"1237",50,"30-40",0.4,22
"1238",50,"30-40",0.425,8
"1239",50,"30-40",0.45,7
"1240",50,"30-40",0.475,3
"1241",50,"30-40",0.5,1
"1242",50,"30-40",0.525,0
"1243",50,"30-40",0.55,1
"1244",50,"30-40",0.575,0
"1245",50,"30-40",0.6,0
"1246",50,"30-40",0.625,0
"1247",50,"30-40",0.65,0
"1248",50,"30-40",0.675,0
"1249",50,"40-0",0.05,0
"1250",50,"40-0",0.075,0
"1251",50,"40-0",0.1,0
"1252",50,"40-0",0.125,0
"1253",50,"40-0",0.15,1
"1254",50,"40-0",0.175,4
"1255",50,"40-0",0.2,4
"1256",50,"40-0",0.225,5
"1257",50,"40-0",0.25,10
"1258",50,"40-0",0.275,23
"1259",50,"40-0",0.3,44
"1260",50,"40-0",0.325,34
"1261",50,"40-0",0.35,19
"1262",50,"40-0",0.375,9
"1263",50,"40-0",0.4,1
"1264",50,"40-0",0.425,1
"1265",50,"40-0",0.45,0
"1266",50,"40-0",0.475,1
"1267",50,"40-0",0.5,0
"1268",50,"40-0",0.525,0
"1269",50,"40-0",0.55,0
"1270",50,"40-0",0.575,0
"1271",50,"40-0",0.6,0
"1272",50,"40-0",0.625,0
"1273",50,"40-0",0.65,0
"1274",50,"40-0",0.675,0
"1275",50,"40-15",0.05,0
"1276",50,"40-15",0.075,0
"1277",50,"40-15",0.1,0
"1278",50,"40-15",0.125,0
"1279",50,"40-15",0.15,0
"1280",50,"40-15",0.175,3
"1281",50,"40-15",0.2,0
"1282",50,"40-15",0.225,6
"1283",50,"40-15",0.25,7
"1284",50,"40-15",0.275,19
"1285",50,"40-15",0.3,40
"1286",50,"40-15",0.325,48
"1287",50,"40-15",0.35,25
"1288",50,"40-15",0.375,8
"1289",50,"40-15",0.4,5
"1290",50,"40-15",0.425,4
"1291",50,"40-15",0.45,3
"1292",50,"40-15",0.475,0
"1293",50,"40-15",0.5,0
"1294",50,"40-15",0.525,0
"1295",50,"40-15",0.55,0
"1296",50,"40-15",0.575,0
"1297",50,"40-15",0.6,0
"1298",50,"40-15",0.625,0
"1299",50,"40-15",0.65,0
"1300",50,"40-15",0.675,0
"1301",50,"40-30",0.05,0
"1302",50,"40-30",0.075,0
"1303",50,"40-30",0.1,0
"1304",50,"40-30",0.125,0
"1305",50,"40-30",0.15,0
"1306",50,"40-30",0.175,0
"1307",50,"40-30",0.2,1
"1308",50,"40-30",0.225,0
"1309",50,"40-30",0.25,10
"1310",50,"40-30",0.275,15
"1311",50,"40-30",0.3,20
"1312",50,"40-30",0.325,28
"1313",50,"40-30",0.35,31
"1314",50,"40-30",0.375,21
"1315",50,"40-30",0.4,24
"1316",50,"40-30",0.425,10
"1317",50,"40-30",0.45,1
"1318",50,"40-30",0.475,0
"1319",50,"40-30",0.5,0
"1320",50,"40-30",0.525,0
"1321",50,"40-30",0.55,0
"1322",50,"40-30",0.575,0
"1323",50,"40-30",0.6,0
"1324",50,"40-30",0.625,0
"1325",50,"40-30",0.65,0
"1326",50,"40-30",0.675,0
"1327",50,"40-40",0.05,0
"1328",50,"40-40",0.075,0
"1329",50,"40-40",0.1,0
"1330",50,"40-40",0.125,0
"1331",50,"40-40",0.15,0
"1332",50,"40-40",0.175,0
"1333",50,"40-40",0.2,0
"1334",50,"40-40",0.225,1
"1335",50,"40-40",0.25,6
"1336",50,"40-40",0.275,7
"1337",50,"40-40",0.3,9
"1338",50,"40-40",0.325,27
"1339",50,"40-40",0.35,30
"1340",50,"40-40",0.375,31
"1341",50,"40-40",0.4,21
"1342",50,"40-40",0.425,5
"1343",50,"40-40",0.45,6
"1344",50,"40-40",0.475,1
"1345",50,"40-40",0.5,2
"1346",50,"40-40",0.525,0
"1347",50,"40-40",0.55,0
"1348",50,"40-40",0.575,0
"1349",50,"40-40",0.6,0
"1350",50,"40-40",0.625,0
"1351",50,"40-40",0.65,0
"1352",50,"40-40",0.675,0
"1353",50,"40-50",0.05,0
"1354",50,"40-50",0.075,0
"1355",50,"40-50",0.1,0
"1356",50,"40-50",0.125,0
"1357",50,"40-50",0.15,0
"1358",50,"40-50",0.175,1
"1359",50,"40-50",0.2,0
"1360",50,"40-50",0.225,4
"1361",50,"40-50",0.25,1
"1362",50,"40-50",0.275,3
"1363",50,"40-50",0.3,10
"1364",50,"40-50",0.325,9
"1365",50,"40-50",0.35,14
"1366",50,"40-50",0.375,18
"1367",50,"40-50",0.4,22
"1368",50,"40-50",0.425,14
"1369",50,"40-50",0.45,3
"1370",50,"40-50",0.475,2
"1371",50,"40-50",0.5,0
"1372",50,"40-50",0.525,1
"1373",50,"40-50",0.55,0
"1374",50,"40-50",0.575,0
"1375",50,"40-50",0.6,1
"1376",50,"40-50",0.625,0
"1377",50,"40-50",0.65,0
"1378",50,"40-50",0.675,0
"1379",50,"50-40",0.05,0
"1380",50,"50-40",0.075,0
"1381",50,"50-40",0.1,0
"1382",50,"50-40",0.125,0
"1383",50,"50-40",0.15,0
"1384",50,"50-40",0.175,0
"1385",50,"50-40",0.2,0
"1386",50,"50-40",0.225,2
"1387",50,"50-40",0.25,4
"1388",50,"50-40",0.275,4
"1389",50,"50-40",0.3,22
"1390",50,"50-40",0.325,25
"1391",50,"50-40",0.35,25
"1392",50,"50-40",0.375,21
"1393",50,"50-40",0.4,18
"1394",50,"50-40",0.425,7
"1395",50,"50-40",0.45,3
"1396",50,"50-40",0.475,0
"1397",50,"50-40",0.5,0
"1398",50,"50-40",0.525,0
"1399",50,"50-40",0.55,0
"1400",50,"50-40",0.575,0
"1401",50,"50-40",0.6,0
"1402",50,"50-40",0.625,0
"1403",50,"50-40",0.65,0
"1404",50,"50-40",0.675,0
"1405",40,"0-0",0.05,0
"1406",40,"0-0",0.075,0
"1407",40,"0-0",0.1,0
"1408",40,"0-0",0.125,0
"1409",40,"0-0",0.15,0
"1410",40,"0-0",0.175,0
"1411",40,"0-0",0.2,2
"1412",40,"0-0",0.225,4
"1413",40,"0-0",0.25,7
"1414",40,"0-0",0.275,13
"1415",40,"0-0",0.3,29
"1416",40,"0-0",0.325,40
"1417",40,"0-0",0.35,49
"1418",40,"0-0",0.375,39
"1419",40,"0-0",0.4,14
"1420",40,"0-0",0.425,5
"1421",40,"0-0",0.45,4
"1422",40,"0-0",0.475,1
"1423",40,"0-0",0.5,1
"1424",40,"0-0",0.525,0
"1425",40,"0-0",0.55,0
"1426",40,"0-0",0.575,0
"1427",40,"0-0",0.6,0
"1428",40,"0-0",0.625,0
"1429",40,"0-0",0.65,0
"1430",40,"0-0",0.675,0
"1431",40,"0-15",0.05,0
"1432",40,"0-15",0.075,0
"1433",40,"0-15",0.1,0
"1434",40,"0-15",0.125,0
"1435",40,"0-15",0.15,0
"1436",40,"0-15",0.175,3
"1437",40,"0-15",0.2,0
"1438",40,"0-15",0.225,0
"1439",40,"0-15",0.25,3
"1440",40,"0-15",0.275,7
"1441",40,"0-15",0.3,15
"1442",40,"0-15",0.325,22
"1443",40,"0-15",0.35,39
"1444",40,"0-15",0.375,29
"1445",40,"0-15",0.4,22
"1446",40,"0-15",0.425,8
"1447",40,"0-15",0.45,4
"1448",40,"0-15",0.475,3
"1449",40,"0-15",0.5,1
"1450",40,"0-15",0.525,1
"1451",40,"0-15",0.55,0
"1452",40,"0-15",0.575,0
"1453",40,"0-15",0.6,0
"1454",40,"0-15",0.625,0
"1455",40,"0-15",0.65,0
"1456",40,"0-15",0.675,0
"1457",40,"0-30",0.05,0
"1458",40,"0-30",0.075,0
"1459",40,"0-30",0.1,0
"1460",40,"0-30",0.125,0
"1461",40,"0-30",0.15,0
"1462",40,"0-30",0.175,0
"1463",40,"0-30",0.2,0
"1464",40,"0-30",0.225,1
"1465",40,"0-30",0.25,4
"1466",40,"0-30",0.275,4
"1467",40,"0-30",0.3,6
"1468",40,"0-30",0.325,13
"1469",40,"0-30",0.35,15
"1470",40,"0-30",0.375,16
"1471",40,"0-30",0.4,15
"1472",40,"0-30",0.425,18
"1473",40,"0-30",0.45,4
"1474",40,"0-30",0.475,4
"1475",40,"0-30",0.5,2
"1476",40,"0-30",0.525,1
"1477",40,"0-30",0.55,0
"1478",40,"0-30",0.575,0
"1479",40,"0-30",0.6,0
"1480",40,"0-30",0.625,0
"1481",40,"0-30",0.65,0
"1482",40,"0-30",0.675,0
"1483",40,"0-40",0.05,0
"1484",40,"0-40",0.075,0
"1485",40,"0-40",0.1,0
"1486",40,"0-40",0.125,0
"1487",40,"0-40",0.15,0
"1488",40,"0-40",0.175,0
"1489",40,"0-40",0.2,0
"1490",40,"0-40",0.225,0
"1491",40,"0-40",0.25,2
"1492",40,"0-40",0.275,1
"1493",40,"0-40",0.3,7
"1494",40,"0-40",0.325,2
"1495",40,"0-40",0.35,11
"1496",40,"0-40",0.375,4
"1497",40,"0-40",0.4,4
"1498",40,"0-40",0.425,7
"1499",40,"0-40",0.45,6
"1500",40,"0-40",0.475,6
"1501",40,"0-40",0.5,3
"1502",40,"0-40",0.525,0
"1503",40,"0-40",0.55,1
"1504",40,"0-40",0.575,0
"1505",40,"0-40",0.6,0
"1506",40,"0-40",0.625,0
"1507",40,"0-40",0.65,0
"1508",40,"0-40",0.675,0
"1509",40,"15-0",0.05,0
"1510",40,"15-0",0.075,0
"1511",40,"15-0",0.1,0
"1512",40,"15-0",0.125,0
"1513",40,"15-0",0.15,1
"1514",40,"15-0",0.175,0
"1515",40,"15-0",0.2,1
"1516",40,"15-0",0.225,2
"1517",40,"15-0",0.25,9
"1518",40,"15-0",0.275,13
"1519",40,"15-0",0.3,17
"1520",40,"15-0",0.325,39
"1521",40,"15-0",0.35,53
"1522",40,"15-0",0.375,30
"1523",40,"15-0",0.4,15
"1524",40,"15-0",0.425,5
"1525",40,"15-0",0.45,2
"1526",40,"15-0",0.475,0
"1527",40,"15-0",0.5,0
"1528",40,"15-0",0.525,0
"1529",40,"15-0",0.55,0
"1530",40,"15-0",0.575,0
"1531",40,"15-0",0.6,0
"1532",40,"15-0",0.625,0
"1533",40,"15-0",0.65,0
"1534",40,"15-0",0.675,0
"1535",40,"15-15",0.05,0
"1536",40,"15-15",0.075,0
"1537",40,"15-15",0.1,0
"1538",40,"15-15",0.125,0
"1539",40,"15-15",0.15,1
"1540",40,"15-15",0.175,0
"1541",40,"15-15",0.2,2
"1542",40,"15-15",0.225,5
"1543",40,"15-15",0.25,5
"1544",40,"15-15",0.275,13
"1545",40,"15-15",0.3,22
"1546",40,"15-15",0.325,48
"1547",40,"15-15",0.35,29
"1548",40,"15-15",0.375,21
"1549",40,"15-15",0.4,14
"1550",40,"15-15",0.425,7
"1551",40,"15-15",0.45,2
"1552",40,"15-15",0.475,0
"1553",40,"15-15",0.5,0
"1554",40,"15-15",0.525,0
"1555",40,"15-15",0.55,0
"1556",40,"15-15",0.575,0
"1557",40,"15-15",0.6,0
"1558",40,"15-15",0.625,0
"1559",40,"15-15",0.65,0
"1560",40,"15-15",0.675,0
"1561",40,"15-30",0.05,0
"1562",40,"15-30",0.075,0
"1563",40,"15-30",0.1,0
"1564",40,"15-30",0.125,0
"1565",40,"15-30",0.15,0
"1566",40,"15-30",0.175,0
"1567",40,"15-30",0.2,0
"1568",40,"15-30",0.225,1
"1569",40,"15-30",0.25,2
"1570",40,"15-30",0.275,5
"1571",40,"15-30",0.3,12
"1572",40,"15-30",0.325,19
"1573",40,"15-30",0.35,26
"1574",40,"15-30",0.375,23
"1575",40,"15-30",0.4,23
"1576",40,"15-30",0.425,10
"1577",40,"15-30",0.45,4
"1578",40,"15-30",0.475,4
"1579",40,"15-30",0.5,3
"1580",40,"15-30",0.525,1
"1581",40,"15-30",0.55,0
"1582",40,"15-30",0.575,1
"1583",40,"15-30",0.6,0
"1584",40,"15-30",0.625,0
"1585",40,"15-30",0.65,0
"1586",40,"15-30",0.675,0
"1587",40,"15-40",0.05,0
"1588",40,"15-40",0.075,0
"1589",40,"15-40",0.1,0
"1590",40,"15-40",0.125,0
"1591",40,"15-40",0.15,0
"1592",40,"15-40",0.175,0
"1593",40,"15-40",0.2,0
"1594",40,"15-40",0.225,4
"1595",40,"15-40",0.25,4
"1596",40,"15-40",0.275,4
"1597",40,"15-40",0.3,11
"1598",40,"15-40",0.325,20
"1599",40,"15-40",0.35,12
"1600",40,"15-40",0.375,15
"1601",40,"15-40",0.4,13
"1602",40,"15-40",0.425,7
"1603",40,"15-40",0.45,5
"1604",40,"15-40",0.475,3
"1605",40,"15-40",0.5,4
"1606",40,"15-40",0.525,1
"1607",40,"15-40",0.55,0
"1608",40,"15-40",0.575,0
"1609",40,"15-40",0.6,0
"1610",40,"15-40",0.625,0
"1611",40,"15-40",0.65,0
"1612",40,"15-40",0.675,0
"1613",40,"30-0",0.05,0
"1614",40,"30-0",0.075,0
"1615",40,"30-0",0.1,0
"1616",40,"30-0",0.125,0
"1617",40,"30-0",0.15,1
"1618",40,"30-0",0.175,1
"1619",40,"30-0",0.2,4
"1620",40,"30-0",0.225,5
"1621",40,"30-0",0.25,7
"1622",40,"30-0",0.275,25
"1623",40,"30-0",0.3,39
"1624",40,"30-0",0.325,37
"1625",40,"30-0",0.35,25
"1626",40,"30-0",0.375,13
"1627",40,"30-0",0.4,4
"1628",40,"30-0",0.425,4
"1629",40,"30-0",0.45,1
"1630",40,"30-0",0.475,0
"1631",40,"30-0",0.5,0
"1632",40,"30-0",0.525,0
"1633",40,"30-0",0.55,0
"1634",40,"30-0",0.575,0
"1635",40,"30-0",0.6,0
"1636",40,"30-0",0.625,0
"1637",40,"30-0",0.65,0
"1638",40,"30-0",0.675,0
"1639",40,"30-15",0.05,0
"1640",40,"30-15",0.075,0
"1641",40,"30-15",0.1,0
"1642",40,"30-15",0.125,0
"1643",40,"30-15",0.15,0
"1644",40,"30-15",0.175,0
"1645",40,"30-15",0.2,0
"1646",40,"30-15",0.225,4
"1647",40,"30-15",0.25,6
"1648",40,"30-15",0.275,11
"1649",40,"30-15",0.3,26
"1650",40,"30-15",0.325,32
"1651",40,"30-15",0.35,39
"1652",40,"30-15",0.375,22
"1653",40,"30-15",0.4,13
"1654",40,"30-15",0.425,7
"1655",40,"30-15",0.45,2
"1656",40,"30-15",0.475,2
"1657",40,"30-15",0.5,1
"1658",40,"30-15",0.525,1
"1659",40,"30-15",0.55,0
"1660",40,"30-15",0.575,0
"1661",40,"30-15",0.6,0
"1662",40,"30-15",0.625,0
"1663",40,"30-15",0.65,0
"1664",40,"30-15",0.675,0
"1665",40,"30-30",0.05,0
"1666",40,"30-30",0.075,0
"1667",40,"30-30",0.1,0
"1668",40,"30-30",0.125,0
"1669",40,"30-30",0.15,0
"1670",40,"30-30",0.175,0
"1671",40,"30-30",0.2,2
"1672",40,"30-30",0.225,0
"1673",40,"30-30",0.25,5
"1674",40,"30-30",0.275,15
"1675",40,"30-30",0.3,23
"1676",40,"30-30",0.325,25
"1677",40,"30-30",0.35,29
"1678",40,"30-30",0.375,20
"1679",40,"30-30",0.4,12
"1680",40,"30-30",0.425,9
"1681",40,"30-30",0.45,3
"1682",40,"30-30",0.475,0
"1683",40,"30-30",0.5,1
"1684",40,"30-30",0.525,1
"1685",40,"30-30",0.55,1
"1686",40,"30-30",0.575,0
"1687",40,"30-30",0.6,0
"1688",40,"30-30",0.625,0
"1689",40,"30-30",0.65,0
"1690",40,"30-30",0.675,0
"1691",40,"30-40",0.05,0
"1692",40,"30-40",0.075,0
"1693",40,"30-40",0.1,0
"1694",40,"30-40",0.125,0
"1695",40,"30-40",0.15,0
"1696",40,"30-40",0.175,1
"1697",40,"30-40",0.2,0
"1698",40,"30-40",0.225,3
