returnername,gamescore,returnPointProbability,returnPointFreq,opponentScore,playerScore
Joao Sousa,106-101,0,2,8,7
Joao Sousa,106-102,1,1,8,7
Joao Sousa,106-103,.5,2,8,7
Joao Sousa,106-104,.66666669,3,8,7
Joao Sousa,106-105,.60000002,5,8,7
Joao Sousa,106-106,.14285715,7,8,8
Joao Sousa,106-107,0,1,8,8
Joao Sousa,107-107,1,1,8,8
Joao Sousa,107-108,.33333334,3,8,8
Joao Sousa,108-108,0,2,8,8
Joao Sousa,109-110,1,1,8,8
Joao Sousa,110-109,0,1,8,8
Joao Sousa,15-0,.3638393,448,1,0
Joao Sousa,15-15,.40476191,336,1,1
Joao Sousa,15-30,.34759358,187,1,2
Joao Sousa,15-40,.38461539,91,1,3
Joao Sousa,30-0,.37192982,285,2,0
Joao Sousa,30-15,.37908497,306,2,1
Joao Sousa,30-30,.36134455,238,2,2
Joao Sousa,30-40,.38732395,142,2,3
Joao Sousa,40-0,.37430167,179,3,0
Joao Sousa,40-15,.32295719,257,3,1
Joao Sousa,40-30,.35319149,235,3,2
Joao Sousa,40-40,.38801262,317,3,3
Joao Sousa,40-50,.39837399,123,3,4
Joao Sousa,50-40,.37628865,194,4,3
Kei Nishikori,0-0,.35851473,781,0,0
Kei Nishikori,0-15,.39285713,280,0,1
Kei Nishikori,0-30,.38181818,110,0,2
Kei Nishikori,0-40,.40476191,42,0,3
Kei Nishikori,100-100,.35714287,14,7,7
Kei Nishikori,100-101,1,2,7,7
Kei Nishikori,100-102,1,2,7,7
Kei Nishikori,100-103,.66666669,3,7,7
Kei Nishikori,100-104,.5,2,7,7
Kei Nishikori,100-105,1,2,7,7
Kei Nishikori,100-106,.5,2,7,8
Kei Nishikori,101-100,.66666669,3,7,7
Kei Nishikori,101-101,1,2,7,7
Kei Nishikori,101-102,.16666667,6,7,7
Kei Nishikori,101-103,0,2,7,7
Kei Nishikori,101-104,1,1,7,7
Kei Nishikori,101-105,0,1,7,7
Kei Nishikori,101-106,0,1,7,8
Kei Nishikori,102-100,0,1,7,7
Kei Nishikori,102-101,.60000002,5,7,7
Kei Nishikori,102-102,.25,8,7,7
Kei Nishikori,102-103,0,1,7,7
Kei Nishikori,102-105,.66666669,3,7,7
Kei Nishikori,102-106,0,3,7,8
Kei Nishikori,103-101,.5,2,7,7
Kei Nishikori,103-102,0,1,7,7
Kei Nishikori,103-103,1,1,7,7
Kei Nishikori,103-104,0,7,7,7
Kei Nishikori,103-105,1,1,7,7
Kei Nishikori,103-106,1,2,7,8
Kei Nishikori,104-102,0,1,7,7
Kei Nishikori,104-103,.5,2,7,7
Kei Nishikori,104-104,.375,8,7,7
Kei Nishikori,105-102,0,1,7,7
Kei Nishikori,105-103,0,1,7,7
Kei Nishikori,105-104,0,1,7,7
Kei Nishikori,105-106,.25,4,7,8
Kei Nishikori,106-102,0,1,8,7
Kei Nishikori,106-104,1,1,8,7
Kei Nishikori,106-105,.66666669,3,8,7
Kei Nishikori,106-106,.2,5,8,8
Kei Nishikori,106-107,1,1,8,8
Kei Nishikori,107-108,0,2,8,8
Kei Nishikori,108-107,0,1,8,8
Kei Nishikori,108-108,.5,2,8,8
Kei Nishikori,109-110,0,1,8,8
Kei Nishikori,110-110,0,1,8,8
Kei Nishikori,15-0,.36726546,501,1,0
Kei Nishikori,15-15,.30790961,354,1,1
Kei Nishikori,15-30,.37853107,177,1,2
Kei Nishikori,15-40,.36956522,92,1,3
Kei Nishikori,30-0,.34384859,317,2,0
Kei Nishikori,30-15,.34745762,354,2,1
Kei Nishikori,30-30,.40343347,233,2,2
Kei Nishikori,30-40,.42105263,152,2,3
Kei Nishikori,40-0,.375,208,3,0
Kei Nishikori,40-15,.33333334,309,3,1
Kei Nishikori,40-30,.4214876,242,3,2
Kei Nishikori,40-40,.40712467,393,3,3
Kei Nishikori,40-50,.35624999,160,3,4
Kei Nishikori,50-40,.42918456,233,4,3
Guilherme Clezar,0-0,.40476191,42,0,0
Guilherme Clezar,0-15,.35294119,17,0,1
Guilherme Clezar,0-30,.5,6,0,2
Guilherme Clezar,0-40,.66666669,3,0,3
Guilherme Clezar,101-100,1,1,7,7
Guilherme Clezar,101-101,0,1,7,7
Guilherme Clezar,103-102,1,1,7,7
Guilherme Clezar,103-103,0,1,7,7
Guilherme Clezar,105-104,1,1,7,7
Guilherme Clezar,105-105,0,1,7,7
Guilherme Clezar,107-106,1,1,8,8
Guilherme Clezar,107-107,1,1,8,8
Guilherme Clezar,15-0,.63999999,25,1,0
Guilherme Clezar,15-15,.4074074,27,1,1
Guilherme Clezar,15-30,.35714287,14,1,2
Guilherme Clezar,15-40,.66666669,6,1,3
Guilherme Clezar,30-0,.33333334,9,2,0
Guilherme Clezar,30-15,.2631579,19,2,1
Guilherme Clezar,30-30,.21428572,14,2,2
Guilherme Clezar,30-40,.60000002,5,2,3
Guilherme Clezar,40-0,.16666667,6,3,0
Guilherme Clezar,40-15,.26666668,15,3,1
Guilherme Clezar,40-30,.40000001,15,3,2
Guilherme Clezar,40-40,.5,16,3,3
Guilherme Clezar,40-50,.375,8,3,4
Guilherme Clezar,50-40,.375,8,4,3
Blaz Rola,0-0,.37272727,110,0,0
Blaz Rola,0-15,.48780489,41,0,1
Blaz Rola,0-30,.34999999,20,0,2
Blaz Rola,0-40,.2857143,7,0,3
Blaz Rola,100-101,0,2,7,7
Blaz Rola,101-100,.25,4,7,7
Blaz Rola,101-101,1,3,7,7
Blaz Rola,101-104,.5,2,7,7
Blaz Rola,101-105,1,1,7,7
Blaz Rola,102-100,0,3,7,7
Blaz Rola,102-103,1,1,7,7
Blaz Rola,102-104,.5,2,7,7
Blaz Rola,103-102,0,2,7,7
Blaz Rola,103-106,0,3,7,8
Blaz Rola,104-101,0,1,7,7
Blaz Rola,104-102,0,2,7,7
Blaz Rola,104-106,0,3,7,8
Blaz Rola,105-101,0,1,7,7
Blaz Rola,106-103,0,2,8,7
Blaz Rola,107-106,1,2,8,8
Blaz Rola,107-107,0,2,8,8
Blaz Rola,109-108,1,1,8,8
Blaz Rola,109-109,1,1,8,8
Blaz Rola,15-0,.46376812,69,1,0
Blaz Rola,15-15,.33962265,53,1,1
Blaz Rola,15-30,.29032257,31,1,2
Blaz Rola,15-40,.14285715,14,1,3
Blaz Rola,30-0,.4054054,37,2,0
Blaz Rola,30-15,.23999999,50,2,1
Blaz Rola,30-30,.61764705,34,2,2
Blaz Rola,30-40,.33333334,33,2,3
Blaz Rola,40-0,.5,22,3,0
Blaz Rola,40-15,.34693879,49,3,1
Blaz Rola,40-30,.33333334,30,3,2
Blaz Rola,40-40,.33333334,57,3,3
Blaz Rola,40-50,.47368422,19,3,4
Blaz Rola,50-40,.39473686,38,4,3
Martin Fischer,0-0,.21428572,14,0,0
Martin Fischer,0-15,.33333334,3,0,1
Martin Fischer,0-30,0,1,0,2
Martin Fischer,15-0,.27272728,11,1,0
Martin Fischer,15-15,.60000002,5,1,1
Martin Fischer,15-30,.75,4,1,2
Martin Fischer,15-40,.66666669,3,1,3
Martin Fischer,30-0,.5,8,2,0
Martin Fischer,30-15,.33333334,6,2,1
Martin Fischer,30-30,.33333334,3,2,2
Martin Fischer,30-40,0,2,2,3
Martin Fischer,40-0,.5,4,3,0
Martin Fischer,40-15,.33333334,6,3,1
Martin Fischer,40-30,.5,4,3,2
Martin Fischer,40-40,.25,4,3,3
Martin Fischer,40-50,1,1,3,4
Martin Fischer,50-40,0,3,4,3
John-Patrick Smith,0-0,.27906978,86,0,0
John-Patrick Smith,0-15,.25,24,0,1
John-Patrick Smith,0-30,.16666667,6,0,2
John-Patrick Smith,0-40,0,1,0,3
John-Patrick Smith,100-100,0,1,7,7
John-Patrick Smith,101-100,.5,2,7,7
John-Patrick Smith,101-101,1,1,7,7
John-Patrick Smith,102-100,1,1,7,7
John-Patrick Smith,102-103,1,1,7,7
John-Patrick Smith,102-104,1,1,7,7
John-Patrick Smith,103-100,0,1,7,7
John-Patrick Smith,103-102,0,1,7,7
John-Patrick Smith,104-100,1,1,7,7
John-Patrick Smith,104-102,1,1,7,7
John-Patrick Smith,104-103,0,1,7,7
John-Patrick Smith,105-103,1,1,7,7
John-Patrick Smith,105-104,0,1,7,7
John-Patrick Smith,106-104,0,1,8,7
John-Patrick Smith,15-0,.32258064,62,1,0
John-Patrick Smith,15-15,.52631581,38,1,1
John-Patrick Smith,15-30,.47999999,25,1,2
John-Patrick Smith,15-40,.46153846,13,1,3
John-Patrick Smith,30-0,.2857143,42,2,0
John-Patrick Smith,30-15,.30000001,30,2,1
John-Patrick Smith,30-30,.27272728,22,2,2
John-Patrick Smith,30-40,.38461539,13,2,3
John-Patrick Smith,40-0,.16666667,30,3,0
John-Patrick Smith,40-15,.34615386,26,3,1
John-Patrick Smith,40-30,.28,25,3,2
John-Patrick Smith,40-40,.375,32,3,3
John-Patrick Smith,40-50,.25,12,3,4
John-Patrick Smith,50-40,.40000001,20,4,3
Lukas Rosol,0-0,.33789063,512,0,0
Lukas Rosol,0-15,.41040462,173,0,1
Lukas Rosol,0-30,.36619717,71,0,2
Lukas Rosol,0-40,.34615386,26,0,3
Lukas Rosol,100-100,.625,8,7,7
Lukas Rosol,100-101,.5,8,7,7
Lukas Rosol,100-102,.25,4,7,7
Lukas Rosol,100-103,.33333334,3,7,7
Lukas Rosol,100-104,1,1,7,7
Lukas Rosol,101-100,.25,4,7,7
Lukas Rosol,101-101,.2,5,7,7
Lukas Rosol,101-102,0,2,7,7
Lukas Rosol,101-103,0,2,7,7
Lukas Rosol,101-104,1,2,7,7
Lukas Rosol,101-105,0,2,7,7
Lukas Rosol,102-100,.33333334,3,7,7
Lukas Rosol,102-101,0,1,7,7
Lukas Rosol,102-102,0,2,7,7
Lukas Rosol,102-103,.80000001,5,7,7
Lukas Rosol,102-104,.5,4,7,7
Lukas Rosol,102-105,.5,2,7,7
Lukas Rosol,102-106,0,1,7,8
Lukas Rosol,103-100,1,2,7,7
Lukas Rosol,103-101,0,3,7,7
Lukas Rosol,103-102,.2,5,7,7
Lukas Rosol,103-103,0,2,7,7
Lukas Rosol,103-104,0,1,7,7
Lukas Rosol,103-105,0,1,7,7
Lukas Rosol,103-106,0,1,7,8
Lukas Rosol,104-102,.5,4,7,7
Lukas Rosol,104-103,0,2,7,7
Lukas Rosol,104-104,0,1,7,7
Lukas Rosol,104-105,.66666669,3,7,7
Lukas Rosol,104-106,1,3,7,8
Lukas Rosol,105-103,.5,2,7,7
Lukas Rosol,105-104,.25,4,7,7
Lukas Rosol,105-105,.5,2,7,7
Lukas Rosol,106-101,.5,2,8,7
Lukas Rosol,106-102,0,1,8,7
Lukas Rosol,106-103,0,2,8,7
Lukas Rosol,106-104,.33333334,3,8,7
Lukas Rosol,106-105,.5,2,8,7
Lukas Rosol,106-106,0,1,8,8
Lukas Rosol,106-107,1,1,8,8
Lukas Rosol,107-106,.5,2,8,8
Lukas Rosol,107-107,0,1,8,8
Lukas Rosol,107-108,1,1,8,8
Lukas Rosol,15-0,.33923304,339,1,0
Lukas Rosol,15-15,.359447,217,1,1
Lukas Rosol,15-30,.36585367,123,1,2
Lukas Rosol,15-40,.41935483,62,1,3
Lukas Rosol,30-0,.3080357,224,2,0
Lukas Rosol,30-15,.35096154,208,2,1
Lukas Rosol,30-30,.36423841,151,2,2
Lukas Rosol,30-40,.47252747,91,2,3
Lukas Rosol,40-0,.28387097,155,3,0
Lukas Rosol,40-15,.36871508,179,3,1
Lukas Rosol,40-30,.31481481,162,3,2
Lukas Rosol,40-40,.42631578,190,3,3
Lukas Rosol,40-50,.35802469,81,3,4
Lukas Rosol,50-40,.35779816,109,4,3
David Ferrer,0-0,.40878829,751,0,0
David Ferrer,0-15,.40716612,307,0,1
David Ferrer,0-30,.40000001,125,0,2
David Ferrer,0-40,.41999999,50,0,3
David Ferrer,100-100,1,2,7,7
David Ferrer,100-101,.38461539,13,7,7
David Ferrer,100-102,.40000001,5,7,7
David Ferrer,101-100,.33333334,6,7,7
David Ferrer,101-101,.30000001,10,7,7
David Ferrer,101-102,.5,2,7,7
David Ferrer,101-103,1,1,7,7
David Ferrer,101-104,.5,2,7,7
David Ferrer,101-105,0,1,7,7
David Ferrer,102-100,0,4,7,7
David Ferrer,102-102,1,1,7,7
David Ferrer,102-103,.40000001,5,7,7
David Ferrer,102-104,.33333334,3,7,7
David Ferrer,102-105,.5,2,7,7
David Ferrer,102-106,0,1,7,8
David Ferrer,103-102,.44444445,9,7,7
David Ferrer,103-103,.71428573,7,7,7
David Ferrer,103-105,0,1,7,7
David Ferrer,103-106,.16666667,6,7,8
David Ferrer,104-101,0,3,7,7
David Ferrer,104-102,.40000001,5,7,7
David Ferrer,104-105,0,3,7,7
David Ferrer,104-106,.40000001,5,7,8
David Ferrer,105-101,0,3,7,7
David Ferrer,105-104,.25,4,7,7
David Ferrer,105-105,.25,4,7,7
David Ferrer,105-106,0,1,7,8
David Ferrer,106-103,.66666669,3,8,7
David Ferrer,106-104,.2,5,8,7
David Ferrer,106-106,1,1,8,8
David Ferrer,107-106,0,3,8,8
David Ferrer,15-0,.4099099,444,1,0
David Ferrer,15-15,.34340659,364,1,1
David Ferrer,15-30,.43000001,200,1,2
David Ferrer,15-40,.40869564,115,1,3
David Ferrer,30-0,.37404579,262,2,0
David Ferrer,30-15,.43026707,337,2,1
David Ferrer,30-30,.38996139,259,2,2
David Ferrer,30-40,.39053255,169,2,3
David Ferrer,40-0,.42682928,164,3,0
David Ferrer,40-15,.31679389,262,3,1
David Ferrer,40-30,.38174275,241,3,2
David Ferrer,40-40,.43431637,373,3,3
David Ferrer,40-50,.43209878,162,3,4
David Ferrer,50-40,.40758294,211,4,3
Ryan Harrison,0-0,.33757961,157,0,0
Ryan Harrison,0-15,.3773585,53,0,1
Ryan Harrison,0-30,.34999999,20,0,2
Ryan Harrison,0-40,.71428573,7,0,3
Ryan Harrison,100-100,.5,2,7,7
Ryan Harrison,100-101,.66666669,3,7,7
Ryan Harrison,100-102,.5,2,7,7
Ryan Harrison,100-105,1,1,7,7
Ryan Harrison,100-106,1,1,7,8
Ryan Harrison,101-100,.25,4,7,7
Ryan Harrison,101-101,0,2,7,7
Ryan Harrison,101-102,0,1,7,7
Ryan Harrison,102-100,0,3,7,7
Ryan Harrison,102-101,1,1,7,7
Ryan Harrison,102-102,1,2,7,7
Ryan Harrison,102-103,.5,2,7,7
Ryan Harrison,102-104,1,1,7,7
Ryan Harrison,102-105,.5,2,7,7
Ryan Harrison,102-106,0,1,7,8
Ryan Harrison,103-103,1,1,7,7
Ryan Harrison,103-105,1,1,7,7
Ryan Harrison,103-106,1,1,7,8
Ryan Harrison,104-101,.5,4,7,7
Ryan Harrison,104-102,.5,2,7,7
Ryan Harrison,104-105,0,1,7,7
Ryan Harrison,105-101,.5,2,7,7
Ryan Harrison,105-104,0,1,7,7
Ryan Harrison,105-105,1,1,7,7
Ryan Harrison,106-103,0,2,8,7
Ryan Harrison,106-104,0,1,8,7
Ryan Harrison,15-0,.46153846,104,1,0
Ryan Harrison,15-15,.38271606,81,1,1
Ryan Harrison,15-30,.36363637,44,1,2
Ryan Harrison,15-40,.16666667,18,1,3
Ryan Harrison,30-0,.26785713,56,2,0
Ryan Harrison,30-15,.30769232,65,2,1
Ryan Harrison,30-30,.5,48,2,2
Ryan Harrison,30-40,.38461539,39,2,3
Ryan Harrison,40-0,.2682927,41,3,0
Ryan Harrison,40-15,.26785713,56,3,1
Ryan Harrison,40-30,.35897437,39,3,2
Ryan Harrison,40-40,.34666666,75,3,3
Ryan Harrison,40-50,.34615386,26,3,4
Ryan Harrison,50-40,.40816328,49,4,3
Fabio Fognini,0-0,.40775195,645,0,0
Fabio Fognini,0-15,.43726236,263,0,1
Fabio Fognini,0-30,.48695651,115,0,2
Fabio Fognini,0-40,.30357143,56,0,3
Fabio Fognini,100-100,.42857143,14,7,7
Fabio Fognini,100-101,.5,6,7,7
Fabio Fognini,100-102,.66666669,3,7,7
Fabio Fognini,100-103,.66666669,3,7,7
Fabio Fognini,100-104,1,2,7,7
Fabio Fognini,101-101,.33333334,3,7,7
Fabio Fognini,101-102,.60000002,5,7,7
Fabio Fognini,101-103,.75,4,7,7
Fabio Fognini,101-104,0,1,7,7
Fabio Fognini,101-106,.25,4,7,8
Fabio Fognini,102-101,1,4,7,7
Fabio Fognini,102-102,.5,6,7,7
Fabio Fognini,102-103,0,3,7,7
Fabio Fognini,102-104,0,1,7,7
Fabio Fognini,102-105,0,2,7,7
Fabio Fognini,102-106,.66666669,3,7,8
Fabio Fognini,103-100,0,2,7,7
Fabio Fognini,103-102,.5,2,7,7
Fabio Fognini,103-103,.25,4,7,7
Fabio Fognini,103-104,0,1,7,7
Fabio Fognini,103-105,.5,2,7,7
Fabio Fognini,103-106,0,2,7,8
Fabio Fognini,104-100,0,2,7,7
Fabio Fognini,104-102,0,1,7,7
Fabio Fognini,104-103,.66666669,3,7,7
Fabio Fognini,104-104,.33333334,3,7,7
Fabio Fognini,104-105,0,1,7,7
Fabio Fognini,104-106,0,2,7,8
Fabio Fognini,105-102,0,1,7,7
Fabio Fognini,105-103,1,1,7,7
Fabio Fognini,105-104,.5,2,7,7
Fabio Fognini,105-105,.5,2,7,7
Fabio Fognini,105-106,.5,4,7,8
Fabio Fognini,106-101,1,1,8,7
Fabio Fognini,106-102,0,2,8,7
Fabio Fognini,106-103,0,1,8,7
Fabio Fognini,106-104,0,1,8,7
Fabio Fognini,106-105,1,1,8,7
Fabio Fognini,106-106,0,3,8,8
Fabio Fognini,106-107,.66666669,3,8,8
Fabio Fognini,107-106,1,1,8,8
Fabio Fognini,107-107,.5,2,8,8
Fabio Fognini,107-108,0,1,8,8
Fabio Fognini,108-107,1,2,8,8
Fabio Fognini,108-108,.33333334,3,8,8
Fabio Fognini,109-108,0,1,8,8
Fabio Fognini,109-110,1,1,8,8
Fabio Fognini,110-109,.5,2,8,8
Fabio Fognini,110-110,0,1,8,8
Fabio Fognini,15-0,.35078534,382,1,0
Fabio Fognini,15-15,.36524823,282,1,1
Fabio Fognini,15-30,.4074074,162,1,2
Fabio Fognini,15-40,.37142858,105,1,3
Fabio Fognini,30-0,.35080644,248,2,0
Fabio Fognini,30-15,.42105263,266,2,1
Fabio Fognini,30-30,.38461539,208,2,2
Fabio Fognini,30-40,.4041096,146,2,3
Fabio Fognini,40-0,.3167702,161,3,0
Fabio Fognini,40-15,.38536584,205,3,1
Fabio Fognini,40-30,.37681159,207,3,2
Fabio Fognini,40-40,.42333335,300,3,3
Fabio Fognini,40-50,.43307087,127,3,4
Fabio Fognini,50-40,.36416185,173,4,3
Sergiy Stakhovsky,0-0,.35512367,566,0,0
Sergiy Stakhovsky,0-15,.41791046,201,0,1
Sergiy Stakhovsky,0-30,.34523809,84,0,2
Sergiy Stakhovsky,0-40,.31034482,29,0,3
Sergiy Stakhovsky,100-100,.45454547,11,7,7
Sergiy Stakhovsky,100-101,.5,2,7,7
Sergiy Stakhovsky,100-102,1,1,7,7
Sergiy Stakhovsky,100-103,0,1,7,7
Sergiy Stakhovsky,101-100,.5,2,7,7
Sergiy Stakhovsky,101-101,0,2,7,7
Sergiy Stakhovsky,101-102,0,5,7,7
Sergiy Stakhovsky,101-103,0,1,7,7
Sergiy Stakhovsky,101-104,1,1,7,7
Sergiy Stakhovsky,101-105,0,1,7,7
Sergiy Stakhovsky,102-100,0,1,7,7
Sergiy Stakhovsky,102-101,.5,4,7,7
Sergiy Stakhovsky,102-102,.14285715,7,7,7
Sergiy Stakhovsky,102-103,1,1,7,7
Sergiy Stakhovsky,102-104,1,1,7,7
Sergiy Stakhovsky,102-105,1,1,7,7
Sergiy Stakhovsky,102-106,1,1,7,8
Sergiy Stakhovsky,103-100,1,1,7,7
Sergiy Stakhovsky,103-101,.33333334,3,7,7
Sergiy Stakhovsky,103-102,0,1,7,7
Sergiy Stakhovsky,103-104,.33333334,6,7,7
Sergiy Stakhovsky,103-105,1,2,7,7
Sergiy Stakhovsky,103-106,1,1,7,8
Sergiy Stakhovsky,104-101,1,1,7,7
Sergiy Stakhovsky,104-102,0,2,7,7
Sergiy Stakhovsky,104-103,.5,2,7,7
Sergiy Stakhovsky,104-104,.60000002,5,7,7
Sergiy Stakhovsky,105-102,0,2,7,7
Sergiy Stakhovsky,105-103,0,1,7,7
Sergiy Stakhovsky,105-104,0,1,7,7
Sergiy Stakhovsky,105-106,1,1,7,8
Sergiy Stakhovsky,106-102,.5,2,8,7
Sergiy Stakhovsky,106-103,0,1,8,7
Sergiy Stakhovsky,106-104,0,1,8,7
Sergiy Stakhovsky,106-105,.66666669,3,8,7
Sergiy Stakhovsky,106-106,.5,2,8,8
Sergiy Stakhovsky,107-108,1,1,8,8
Sergiy Stakhovsky,15-0,.34246576,365,1,0
Sergiy Stakhovsky,15-15,.3429752,242,1,1
Sergiy Stakhovsky,15-30,.45652175,138,1,2
Sergiy Stakhovsky,15-40,.43373495,83,1,3
Sergiy Stakhovsky,30-0,.32083333,240,2,0
Sergiy Stakhovsky,30-15,.33898306,236,2,1
Sergiy Stakhovsky,30-30,.34838709,155,2,2
Sergiy Stakhovsky,30-40,.38613862,101,2,3
Sergiy Stakhovsky,40-0,.33128834,163,3,0
Sergiy Stakhovsky,40-15,.34285715,210,3,1
Sergiy Stakhovsky,40-30,.37572256,173,3,2
Sergiy Stakhovsky,40-40,.40074906,267,3,3
Sergiy Stakhovsky,40-50,.32710281,107,3,4
Sergiy Stakhovsky,50-40,.42500001,160,4,3
Andreas Seppi,0-0,.37228715,599,0,0
Andreas Seppi,0-15,.41255605,223,0,1
Andreas Seppi,0-30,.41304347,92,0,2
Andreas Seppi,0-40,.47368422,38,0,3
Andreas Seppi,100-100,.33333334,12,7,7
Andreas Seppi,100-101,.5,4,7,7
Andreas Seppi,100-102,0,2,7,7
Andreas Seppi,100-103,0,1,7,7
Andreas Seppi,101-100,0,3,7,7
Andreas Seppi,101-101,0,2,7,7
Andreas Seppi,101-102,.60000002,5,7,7
Andreas Seppi,101-103,.25,4,7,7
Andreas Seppi,101-104,0,2,7,7
Andreas Seppi,101-106,1,1,7,8
Andreas Seppi,102-100,0,3,7,7
Andreas Seppi,102-101,.40000001,5,7,7
Andreas Seppi,102-102,.75,4,7,7
Andreas Seppi,102-103,0,2,7,7
Andreas Seppi,102-104,0,2,7,7
Andreas Seppi,102-105,.5,2,7,7
Andreas Seppi,102-106,1,1,7,8
Andreas Seppi,103-100,1,1,7,7
Andreas Seppi,103-101,.25,4,7,7
Andreas Seppi,103-102,0,1,7,7
Andreas Seppi,103-103,0,2,7,7
Andreas Seppi,103-104,0,5,7,7
Andreas Seppi,103-105,1,1,7,7
Andreas Seppi,104-101,0,2,7,7
Andreas Seppi,104-102,0,1,7,7
Andreas Seppi,104-103,.33333334,3,7,7
Andreas Seppi,104-104,.66666669,6,7,7
Andreas Seppi,104-105,.5,2,7,7
Andreas Seppi,104-106,0,1,7,8
Andreas Seppi,105-101,.5,2,7,7
Andreas Seppi,105-102,0,1,7,7
Andreas Seppi,105-103,1,2,7,7
Andreas Seppi,105-104,0,2,7,7
Andreas Seppi,105-105,0,1,7,7
Andreas Seppi,105-106,.66666669,3,7,8
Andreas Seppi,106-102,1,1,8,7
Andreas Seppi,106-103,.5,2,8,7
Andreas Seppi,106-104,.66666669,3,8,7
Andreas Seppi,106-105,.5,2,8,7
Andreas Seppi,106-106,0,2,8,8
Andreas Seppi,107-106,0,1,8,8
Andreas Seppi,15-0,.37765959,376,1,0
Andreas Seppi,15-15,.35531136,273,1,1
Andreas Seppi,15-30,.39072847,151,1,2
Andreas Seppi,15-40,.36708862,79,1,3
Andreas Seppi,30-0,.36752138,234,2,0
Andreas Seppi,30-15,.37022901,262,2,1
Andreas Seppi,30-30,.37037036,189,2,2
Andreas Seppi,30-40,.42500001,120,2,3
Andreas Seppi,40-0,.39864865,148,3,0
Andreas Seppi,40-15,.3482143,224,3,1
Andreas Seppi,40-30,.36548224,197,3,2
Andreas Seppi,40-40,.31086141,267,3,3
Andreas Seppi,40-50,.36144578,83,3,4
Andreas Seppi,50-40,.39673913,184,4,3
Germain Gigounon,0-0,.61538464,13,0,0
Germain Gigounon,0-15,.375,8,0,1
Germain Gigounon,0-30,.33333334,3,0,2
Germain Gigounon,0-40,1,1,0,3
Germain Gigounon,15-0,.80000001,5,1,0
Germain Gigounon,15-15,.66666669,9,1,1
Germain Gigounon,15-30,.5,8,1,2
Germain Gigounon,15-40,.5,4,1,3
Germain Gigounon,30-0,0,1,2,0
Germain Gigounon,30-15,.33333334,3,2,1
Germain Gigounon,30-30,.40000001,5,2,2
Germain Gigounon,30-40,.75,4,2,3
Germain Gigounon,40-0,1,1,3,0
Germain Gigounon,40-15,.66666669,3,3,1
Germain Gigounon,40-30,0,5,3,2
Germain Gigounon,40-40,.33333334,3,3,3
Germain Gigounon,40-50,0,1,3,4
Germain Gigounon,50-40,.5,2,4,3
Rogerio Dutra Da Silva,0-0,.69999999,10,0,0
Rogerio Dutra Da Silva,0-15,.42857143,7,0,1
Rogerio Dutra Da Silva,0-30,0,3,0,2
Rogerio Dutra Da Silva,15-0,.33333334,3,1,0
Rogerio Dutra Da Silva,15-15,.2,5,1,1
Rogerio Dutra Da Silva,15-30,.75,4,1,2
Rogerio Dutra Da Silva,15-40,.66666669,3,1,3
Rogerio Dutra Da Silva,30-0,.5,2,2,0
Rogerio Dutra Da Silva,30-15,.2,5,2,1
Rogerio Dutra Da Silva,30-30,.5,2,2,2
Rogerio Dutra Da Silva,30-40,.5,2,2,3
Rogerio Dutra Da Silva,40-0,1,1,3,0
Rogerio Dutra Da Silva,40-15,.40000001,5,3,1
Rogerio Dutra Da Silva,40-30,.33333334,3,3,2
Rogerio Dutra Da Silva,40-40,0,2,3,3
Rogerio Dutra Da Silva,50-40,0,2,4,3
Malek Jaziri,0-0,.36000001,400,0,0
Malek Jaziri,0-15,.39583334,144,0,1
Malek Jaziri,0-30,.36842105,57,0,2
Malek Jaziri,0-40,.5714286,21,0,3
Malek Jaziri,100-100,.42857143,7,7,7
Malek Jaziri,100-101,.5,2,7,7
Malek Jaziri,100-102,0,1,7,7
Malek Jaziri,101-100,0,2,7,7
Malek Jaziri,101-101,0,1,7,7
Malek Jaziri,101-102,.33333334,3,7,7
Malek Jaziri,101-103,1,1,7,7
Malek Jaziri,101-106,1,1,7,8
Malek Jaziri,102-100,.5,2,7,7
Malek Jaziri,102-101,0,2,7,7
Malek Jaziri,102-102,0,2,7,7
Malek Jaziri,103-100,0,2,7,7
Malek Jaziri,103-101,.5,2,7,7
Malek Jaziri,103-102,.33333334,3,7,7
Malek Jaziri,103-103,1,1,7,7
Malek Jaziri,103-104,.5,2,7,7
Malek Jaziri,103-105,0,1,7,7
Malek Jaziri,104-100,.5,2,7,7
Malek Jaziri,104-101,1,1,7,7
Malek Jaziri,104-102,.33333334,3,7,7
Malek Jaziri,104-103,1,1,7,7
Malek Jaziri,104-104,0,2,7,7
Malek Jaziri,105-102,.5,2,7,7
Malek Jaziri,105-103,0,1,7,7
Malek Jaziri,105-104,.33333334,3,7,7
Malek Jaziri,105-105,0,1,7,7
Malek Jaziri,105-106,0,1,7,8
Malek Jaziri,106-101,0,1,8,7
Malek Jaziri,106-102,0,1,8,7
Malek Jaziri,106-103,0,1,8,7
Malek Jaziri,106-104,.5,2,8,7
Malek Jaziri,106-105,0,1,8,7
Malek Jaziri,106-106,1,1,8,8
Malek Jaziri,107-106,1,1,8,8
Malek Jaziri,107-107,0,1,8,8
Malek Jaziri,108-109,0,1,8,8
Malek Jaziri,109-109,0,1,8,8
Malek Jaziri,111-110,1,1,8,8
Malek Jaziri,111-111,1,1,8,8
Malek Jaziri,112-113,1,1,8,8
