returnername,gamescore,returnPointProbability,returnPointFreq,opponentScore,playerScore
Nick Kyrgios,104-103,.25,4,7,7
Nick Kyrgios,104-104,.33333334,3,7,7
Nick Kyrgios,104-105,0,3,7,7
Nick Kyrgios,105-101,1,1,7,7
Nick Kyrgios,105-102,0,3,7,7
Nick Kyrgios,105-103,.33333334,3,7,7
Nick Kyrgios,105-104,.66666669,3,7,7
Nick Kyrgios,105-105,.60000002,5,7,7
Nick Kyrgios,105-106,.33333334,9,7,8
Nick Kyrgios,106-101,1,2,8,7
Nick Kyrgios,106-102,.2,5,8,7
Nick Kyrgios,106-103,0,2,8,7
Nick Kyrgios,106-104,0,1,8,7
Nick Kyrgios,106-105,0,2,8,7
Nick Kyrgios,106-106,.16666667,6,8,8
Nick Kyrgios,107-106,0,1,8,8
Nick Kyrgios,107-108,0,1,8,8
Nick Kyrgios,108-107,0,2,8,8
Nick Kyrgios,108-108,1,1,8,8
Nick Kyrgios,109-110,0,1,8,8
Nick Kyrgios,110-110,0,1,8,8
Nick Kyrgios,111-112,0,1,8,8
Nick Kyrgios,112-112,1,1,8,8
Nick Kyrgios,15-0,.35694051,353,1,0
Nick Kyrgios,15-15,.367713,223,1,1
Nick Kyrgios,15-30,.33333334,114,1,2
Nick Kyrgios,15-40,.33962265,53,1,3
Nick Kyrgios,30-0,.24669604,227,2,0
Nick Kyrgios,30-15,.32487309,197,2,1
Nick Kyrgios,30-30,.27142859,140,2,2
Nick Kyrgios,30-40,.41095892,73,2,3
Nick Kyrgios,40-0,.39181286,171,3,0
Nick Kyrgios,40-15,.315,200,3,1
Nick Kyrgios,40-30,.30303031,165,3,2
Nick Kyrgios,40-40,.32748538,171,3,3
Nick Kyrgios,40-50,.30357143,56,3,4
Nick Kyrgios,50-40,.33913043,115,4,3
Switzerland Doubles,0-0,.41666666,24,0,0
Switzerland Doubles,0-15,.30000001,10,0,1
Switzerland Doubles,0-30,.33333334,3,0,2
Switzerland Doubles,0-40,0,1,0,3
Switzerland Doubles,100-101,0,1,7,7
Switzerland Doubles,101-101,0,1,7,7
Switzerland Doubles,103-102,0,1,7,7
Switzerland Doubles,104-102,0,1,7,7
Switzerland Doubles,105-104,1,1,7,7
Switzerland Doubles,105-105,0,1,7,7
Switzerland Doubles,107-106,1,1,8,8
Switzerland Doubles,107-107,0,1,8,8
Switzerland Doubles,15-0,.42857143,14,1,0
Switzerland Doubles,15-15,.30769232,13,1,1
Switzerland Doubles,15-30,.5,6,1,2
Switzerland Doubles,15-40,.5,4,1,3
Switzerland Doubles,30-0,.125,8,2,0
Switzerland Doubles,30-15,.2,10,2,1
Switzerland Doubles,30-30,.40000001,5,2,2
Switzerland Doubles,30-40,0,4,2,3
Switzerland Doubles,40-0,.14285715,7,3,0
Switzerland Doubles,40-15,.44444445,9,3,1
Switzerland Doubles,40-30,.14285715,7,3,2
Switzerland Doubles,40-40,.25,8,3,3
Switzerland Doubles,40-50,.5,2,3,4
Switzerland Doubles,50-40,.33333334,6,4,3
Colombia Doubles,0-0,.27777779,18,0,0
Colombia Doubles,0-15,.60000002,5,0,1
Colombia Doubles,0-30,.33333334,3,0,2
Colombia Doubles,0-40,0,1,0,3
Colombia Doubles,100-101,0,1,7,7
Colombia Doubles,101-101,0,1,7,7
Colombia Doubles,103-102,0,1,7,7
Colombia Doubles,104-102,1,1,7,7
Colombia Doubles,106-103,1,1,8,7
Colombia Doubles,106-104,0,1,8,7
Colombia Doubles,15-0,.38461539,13,1,0
Colombia Doubles,15-15,.71428573,7,1,1
Colombia Doubles,15-30,.2857143,7,1,2
Colombia Doubles,15-40,.33333334,3,1,3
Colombia Doubles,30-0,.25,8,2,0
Colombia Doubles,30-15,.25,4,2,1
Colombia Doubles,30-30,.16666667,6,2,2
Colombia Doubles,30-40,.33333334,3,2,3
Colombia Doubles,40-0,.33333334,6,3,0
Colombia Doubles,40-15,.60000002,5,3,1
Colombia Doubles,40-30,.375,8,3,2
Colombia Doubles,40-40,.16666667,6,3,3
Colombia Doubles,40-50,0,1,3,4
Colombia Doubles,50-40,0,5,4,3
Marcelo Demoliner,0-0,.33333334,21,0,0
Marcelo Demoliner,0-15,.42857143,7,0,1
Marcelo Demoliner,0-30,.33333334,3,0,2
Marcelo Demoliner,0-40,0,1,0,3
Marcelo Demoliner,100-100,1,1,7,7
Marcelo Demoliner,100-103,1,1,7,7
Marcelo Demoliner,100-104,0,1,7,7
Marcelo Demoliner,101-106,0,1,7,8
Marcelo Demoliner,102-106,0,1,7,8
Marcelo Demoliner,15-0,.071428575,14,1,0
Marcelo Demoliner,15-15,.2,5,1,1
Marcelo Demoliner,15-30,0,3,1,2
Marcelo Demoliner,15-40,1,1,1,3
Marcelo Demoliner,30-0,.61538464,13,2,0
Marcelo Demoliner,30-15,.5,12,2,1
Marcelo Demoliner,30-30,.22222222,9,2,2
Marcelo Demoliner,30-40,0,2,2,3
Marcelo Demoliner,40-0,.40000001,5,3,0
Marcelo Demoliner,40-15,.25,8,3,1
Marcelo Demoliner,40-30,.22222222,9,3,2
Marcelo Demoliner,40-40,.60000002,5,3,3
Marcelo Demoliner,40-50,.66666669,3,3,4
Marcelo Demoliner,50-40,0,2,4,3
Martin Klizan,0-0,.36581197,585,0,0
Martin Klizan,0-15,.32710281,214,0,1
Martin Klizan,0-30,.38571429,70,0,2
Martin Klizan,0-40,.37037036,27,0,3
Martin Klizan,100-100,.69230771,13,7,7
Martin Klizan,100-101,.60000002,5,7,7
Martin Klizan,100-102,.33333334,3,7,7
Martin Klizan,100-103,0,3,7,7
Martin Klizan,100-105,1,1,7,7
Martin Klizan,100-106,0,1,7,8
Martin Klizan,101-100,.33333334,3,7,7
Martin Klizan,101-101,1,3,7,7
Martin Klizan,101-102,.2857143,7,7,7
Martin Klizan,101-103,.2,5,7,7
Martin Klizan,101-104,.5,2,7,7
Martin Klizan,101-105,1,1,7,7
Martin Klizan,101-106,0,1,7,8
Martin Klizan,102-100,1,2,7,7
Martin Klizan,102-101,1,2,7,7
Martin Klizan,102-102,.42857143,7,7,7
Martin Klizan,102-103,.33333334,3,7,7
Martin Klizan,102-104,0,2,7,7
Martin Klizan,102-105,1,4,7,7
Martin Klizan,102-106,.2,5,7,8
Martin Klizan,103-100,0,1,7,7
Martin Klizan,103-102,0,2,7,7
Martin Klizan,103-103,.5,2,7,7
Martin Klizan,103-104,.5,6,7,7
Martin Klizan,103-105,0,3,7,7
Martin Klizan,103-106,0,1,7,8
Martin Klizan,104-100,0,1,7,7
Martin Klizan,104-102,.5,2,7,7
Martin Klizan,104-103,1,1,7,7
Martin Klizan,104-104,.25,4,7,7
Martin Klizan,104-105,0,2,7,7
Martin Klizan,104-106,0,1,7,8
Martin Klizan,105-104,.5,4,7,7
Martin Klizan,105-105,.5,4,7,7
Martin Klizan,105-106,0,2,7,8
Martin Klizan,106-101,0,1,8,7
Martin Klizan,106-104,.5,2,8,7
Martin Klizan,106-105,.5,4,8,7
Martin Klizan,106-106,.25,4,8,8
Martin Klizan,106-107,.5,2,8,8
Martin Klizan,107-106,0,1,8,8
Martin Klizan,107-107,0,1,8,8
Martin Klizan,107-108,.66666669,3,8,8
Martin Klizan,108-108,1,1,8,8
Martin Klizan,108-109,1,1,8,8
Martin Klizan,15-0,.34770888,371,1,0
Martin Klizan,15-15,.35897437,273,1,1
Martin Klizan,15-30,.31914893,141,1,2
Martin Klizan,15-40,.32258064,62,1,3
Martin Klizan,30-0,.32644629,242,2,0
Martin Klizan,30-15,.35433072,254,2,1
Martin Klizan,30-30,.33333334,186,2,2
Martin Klizan,30-40,.41346154,104,2,3
Martin Klizan,40-0,.30061349,163,3,0
Martin Klizan,40-15,.26760563,213,3,1
Martin Klizan,40-30,.36464089,181,3,2
Martin Klizan,40-40,.36259541,262,3,3
Martin Klizan,40-50,.35789475,95,3,4
Martin Klizan,50-40,.44311377,167,4,3
Victor Hanescu,0-0,.47368422,19,0,0
Victor Hanescu,0-15,0,9,0,1
Victor Hanescu,15-0,.2,10,1,0
Victor Hanescu,15-15,.36363637,11,1,1
Victor Hanescu,15-30,.5,4,1,2
Victor Hanescu,15-40,.5,2,1,3
Victor Hanescu,30-0,0,8,2,0
Victor Hanescu,30-15,.42857143,7,2,1
Victor Hanescu,30-30,.2,5,2,2
Victor Hanescu,30-40,0,2,2,3
Victor Hanescu,40-0,.25,8,3,0
Victor Hanescu,40-15,.5,6,3,1
Victor Hanescu,40-30,.2857143,7,3,2
Victor Hanescu,40-40,0,4,3,3
Victor Hanescu,50-40,0,4,4,3
Eric Quigley,0-0,.40000001,10,0,0
Eric Quigley,0-15,.25,4,0,1
Eric Quigley,0-30,0,1,0,2
Eric Quigley,15-0,.16666667,6,1,0
Eric Quigley,15-15,.25,4,1,1
Eric Quigley,15-30,0,2,1,2
Eric Quigley,30-0,.2,5,2,0
Eric Quigley,30-15,0,4,2,1
Eric Quigley,30-30,.5,2,2,2
Eric Quigley,30-40,0,1,2,3
Eric Quigley,40-0,0,4,3,0
Eric Quigley,40-15,.25,4,3,1
Eric Quigley,40-30,0,2,3,2
Eric Quigley,40-40,.75,4,3,3
Eric Quigley,40-50,0,3,3,4
Eric Quigley,50-40,0,1,4,3
Grigor Dimitrov,0-0,.32561728,648,0,0
Grigor Dimitrov,0-15,.4170616,211,0,1
Grigor Dimitrov,0-30,.36363637,88,0,2
Grigor Dimitrov,0-40,.25,32,0,3
Grigor Dimitrov,100-100,.5,8,7,7
Grigor Dimitrov,100-101,.21428572,14,7,7
Grigor Dimitrov,100-102,.33333334,3,7,7
Grigor Dimitrov,100-103,0,2,7,7
Grigor Dimitrov,101-100,1,3,7,7
Grigor Dimitrov,101-101,.35714287,14,7,7
Grigor Dimitrov,101-102,.25,4,7,7
Grigor Dimitrov,101-103,.33333334,3,7,7
Grigor Dimitrov,101-104,.25,4,7,7
Grigor Dimitrov,101-105,1,1,7,7
Grigor Dimitrov,101-106,0,1,7,8
Grigor Dimitrov,102-101,0,1,7,7
Grigor Dimitrov,102-102,0,3,7,7
Grigor Dimitrov,102-103,.11111111,9,7,7
Grigor Dimitrov,102-104,1,4,7,7
Grigor Dimitrov,102-105,0,1,7,7
Grigor Dimitrov,102-106,0,1,7,8
Grigor Dimitrov,103-100,1,1,7,7
Grigor Dimitrov,103-101,0,2,7,7
Grigor Dimitrov,103-102,.66666669,3,7,7
Grigor Dimitrov,103-103,.30000001,10,7,7
Grigor Dimitrov,103-104,0,1,7,7
Grigor Dimitrov,103-105,0,1,7,7
Grigor Dimitrov,103-106,0,2,7,8
Grigor Dimitrov,104-101,1,1,7,7
Grigor Dimitrov,104-102,.5,2,7,7
Grigor Dimitrov,104-103,.33333334,3,7,7
Grigor Dimitrov,104-104,.5,2,7,7
Grigor Dimitrov,104-105,.33333334,6,7,7
Grigor Dimitrov,104-106,.25,4,7,8
Grigor Dimitrov,105-102,0,2,7,7
Grigor Dimitrov,105-103,0,2,7,7
Grigor Dimitrov,105-104,0,2,7,7
Grigor Dimitrov,105-105,0,4,7,7
Grigor Dimitrov,106-102,0,2,8,7
Grigor Dimitrov,106-103,.5,2,8,7
Grigor Dimitrov,106-104,.66666669,3,8,7
Grigor Dimitrov,106-105,0,2,8,7
Grigor Dimitrov,106-107,0,5,8,8
Grigor Dimitrov,107-106,1,1,8,8
Grigor Dimitrov,107-107,.33333334,6,8,8
Grigor Dimitrov,108-109,.33333334,3,8,8
Grigor Dimitrov,109-108,0,2,8,8
Grigor Dimitrov,109-109,0,2,8,8
Grigor Dimitrov,110-111,1,1,8,8
Grigor Dimitrov,15-0,.39816934,437,1,0
Grigor Dimitrov,15-15,.32659933,297,1,1
Grigor Dimitrov,15-30,.41830066,153,1,2
Grigor Dimitrov,15-40,.39772728,88,1,3
Grigor Dimitrov,30-0,.34220532,263,2,0
Grigor Dimitrov,30-15,.35517243,290,2,1
Grigor Dimitrov,30-30,.32291666,192,2,2
Grigor Dimitrov,30-40,.38260868,115,2,3
Grigor Dimitrov,40-0,.31791908,173,3,0
Grigor Dimitrov,40-15,.35537189,242,3,1
Grigor Dimitrov,40-30,.33796296,216,3,2
Grigor Dimitrov,40-40,.390625,256,3,3
Grigor Dimitrov,40-50,.37,100,3,4
Grigor Dimitrov,50-40,.31410256,156,4,3
Mohamed Safwat,0-0,.22222222,9,0,0
Mohamed Safwat,0-15,.5,2,0,1
Mohamed Safwat,0-30,0,1,0,2
Mohamed Safwat,15-0,.42857143,7,1,0
Mohamed Safwat,15-15,.25,4,1,1
Mohamed Safwat,15-30,.5,2,1,2
Mohamed Safwat,15-40,1,1,1,3
Mohamed Safwat,30-0,0,4,2,0
Mohamed Safwat,30-15,.33333334,3,2,1
Mohamed Safwat,30-30,.5,2,2,2
Mohamed Safwat,30-40,1,1,2,3
Mohamed Safwat,40-0,.25,4,3,0
Mohamed Safwat,40-15,.66666669,3,3,1
Mohamed Safwat,40-30,.33333334,3,3,2
Mohamed Safwat,40-40,.5,2,3,3
Mohamed Safwat,40-50,1,1,3,4
Mohamed Safwat,50-40,1,1,4,3
Dennis Novikov,0-0,.2,10,0,0
Dennis Novikov,0-15,0,2,0,1
Dennis Novikov,15-0,.125,8,1,0
Dennis Novikov,15-15,0,3,1,1
Dennis Novikov,30-0,.2857143,7,2,0
Dennis Novikov,30-15,.60000002,5,2,1
Dennis Novikov,30-30,.66666669,3,2,2
Dennis Novikov,30-40,0,2,2,3
Dennis Novikov,40-0,.40000001,5,3,0
Dennis Novikov,40-15,0,4,3,1
Dennis Novikov,40-30,1,1,3,2
Dennis Novikov,40-40,.14285715,7,3,3
Dennis Novikov,40-50,1,1,3,4
Dennis Novikov,50-40,.66666669,6,4,3
Markus Eriksson,0-0,.40000001,10,0,0
Markus Eriksson,0-15,.5,4,0,1
Markus Eriksson,0-30,0,2,0,2
Markus Eriksson,100-101,0,1,7,7
Markus Eriksson,101-101,0,1,7,7
Markus Eriksson,103-102,0,1,7,7
Markus Eriksson,104-102,1,1,7,7
Markus Eriksson,105-104,0,1,7,7
Markus Eriksson,106-104,0,1,8,7
Markus Eriksson,15-0,.5,6,1,0
Markus Eriksson,15-15,.40000001,5,1,1
Markus Eriksson,15-30,.25,4,1,2
Markus Eriksson,15-40,0,1,1,3
Markus Eriksson,30-0,0,3,2,0
Markus Eriksson,30-15,.66666669,3,2,1
Markus Eriksson,30-30,0,5,2,2
Markus Eriksson,30-40,1,1,2,3
Markus Eriksson,40-0,0,3,3,0
Markus Eriksson,40-15,0,1,3,1
Markus Eriksson,40-30,.40000001,5,3,2
Markus Eriksson,40-40,.5,2,3,3
Markus Eriksson,40-50,1,1,3,4
Markus Eriksson,50-40,0,1,4,3
Benoit Paire,0-0,.34901962,510,0,0
Benoit Paire,0-15,.43820226,178,0,1
Benoit Paire,0-30,.32051283,78,0,2
Benoit Paire,0-40,.63999999,25,0,3
Benoit Paire,100-100,.42857143,7,7,7
Benoit Paire,100-101,1,1,7,7
Benoit Paire,100-102,0,1,7,7
Benoit Paire,100-103,0,1,7,7
Benoit Paire,101-100,0,3,7,7
Benoit Paire,101-102,.33333334,3,7,7
Benoit Paire,101-103,0,2,7,7
Benoit Paire,102-100,0,3,7,7
Benoit Paire,102-101,0,3,7,7
Benoit Paire,102-102,.5,2,7,7
Benoit Paire,102-103,1,1,7,7
Benoit Paire,102-104,0,1,7,7
Benoit Paire,102-105,0,1,7,7
Benoit Paire,103-101,.33333334,3,7,7
Benoit Paire,103-102,.5,2,7,7
Benoit Paire,103-103,1,1,7,7
Benoit Paire,103-104,0,2,7,7
Benoit Paire,103-105,0,1,7,7
Benoit Paire,103-106,.5,2,7,8
Benoit Paire,104-101,0,1,7,7
Benoit Paire,104-102,0,1,7,7
Benoit Paire,104-103,.5,2,7,7
Benoit Paire,104-104,.66666669,3,7,7
Benoit Paire,104-106,1,1,7,8
Benoit Paire,105-101,0,1,7,7
Benoit Paire,105-102,.5,2,7,7
Benoit Paire,105-103,0,2,7,7
Benoit Paire,105-106,.5,2,7,8
Benoit Paire,106-102,1,1,8,7
Benoit Paire,106-103,0,2,8,7
Benoit Paire,106-105,.75,4,8,7
Benoit Paire,106-106,0,4,8,8
Benoit Paire,107-108,1,1,8,8
Benoit Paire,15-0,.42771083,332,1,0
Benoit Paire,15-15,.40082645,242,1,1
Benoit Paire,15-30,.34666666,150,1,2
Benoit Paire,15-40,.55737704,61,1,3
Benoit Paire,30-0,.35263157,190,2,0
Benoit Paire,30-15,.35377359,212,2,1
Benoit Paire,30-30,.44508672,173,2,2
Benoit Paire,30-40,.36538461,104,2,3
Benoit Paire,40-0,.32520324,123,3,0
Benoit Paire,40-15,.35028249,177,3,1
Benoit Paire,40-30,.42405063,158,3,2
Benoit Paire,40-40,.36693549,248,3,3
Benoit Paire,40-50,.35164836,91,3,4
Benoit Paire,50-40,.3566879,157,4,3
N. Vijay Sundar Prashanth,0-0,.2857143,7,0,0
N. Vijay Sundar Prashanth,0-15,0,2,0,1
N. Vijay Sundar Prashanth,15-0,.2,5,1,0
N. Vijay Sundar Prashanth,15-15,0,3,1,1
N. Vijay Sundar Prashanth,30-0,.75,4,2,0
N. Vijay Sundar Prashanth,30-15,0,6,2,1
N. Vijay Sundar Prashanth,40-0,1,1,3,0
N. Vijay Sundar Prashanth,40-15,.2857143,7,3,1
N. Vijay Sundar Prashanth,40-30,.5,2,3,2
N. Vijay Sundar Prashanth,40-40,0,1,3,3
N. Vijay Sundar Prashanth,50-40,0,1,4,3
Marius Copil,0-0,.3489933,149,0,0
Marius Copil,0-15,.30769232,52,0,1
Marius Copil,0-30,.1875,16,0,2
Marius Copil,0-40,0,3,0,3
Marius Copil,100-100,.33333334,6,7,7
Marius Copil,100-101,0,1,7,7
Marius Copil,101-100,.5,2,7,7
Marius Copil,101-101,.5,2,7,7
Marius Copil,101-102,.33333334,3,7,7
Marius Copil,101-103,0,1,7,7
Marius Copil,102-100,0,1,7,7
Marius Copil,102-101,.5,2,7,7
Marius Copil,102-102,.33333334,3,7,7
Marius Copil,102-103,0,1,7,7
Marius Copil,103-100,0,1,7,7
Marius Copil,103-101,0,1,7,7
Marius Copil,103-102,0,2,7,7
Marius Copil,103-103,0,1,7,7
Marius Copil,103-104,.5,2,7,7
Marius Copil,103-105,0,1,7,7
Marius Copil,104-100,1,1,7,7
Marius Copil,104-102,0,2,7,7
Marius Copil,104-103,.66666669,3,7,7
Marius Copil,104-104,1,3,7,7
Marius Copil,104-105,0,1,7,7
Marius Copil,105-102,1,1,7,7
Marius Copil,105-103,.5,2,7,7
Marius Copil,105-104,0,1,7,7
Marius Copil,105-105,1,1,7,7
Marius Copil,105-106,.5,4,7,8
Marius Copil,106-103,0,1,8,7
Marius Copil,106-104,0,1,8,7
Marius Copil,106-106,.5,2,8,8
Marius Copil,107-108,0,1,8,8
Marius Copil,108-108,0,1,8,8
Marius Copil,109-110,0,1,8,8
Marius Copil,110-110,1,1,8,8
Marius Copil,15-0,.41237113,97,1,0
Marius Copil,15-15,.40789473,76,1,1
Marius Copil,15-30,.27272728,44,1,2
Marius Copil,15-40,.26666668,15,1,3
Marius Copil,30-0,.40350878,57,2,0
Marius Copil,30-15,.30882353,68,2,1
Marius Copil,30-30,.33962265,53,2,2
Marius Copil,30-40,.51724136,29,2,3
Marius Copil,40-0,.29411766,34,3,0
Marius Copil,40-15,.33333334,57,3,1
Marius Copil,40-30,.33333334,54,3,2
Marius Copil,40-40,.30000001,50,3,3
Marius Copil,40-50,.53333336,15,3,4
Marius Copil,50-40,.31428573,35,4,3
Mikael Ymer,0-0,.47058824,17,0,0
Mikael Ymer,0-15,.375,8,0,1
Mikael Ymer,0-30,.66666669,3,0,2
Mikael Ymer,0-40,1,2,0,3
Mikael Ymer,100-101,0,1,7,7
Mikael Ymer,101-100,0,1,7,7
Mikael Ymer,101-101,1,1,7,7
Mikael Ymer,102-100,1,1,7,7
Mikael Ymer,102-103,0,2,7,7
Mikael Ymer,103-103,0,2,7,7
Mikael Ymer,105-104,.5,2,7,7
Mikael Ymer,105-105,1,1,7,7
Mikael Ymer,106-104,1,1,8,7
Mikael Ymer,106-107,0,1,8,8
Mikael Ymer,107-107,0,1,8,8
Mikael Ymer,109-108,1,1,8,8
Mikael Ymer,109-109,0,1,8,8
Mikael Ymer,15-0,.33333334,9,1,0
Mikael Ymer,15-15,.25,8,1,1
Mikael Ymer,15-30,0,3,1,2
Mikael Ymer,30-0,.16666667,6,2,0
Mikael Ymer,30-15,.42857143,7,2,1
Mikael Ymer,30-30,.16666667,6,2,2
Mikael Ymer,30-40,1,1,2,3
Mikael Ymer,40-0,.40000001,5,3,0
Mikael Ymer,40-15,.33333334,6,3,1
Mikael Ymer,40-30,.14285715,7,3,2
Mikael Ymer,40-40,0,1,3,3
Mikael Ymer,50-40,0,1,4,3
Rogerio Dutra Silva,0-0,.59090906,22,0,0
Rogerio Dutra Silva,0-15,.53846157,13,0,1
Rogerio Dutra Silva,0-30,.71428573,7,0,2
Rogerio Dutra Silva,0-40,.60000002,5,0,3
Rogerio Dutra Silva,15-0,.11111111,9,1,0
Rogerio Dutra Silva,15-15,0,7,1,1
Rogerio Dutra Silva,15-30,.5,2,1,2
Rogerio Dutra Silva,15-40,.66666669,3,1,3
Rogerio Dutra Silva,30-0,.375,8,2,0
Rogerio Dutra Silva,30-15,.30000001,10,2,1
Rogerio Dutra Silva,30-30,.5,4,2,2
Rogerio Dutra Silva,30-40,.66666669,3,2,3
Rogerio Dutra Silva,40-0,.40000001,5,3,0
Rogerio Dutra Silva,40-15,.55555558,9,3,1
Rogerio Dutra Silva,40-30,.5714286,7,3,2
Rogerio Dutra Silva,40-40,.33333334,18,3,3
Rogerio Dutra Silva,40-50,.16666667,6,3,4
Rogerio Dutra Silva,50-40,.66666669,12,4,3
Philip Bester,0-0,0,9,0,0
Philip Bester,15-0,.55555558,9,1,0
Philip Bester,15-15,.40000001,5,1,1
Philip Bester,15-30,0,2,1,2
Philip Bester,30-0,.5,4,2,0
Philip Bester,30-15,.2,5,2,1
Philip Bester,30-30,.33333334,3,2,2
Philip Bester,30-40,0,1,2,3
Philip Bester,40-0,0,2,3,0
Philip Bester,40-15,.5,4,3,1
Philip Bester,40-30,.25,4,3,2
Philip Bester,40-40,.25,4,3,3
Philip Bester,40-50,0,1,3,4
Philip Bester,50-40,.33333334,3,4,3
Ricardas Berankis,0-0,.37412587,286,0,0
Ricardas Berankis,0-15,.28971961,107,0,1
Ricardas Berankis,0-30,.19354838,31,0,2
Ricardas Berankis,0-40,.33333334,6,0,3
Ricardas Berankis,100-100,.5,6,7,7
Ricardas Berankis,100-101,.33333334,3,7,7
Ricardas Berankis,100-102,1,1,7,7
Ricardas Berankis,100-103,1,1,7,7
Ricardas Berankis,100-104,1,1,7,7
Ricardas Berankis,101-101,.5,2,7,7
Ricardas Berankis,101-102,0,3,7,7
Ricardas Berankis,101-106,0,1,7,8
Ricardas Berankis,102-101,0,1,7,7
Ricardas Berankis,102-102,0,3,7,7
Ricardas Berankis,102-103,1,2,7,7
Ricardas Berankis,102-104,.5,2,7,7
Ricardas Berankis,102-106,0,1,7,8
Ricardas Berankis,103-100,0,1,7,7
Ricardas Berankis,103-101,0,1,7,7
Ricardas Berankis,103-102,0,1,7,7
Ricardas Berankis,103-104,0,2,7,7
Ricardas Berankis,103-106,0,1,7,8
Ricardas Berankis,104-100,0,1,7,7
Ricardas Berankis,104-102,1,1,7,7
Ricardas Berankis,104-103,.5,2,7,7
Ricardas Berankis,104-104,.33333334,3,7,7
Ricardas Berankis,104-105,0,2,7,7
Ricardas Berankis,104-106,1,1,7,8
Ricardas Berankis,105-103,0,1,7,7
Ricardas Berankis,105-105,0,2,7,7
Ricardas Berankis,105-106,0,2,7,8
Ricardas Berankis,106-101,0,1,8,7
Ricardas Berankis,106-105,0,2,8,7
Ricardas Berankis,106-106,1,2,8,8
Ricardas Berankis,107-106,0,1,8,8
Ricardas Berankis,15-0,.36312848,179,1,0
Ricardas Berankis,15-15,.36170211,141,1,1
Ricardas Berankis,15-30,.47368422,76,1,2
Ricardas Berankis,15-40,.375,40,1,3
Ricardas Berankis,30-0,.20175439,114,2,0
Ricardas Berankis,30-15,.34513274,113,2,1
Ricardas Berankis,30-30,.4050633,79,2,2
Ricardas Berankis,30-40,.42105263,57,2,3
Ricardas Berankis,40-0,.23076923,91,3,0
Ricardas Berankis,40-15,.32631579,95,3,1
Ricardas Berankis,40-30,.41025642,78,3,2
Ricardas Berankis,40-40,.28440368,109,3,3
Ricardas Berankis,40-50,.38709676,31,3,4
Ricardas Berankis,50-40,.32051283,78,4,3
Somdev Devvarman,0-0,.29166666,24,0,0
Somdev Devvarman,0-15,.14285715,7,0,1
Somdev Devvarman,0-30,1,1,0,2
Somdev Devvarman,0-40,0,1,0,3
Somdev Devvarman,15-0,.29411766,17,1,0
Somdev Devvarman,15-15,.36363637,11,1,1
Somdev Devvarman,15-30,.25,4,1,2
Somdev Devvarman,15-40,0,2,1,3
Somdev Devvarman,30-0,.33333334,12,2,0
Somdev Devvarman,30-15,.36363637,11,2,1
Somdev Devvarman,30-30,.5714286,7,2,2
Somdev Devvarman,30-40,.33333334,6,2,3
Somdev Devvarman,40-0,.25,8,3,0
Somdev Devvarman,40-15,.33333334,9,3,1
Somdev Devvarman,40-30,.5,6,3,2
Somdev Devvarman,40-40,.21428572,14,3,3
Somdev Devvarman,40-50,.33333334,3,3,4
Somdev Devvarman,50-40,.45454547,11,4,3
Alexander Sarkissian,0-0,.41666666,24,0,0
Alexander Sarkissian,0-15,.2,10,0,1
Alexander Sarkissian,0-30,.5,2,0,2
Alexander Sarkissian,0-40,1,1,0,3
Alexander Sarkissian,100-101,1,1,7,7
Alexander Sarkissian,100-102,1,1,7,7
Alexander Sarkissian,100-105,1,1,7,7
Alexander Sarkissian,100-106,0,1,7,8
Alexander Sarkissian,15-0,.5,14,1,0
Alexander Sarkissian,15-15,.46666667,15,1,1
Alexander Sarkissian,15-30,.25,8,1,2
Alexander Sarkissian,15-40,1,2,1,3
Alexander Sarkissian,30-0,.14285715,7,2,0
Alexander Sarkissian,30-15,.22222222,9,2,1
Alexander Sarkissian,30-30,.375,8,2,2
Alexander Sarkissian,30-40,0,3,2,3
Alexander Sarkissian,40-0,.33333334,6,3,0
Alexander Sarkissian,40-15,.11111111,9,3,1
Alexander Sarkissian,40-30,.33333334,6,3,2
Alexander Sarkissian,40-40,.33333334,9,3,3
Alexander Sarkissian,40-50,0,3,3,4
Alexander Sarkissian,50-40,.16666667,6,4,3
Tatsumo Ito,0-0,.33333334,21,0,0
Tatsumo Ito,0-15,.5714286,7,0,1
Tatsumo Ito,0-30,.25,4,0,2
Tatsumo Ito,0-40,1,1,0,3
Tatsumo Ito,100-101,1,1,7,7
Tatsumo Ito,100-102,1,1,7,7
Tatsumo Ito,100-105,1,1,7,7
Tatsumo Ito,100-106,0,1,7,8
Tatsumo Ito,15-0,.35714287,14,1,0
Tatsumo Ito,15-15,.5,8,1,1
Tatsumo Ito,15-30,.5714286,7,1,2
Tatsumo Ito,15-40,.5,4,1,3
Tatsumo Ito,30-0,.11111111,9,2,0
Tatsumo Ito,30-15,.60000002,5,2,1
Tatsumo Ito,30-30,.66666669,6,2,2
Tatsumo Ito,30-40,.16666667,6,2,3
Tatsumo Ito,40-0,.25,8,3,0
Tatsumo Ito,40-15,.5,4,3,1
Tatsumo Ito,40-30,.75,4,3,2
Tatsumo Ito,40-40,.64705884,17,3,3
Tatsumo Ito,40-50,.45454547,11,3,4
Tatsumo Ito,50-40,.5,6,4,3
Julien Benneteau,0-0,.26229507,61,0,0
Julien Benneteau,0-15,.1875,16,0,1
Julien Benneteau,0-30,0,3,0,2
Julien Benneteau,100-100,0,2,7,7
Julien Benneteau,101-102,1,1,7,7
