"","Topn","Gamescore","Breaks","Frequency","Density"
"657",75,"15-40",0.4,1,0.287769784172662
"658",75,"15-40",0.425,0,0
"659",75,"15-40",0.45,1,0.287769784172662
"660",75,"15-40",0.475,2,0.575539568345324
"661",75,"15-40",0.5,4,1.15107913669065
"662",75,"15-40",0.525,8,2.30215827338129
"663",75,"15-40",0.55,16,4.60431654676259
"664",75,"15-40",0.575,23,6.61870503597122
"665",75,"15-40",0.6,31,8.92086330935255
"666",75,"15-40",0.625,16,4.60431654676259
"667",75,"15-40",0.65,20,5.75539568345323
"668",75,"15-40",0.675,11,3.16546762589928
"669",75,"15-40",0.7,4,1.15107913669065
"670",75,"15-40",0.725,2,0.575539568345326
"671",75,"15-40",0.75,0,0
"672",75,"15-40",0.775,0,0
"673",75,"15-40",0.8,0,0
"674",75,"15-40",0.825,0,0
"675",75,"15-40",0.85,0,0
"676",75,"15-40",0.875,0,0
"677",75,"30-0",0.25,0,0
"678",75,"30-0",0.275,0,0
"679",75,"30-0",0.3,0,0
"680",75,"30-0",0.325,0,0
"681",75,"30-0",0.35,0,0
"682",75,"30-0",0.375,0,0
"683",75,"30-0",0.4,0,0
"684",75,"30-0",0.425,0,0
"685",75,"30-0",0.45,0,0
"686",75,"30-0",0.475,0,0
"687",75,"30-0",0.5,0,0
"688",75,"30-0",0.525,3,0.624999999999999
"689",75,"30-0",0.55,7,1.45833333333333
"690",75,"30-0",0.575,10,2.08333333333333
"691",75,"30-0",0.6,17,3.54166666666668
"692",75,"30-0",0.625,37,7.70833333333333
"693",75,"30-0",0.65,48,9.99999999999999
"694",75,"30-0",0.675,30,6.24999999999999
"695",75,"30-0",0.7,20,4.16666666666666
"696",75,"30-0",0.725,15,3.12500000000001
"697",75,"30-0",0.75,2,0.416666666666666
"698",75,"30-0",0.775,2,0.416666666666666
"699",75,"30-0",0.8,1,0.208333333333333
"700",75,"30-0",0.825,0,0
"701",75,"30-0",0.85,0,0
"702",75,"30-0",0.875,0,0
"703",75,"30-15",0.25,0,0
"704",75,"30-15",0.275,0,0
"705",75,"30-15",0.3,0,0
"706",75,"30-15",0.325,0,0
"707",75,"30-15",0.35,0,0
"708",75,"30-15",0.375,0,0
"709",75,"30-15",0.4,0,0
"710",75,"30-15",0.425,0,0
"711",75,"30-15",0.45,0,0
"712",75,"30-15",0.475,1,0.205128205128205
"713",75,"30-15",0.5,4,0.82051282051282
"714",75,"30-15",0.525,8,1.64102564102564
"715",75,"30-15",0.55,9,1.84615384615384
"716",75,"30-15",0.575,26,5.33333333333333
"717",75,"30-15",0.6,43,8.82051282051285
"718",75,"30-15",0.625,43,8.82051282051281
"719",75,"30-15",0.65,33,6.76923076923076
"720",75,"30-15",0.675,12,2.46153846153846
"721",75,"30-15",0.7,7,1.43589743589743
"722",75,"30-15",0.725,7,1.43589743589744
"723",75,"30-15",0.75,2,0.41025641025641
"724",75,"30-15",0.775,0,0
"725",75,"30-15",0.8,0,0
"726",75,"30-15",0.825,0,0
"727",75,"30-15",0.85,0,0
"728",75,"30-15",0.875,0,0
"729",75,"30-30",0.25,0,0
"730",75,"30-30",0.275,0,0
"731",75,"30-30",0.3,0,0
"732",75,"30-30",0.325,0,0
"733",75,"30-30",0.35,0,0
"734",75,"30-30",0.375,0,0
"735",75,"30-30",0.4,2,0.444444444444444
"736",75,"30-30",0.425,0,0
"737",75,"30-30",0.45,0,0
"738",75,"30-30",0.475,1,0.222222222222223
"739",75,"30-30",0.5,2,0.444444444444444
"740",75,"30-30",0.525,8,1.77777777777778
"741",75,"30-30",0.55,10,2.22222222222222
"742",75,"30-30",0.575,24,5.33333333333333
"743",75,"30-30",0.6,29,6.44444444444447
"744",75,"30-30",0.625,44,9.77777777777777
"745",75,"30-30",0.65,36,7.99999999999999
"746",75,"30-30",0.675,11,2.44444444444444
"747",75,"30-30",0.7,9,2
"748",75,"30-30",0.725,3,0.666666666666669
"749",75,"30-30",0.75,0,0
"750",75,"30-30",0.775,0,0
"751",75,"30-30",0.8,0,0
"752",75,"30-30",0.825,0,0
"753",75,"30-30",0.85,1,0.222222222222223
"754",75,"30-30",0.875,0,0
"755",75,"30-40",0.25,0,0
"756",75,"30-40",0.275,0,0
"757",75,"30-40",0.3,0,0
"758",75,"30-40",0.325,0,0
"759",75,"30-40",0.35,0,0
"760",75,"30-40",0.375,1,0.256410256410256
"761",75,"30-40",0.4,0,0
"762",75,"30-40",0.425,0,0
"763",75,"30-40",0.45,1,0.256410256410256
"764",75,"30-40",0.475,5,1.28205128205128
"765",75,"30-40",0.5,3,0.769230769230768
"766",75,"30-40",0.525,8,2.05128205128205
"767",75,"30-40",0.55,12,3.07692307692307
"768",75,"30-40",0.575,36,9.23076923076922
"769",75,"30-40",0.6,34,8.71794871794875
"770",75,"30-40",0.625,24,6.15384615384615
"771",75,"30-40",0.65,13,3.33333333333333
"772",75,"30-40",0.675,6,1.53846153846154
"773",75,"30-40",0.7,8,2.05128205128205
"774",75,"30-40",0.725,2,0.512820512820515
"775",75,"30-40",0.75,3,0.769230769230768
"776",75,"30-40",0.775,0,0
"777",75,"30-40",0.8,0,0
"778",75,"30-40",0.825,0,0
"779",75,"30-40",0.85,0,0
"780",75,"30-40",0.875,0,0
"781",75,"40-0",0.25,0,0
"782",75,"40-0",0.275,0,0
"783",75,"40-0",0.3,0,0
"784",75,"40-0",0.325,0,0
"785",75,"40-0",0.35,0,0
"786",75,"40-0",0.375,0,0
"787",75,"40-0",0.4,0,0
"788",75,"40-0",0.425,0,0
"789",75,"40-0",0.45,0,0
"790",75,"40-0",0.475,0,0
"791",75,"40-0",0.5,1,0.239520958083832
"792",75,"40-0",0.525,3,0.718562874251496
"793",75,"40-0",0.55,2,0.479041916167664
"794",75,"40-0",0.575,6,1.43712574850299
"795",75,"40-0",0.6,11,2.63473053892217
"796",75,"40-0",0.625,19,4.55089820359281
"797",75,"40-0",0.65,40,9.58083832335329
"798",75,"40-0",0.675,38,9.10179640718562
"799",75,"40-0",0.7,30,7.18562874251496
"800",75,"40-0",0.725,10,2.39520958083833
"801",75,"40-0",0.75,5,1.19760479041916
"802",75,"40-0",0.775,2,0.479041916167664
"803",75,"40-0",0.8,0,0
"804",75,"40-0",0.825,0,0
"805",75,"40-0",0.85,0,0
"806",75,"40-0",0.875,0,0
"807",75,"40-15",0.25,0,0
"808",75,"40-15",0.275,0,0
"809",75,"40-15",0.3,0,0
"810",75,"40-15",0.325,0,0
"811",75,"40-15",0.35,0,0
"812",75,"40-15",0.375,0,0
"813",75,"40-15",0.4,0,0
"814",75,"40-15",0.425,0,0
"815",75,"40-15",0.45,0,0
"816",75,"40-15",0.475,3,0.645161290322581
"817",75,"40-15",0.5,0,0
"818",75,"40-15",0.525,5,1.0752688172043
"819",75,"40-15",0.55,2,0.43010752688172
"820",75,"40-15",0.575,11,2.36559139784946
"821",75,"40-15",0.6,21,4.51612903225808
"822",75,"40-15",0.625,30,6.4516129032258
"823",75,"40-15",0.65,48,10.3225806451613
"824",75,"40-15",0.675,35,7.5268817204301
"825",75,"40-15",0.7,15,3.2258064516129
"826",75,"40-15",0.725,9,1.93548387096775
"827",75,"40-15",0.75,3,0.64516129032258
"828",75,"40-15",0.775,3,0.64516129032258
"829",75,"40-15",0.8,1,0.21505376344086
"830",75,"40-15",0.825,0,0
"831",75,"40-15",0.85,0,0
"832",75,"40-15",0.875,0,0
"833",75,"40-30",0.25,0,0
"834",75,"40-30",0.275,0,0
"835",75,"40-30",0.3,0,0
"836",75,"40-30",0.325,0,0
"837",75,"40-30",0.35,0,0
"838",75,"40-30",0.375,0,0
"839",75,"40-30",0.4,0,0
"840",75,"40-30",0.425,0,0
"841",75,"40-30",0.45,1,0.223463687150838
"842",75,"40-30",0.475,5,1.11731843575419
"843",75,"40-30",0.5,2,0.446927374301676
"844",75,"40-30",0.525,3,0.670391061452513
"845",75,"40-30",0.55,12,2.68156424581005
"846",75,"40-30",0.575,28,6.25698324022346
"847",75,"40-30",0.6,35,7.82122905027936
"848",75,"40-30",0.625,42,9.38547486033519
"849",75,"40-30",0.65,25,5.58659217877094
"850",75,"40-30",0.675,15,3.35195530726257
"851",75,"40-30",0.7,7,1.56424581005586
"852",75,"40-30",0.725,3,0.670391061452516
"853",75,"40-30",0.75,0,0
"854",75,"40-30",0.775,0,0
"855",75,"40-30",0.8,1,0.223463687150838
"856",75,"40-30",0.825,0,0
"857",75,"40-30",0.85,0,0
"858",75,"40-30",0.875,0,0
"859",75,"40-40",0.25,0,0
"860",75,"40-40",0.275,0,0
"861",75,"40-40",0.3,0,0
"862",75,"40-40",0.325,0,0
"863",75,"40-40",0.35,0,0
"864",75,"40-40",0.375,0,0
"865",75,"40-40",0.4,0,0
"866",75,"40-40",0.425,0,0
"867",75,"40-40",0.45,0,0
"868",75,"40-40",0.475,4,0.969696969696971
"869",75,"40-40",0.5,6,1.45454545454545
"870",75,"40-40",0.525,13,3.15151515151515
"871",75,"40-40",0.55,16,3.87878787878788
"872",75,"40-40",0.575,20,4.84848484848484
"873",75,"40-40",0.6,29,7.03030303030305
"874",75,"40-40",0.625,39,9.45454545454545
"875",75,"40-40",0.65,15,3.63636363636363
"876",75,"40-40",0.675,14,3.39393939393939
"877",75,"40-40",0.7,5,1.21212121212121
"878",75,"40-40",0.725,3,0.72727272727273
"879",75,"40-40",0.75,1,0.242424242424242
"880",75,"40-40",0.775,0,0
"881",75,"40-40",0.8,0,0
"882",75,"40-40",0.825,0,0
"883",75,"40-40",0.85,0,0
"884",75,"40-40",0.875,0,0
"885",75,"40-50",0.25,0,0
"886",75,"40-50",0.275,0,0
"887",75,"40-50",0.3,0,0
"888",75,"40-50",0.325,0,0
"889",75,"40-50",0.35,0,0
"890",75,"40-50",0.375,0,0
"891",75,"40-50",0.4,0,0
"892",75,"40-50",0.425,0,0
"893",75,"40-50",0.45,3,0.895522388059701
"894",75,"40-50",0.475,8,2.38805970149254
"895",75,"40-50",0.5,1,0.298507462686567
"896",75,"40-50",0.525,14,4.17910447761194
"897",75,"40-50",0.55,17,5.07462686567164
"898",75,"40-50",0.575,17,5.07462686567164
"899",75,"40-50",0.6,26,7.76119402985077
"900",75,"40-50",0.625,16,4.77611940298507
"901",75,"40-50",0.65,17,5.07462686567164
"902",75,"40-50",0.675,8,2.38805970149253
"903",75,"40-50",0.7,3,0.895522388059701
"904",75,"40-50",0.725,3,0.895522388059705
"905",75,"40-50",0.75,1,0.298507462686567
"906",75,"40-50",0.775,0,0
"907",75,"40-50",0.8,0,0
"908",75,"40-50",0.825,0,0
"909",75,"40-50",0.85,0,0
"910",75,"40-50",0.875,0,0
"911",75,"50-40",0.25,0,0
"912",75,"50-40",0.275,0,0
"913",75,"50-40",0.3,0,0
"914",75,"50-40",0.325,0,0
"915",75,"50-40",0.35,0,0
"916",75,"50-40",0.375,0,0
"917",75,"50-40",0.4,0,0
"918",75,"50-40",0.425,1,0.263157894736842
"919",75,"50-40",0.45,2,0.526315789473684
"920",75,"50-40",0.475,2,0.526315789473685
"921",75,"50-40",0.5,4,1.05263157894737
"922",75,"50-40",0.525,3,0.789473684210526
"923",75,"50-40",0.55,5,1.31578947368421
"924",75,"50-40",0.575,21,5.52631578947368
"925",75,"50-40",0.6,32,8.42105263157898
"926",75,"50-40",0.625,25,6.57894736842105
"927",75,"50-40",0.65,28,7.36842105263157
"928",75,"50-40",0.675,13,3.42105263157894
"929",75,"50-40",0.7,7,1.84210526315789
"930",75,"50-40",0.725,4,1.05263157894737
"931",75,"50-40",0.75,4,1.05263157894737
"932",75,"50-40",0.775,0,0
"933",75,"50-40",0.8,1,0.263157894736842
"934",75,"50-40",0.825,0,0
"935",75,"50-40",0.85,0,0
"936",75,"50-40",0.875,0,0
"937",50,"0-0",0.25,0,0
"938",50,"0-0",0.275,0,0
"939",50,"0-0",0.3,0,0
"940",50,"0-0",0.325,0,0
"941",50,"0-0",0.35,0,0
"942",50,"0-0",0.375,0,0
"943",50,"0-0",0.4,1,0.182648401826484
"944",50,"0-0",0.425,0,0
"945",50,"0-0",0.45,2,0.365296803652968
"946",50,"0-0",0.475,3,0.547945205479453
"947",50,"0-0",0.5,2,0.365296803652968
"948",50,"0-0",0.525,2,0.365296803652968
"949",50,"0-0",0.55,9,1.64383561643835
"950",50,"0-0",0.575,29,5.29680365296803
"951",50,"0-0",0.6,49,8.94977168949775
"952",50,"0-0",0.625,59,10.7762557077625
"953",50,"0-0",0.65,36,6.57534246575342
"954",50,"0-0",0.675,21,3.83561643835616
"955",50,"0-0",0.7,4,0.730593607305935
"956",50,"0-0",0.725,1,0.182648401826485
"957",50,"0-0",0.75,1,0.182648401826484
"958",50,"0-0",0.775,0,0
"959",50,"0-0",0.8,0,0
"960",50,"0-0",0.825,0,0
"961",50,"0-0",0.85,0,0
"962",50,"0-0",0.875,0,0
"963",50,"0-15",0.25,0,0
"964",50,"0-15",0.275,0,0
"965",50,"0-15",0.3,0,0
"966",50,"0-15",0.325,0,0
"967",50,"0-15",0.35,0,0
"968",50,"0-15",0.375,0,0
"969",50,"0-15",0.4,0,0
"970",50,"0-15",0.425,0,0
"971",50,"0-15",0.45,1,0.236686390532544
"972",50,"0-15",0.475,5,1.18343195266272
"973",50,"0-15",0.5,6,1.42011834319526
"974",50,"0-15",0.525,13,3.07692307692307
"975",50,"0-15",0.55,19,4.49704142011834
"976",50,"0-15",0.575,34,8.0473372781065
"977",50,"0-15",0.6,32,7.57396449704145
"978",50,"0-15",0.625,36,8.52071005917159
"979",50,"0-15",0.65,11,2.60355029585799
"980",50,"0-15",0.675,5,1.18343195266272
"981",50,"0-15",0.7,5,1.18343195266272
"982",50,"0-15",0.725,2,0.47337278106509
"983",50,"0-15",0.75,0,0
"984",50,"0-15",0.775,0,0
"985",50,"0-15",0.8,0,0
"986",50,"0-15",0.825,0,0
"987",50,"0-15",0.85,0,0
"988",50,"0-15",0.875,0,0
"989",50,"0-30",0.25,0,0
"990",50,"0-30",0.275,0,0
"991",50,"0-30",0.3,0,0
"992",50,"0-30",0.325,0,0
"993",50,"0-30",0.35,0,0
"994",50,"0-30",0.375,0,0
"995",50,"0-30",0.4,0,0
"996",50,"0-30",0.425,1,0.322580645161291
"997",50,"0-30",0.45,0,0
"998",50,"0-30",0.475,1,0.322580645161291
"999",50,"0-30",0.5,5,1.61290322580645
"1000",50,"0-30",0.525,9,2.90322580645161
"1001",50,"0-30",0.55,12,3.87096774193548
"1002",50,"0-30",0.575,12,3.87096774193548
"1003",50,"0-30",0.6,31,10
"1004",50,"0-30",0.625,18,5.80645161290322
"1005",50,"0-30",0.65,12,3.87096774193548
"1006",50,"0-30",0.675,14,4.51612903225806
"1007",50,"0-30",0.7,5,1.61290322580645
"1008",50,"0-30",0.725,3,0.967741935483874
"1009",50,"0-30",0.75,1,0.32258064516129
"1010",50,"0-30",0.775,0,0
"1011",50,"0-30",0.8,0,0
"1012",50,"0-30",0.825,0,0
"1013",50,"0-30",0.85,0,0
"1014",50,"0-30",0.875,0,0
"1015",50,"0-40",0.25,0,0
"1016",50,"0-40",0.275,0,0
"1017",50,"0-40",0.3,0,0
"1018",50,"0-40",0.325,0,0
"1019",50,"0-40",0.35,0,0
"1020",50,"0-40",0.375,0,0
"1021",50,"0-40",0.4,1,0.579710144927536
"1022",50,"0-40",0.425,1,0.579710144927537
"1023",50,"0-40",0.45,2,1.15942028985507
"1024",50,"0-40",0.475,3,1.73913043478261
"1025",50,"0-40",0.5,7,4.05797101449275
"1026",50,"0-40",0.525,8,4.63768115942029
"1027",50,"0-40",0.55,5,2.89855072463768
"1028",50,"0-40",0.575,6,3.47826086956521
"1029",50,"0-40",0.6,11,6.37681159420292
"1030",50,"0-40",0.625,8,4.63768115942029
"1031",50,"0-40",0.65,8,4.63768115942029
"1032",50,"0-40",0.675,6,3.47826086956521
"1033",50,"0-40",0.7,2,1.15942028985507
"1034",50,"0-40",0.725,0,0
"1035",50,"0-40",0.75,1,0.579710144927536
"1036",50,"0-40",0.775,0,0
"1037",50,"0-40",0.8,0,0
"1038",50,"0-40",0.825,0,0
"1039",50,"0-40",0.85,0,0
"1040",50,"0-40",0.875,0,0
"1041",50,"15-0",0.25,0,0
"1042",50,"15-0",0.275,0,0
"1043",50,"15-0",0.3,0,0
"1044",50,"15-0",0.325,0,0
"1045",50,"15-0",0.35,0,0
"1046",50,"15-0",0.375,0,0
"1047",50,"15-0",0.4,1,0.202020202020202
"1048",50,"15-0",0.425,0,0
"1049",50,"15-0",0.45,3,0.606060606060606
"1050",50,"15-0",0.475,1,0.202020202020202
"1051",50,"15-0",0.5,1,0.202020202020202
"1052",50,"15-0",0.525,7,1.41414141414141
"1053",50,"15-0",0.55,17,3.43434343434343
"1054",50,"15-0",0.575,19,3.83838383838383
"1055",50,"15-0",0.6,41,8.28282828282831
"1056",50,"15-0",0.625,45,9.09090909090908
"1057",50,"15-0",0.65,37,7.47474747474747
"1058",50,"15-0",0.675,12,2.42424242424242
"1059",50,"15-0",0.7,6,1.21212121212121
"1060",50,"15-0",0.725,4,0.808080808080811
"1061",50,"15-0",0.75,2,0.404040404040404
"1062",50,"15-0",0.775,1,0.202020202020202
"1063",50,"15-0",0.8,1,0.202020202020202
"1064",50,"15-0",0.825,0,0
"1065",50,"15-0",0.85,0,0
"1066",50,"15-0",0.875,0,0
"1067",50,"15-15",0.25,0,0
"1068",50,"15-15",0.275,0,0
"1069",50,"15-15",0.3,1,0.217391304347826
"1070",50,"15-15",0.325,0,0
"1071",50,"15-15",0.35,0,0
"1072",50,"15-15",0.375,0,0
"1073",50,"15-15",0.4,1,0.217391304347826
"1074",50,"15-15",0.425,0,0
"1075",50,"15-15",0.45,0,0
"1076",50,"15-15",0.475,2,0.434782608695653
"1077",50,"15-15",0.5,2,0.434782608695652
"1078",50,"15-15",0.525,3,0.652173913043478
"1079",50,"15-15",0.55,13,2.82608695652174
"1080",50,"15-15",0.575,20,4.34782608695652
"1081",50,"15-15",0.6,45,9.78260869565221
"1082",50,"15-15",0.625,38,8.26086956521738
"1083",50,"15-15",0.65,29,6.30434782608695
"1084",50,"15-15",0.675,14,3.04347826086956
"1085",50,"15-15",0.7,6,1.30434782608696
"1086",50,"15-15",0.725,7,1.52173913043479
"1087",50,"15-15",0.75,1,0.217391304347826
"1088",50,"15-15",0.775,0,0
"1089",50,"15-15",0.8,2,0.434782608695652
"1090",50,"15-15",0.825,0,0
"1091",50,"15-15",0.85,0,0
"1092",50,"15-15",0.875,0,0
"1093",50,"15-30",0.25,0,0
"1094",50,"15-30",0.275,0,0
"1095",50,"15-30",0.3,0,0
"1096",50,"15-30",0.325,0,0
"1097",50,"15-30",0.35,0,0
"1098",50,"15-30",0.375,0,0
"1099",50,"15-30",0.4,0,0
"1100",50,"15-30",0.425,1,0.263157894736842
"1101",50,"15-30",0.45,2,0.526315789473684
"1102",50,"15-30",0.475,1,0.263157894736842
"1103",50,"15-30",0.5,3,0.789473684210526
"1104",50,"15-30",0.525,8,2.10526315789473
"1105",50,"15-30",0.55,15,3.94736842105263
"1106",50,"15-30",0.575,24,6.31578947368421
"1107",50,"15-30",0.6,35,9.21052631578951
"1108",50,"15-30",0.625,33,8.68421052631578
"1109",50,"15-30",0.65,18,4.73684210526315
"1110",50,"15-30",0.675,4,1.05263157894737
"1111",50,"15-30",0.7,5,1.31578947368421
"1112",50,"15-30",0.725,2,0.526315789473686
"1113",50,"15-30",0.75,1,0.263157894736842
"1114",50,"15-30",0.775,0,0
"1115",50,"15-30",0.8,0,0
"1116",50,"15-30",0.825,0,0
"1117",50,"15-30",0.85,0,0
"1118",50,"15-30",0.875,0,0
"1119",50,"15-40",0.25,0,0
"1120",50,"15-40",0.275,0,0
"1121",50,"15-40",0.3,0,0
"1122",50,"15-40",0.325,0,0
"1123",50,"15-40",0.35,0,0
"1124",50,"15-40",0.375,0,0
"1125",50,"15-40",0.4,0,0
"1126",50,"15-40",0.425,0,0
"1127",50,"15-40",0.45,2,0.655737704918032
"1128",50,"15-40",0.475,1,0.327868852459017
"1129",50,"15-40",0.5,5,1.63934426229508
"1130",50,"15-40",0.525,9,2.95081967213115
"1131",50,"15-40",0.55,20,6.55737704918032
"1132",50,"15-40",0.575,10,3.27868852459016
"1133",50,"15-40",0.6,30,9.83606557377053
"1134",50,"15-40",0.625,17,5.57377049180327
"1135",50,"15-40",0.65,10,3.27868852459016
"1136",50,"15-40",0.675,11,3.60655737704918
"1137",50,"15-40",0.7,4,1.31147540983606
"1138",50,"15-40",0.725,3,0.983606557377053
"1139",50,"15-40",0.75,0,0
"1140",50,"15-40",0.775,0,0
"1141",50,"15-40",0.8,0,0
"1142",50,"15-40",0.825,0,0
"1143",50,"15-40",0.85,0,0
"1144",50,"15-40",0.875,0,0
"1145",50,"30-0",0.25,0,0
"1146",50,"30-0",0.275,0,0
"1147",50,"30-0",0.3,0,0
"1148",50,"30-0",0.325,0,0
"1149",50,"30-0",0.35,0,0
"1150",50,"30-0",0.375,0,0
"1151",50,"30-0",0.4,0,0
"1152",50,"30-0",0.425,0,0
"1153",50,"30-0",0.45,0,0
"1154",50,"30-0",0.475,1,0.225988700564972
"1155",50,"30-0",0.5,0,0
"1156",50,"30-0",0.525,3,0.677966101694915
"1157",50,"30-0",0.55,9,2.03389830508474
"1158",50,"30-0",0.575,7,1.5819209039548
"1159",50,"30-0",0.6,19,4.29378531073448
"1160",50,"30-0",0.625,37,8.36158192090395
"1161",50,"30-0",0.65,35,7.909604519774
"1162",50,"30-0",0.675,30,6.77966101694915
"1163",50,"30-0",0.7,18,4.06779661016949
"1164",50,"30-0",0.725,11,2.4858757062147
"1165",50,"30-0",0.75,7,1.5819209039548
"1166",50,"30-0",0.775,0,0
"1167",50,"30-0",0.8,0,0
"1168",50,"30-0",0.825,0,0
"1169",50,"30-0",0.85,0,0
"1170",50,"30-0",0.875,0,0
"1171",50,"30-15",0.25,0,0
"1172",50,"30-15",0.275,0,0
"1173",50,"30-15",0.3,0,0
"1174",50,"30-15",0.325,0,0
"1175",50,"30-15",0.35,0,0
"1176",50,"30-15",0.375,0,0
"1177",50,"30-15",0.4,0,0
"1178",50,"30-15",0.425,0,0
"1179",50,"30-15",0.45,0,0
"1180",50,"30-15",0.475,3,0.670391061452515
"1181",50,"30-15",0.5,2,0.446927374301676
"1182",50,"30-15",0.525,6,1.34078212290503
"1183",50,"30-15",0.55,7,1.56424581005586
"1184",50,"30-15",0.575,21,4.69273743016759
"1185",50,"30-15",0.6,43,9.60893854748607
"1186",50,"30-15",0.625,38,8.49162011173184
"1187",50,"30-15",0.65,32,7.15083798882681
"1188",50,"30-15",0.675,12,2.68156424581005
"1189",50,"30-15",0.7,8,1.7877094972067
"1190",50,"30-15",0.725,5,1.11731843575419
"1191",50,"30-15",0.75,1,0.223463687150838
"1192",50,"30-15",0.775,1,0.223463687150838
"1193",50,"30-15",0.8,0,0
"1194",50,"30-15",0.825,0,0
"1195",50,"30-15",0.85,0,0
"1196",50,"30-15",0.875,0,0
"1197",50,"30-30",0.25,0,0
"1198",50,"30-30",0.275,0,0
"1199",50,"30-30",0.3,0,0
"1200",50,"30-30",0.325,0,0
"1201",50,"30-30",0.35,0,0
"1202",50,"30-30",0.375,0,0
"1203",50,"30-30",0.4,0,0
"1204",50,"30-30",0.425,0,0
"1205",50,"30-30",0.45,0,0
"1206",50,"30-30",0.475,1,0.246913580246914
"1207",50,"30-30",0.5,3,0.74074074074074
"1208",50,"30-30",0.525,7,1.72839506172839
"1209",50,"30-30",0.55,7,1.72839506172839
"1210",50,"30-30",0.575,23,5.67901234567901
"1211",50,"30-30",0.6,28,6.9135802469136
"1212",50,"30-30",0.625,34,8.39506172839505
"1213",50,"30-30",0.65,29,7.16049382716049
"1214",50,"30-30",0.675,17,4.19753086419753
"1215",50,"30-30",0.7,10,2.46913580246913
"1216",50,"30-30",0.725,2,0.493827160493829
"1217",50,"30-30",0.75,1,0.246913580246913
"1218",50,"30-30",0.775,0,0
"1219",50,"30-30",0.8,0,0
"1220",50,"30-30",0.825,0,0
"1221",50,"30-30",0.85,0,0
"1222",50,"30-30",0.875,0,0
"1223",50,"30-40",0.25,0,0
"1224",50,"30-40",0.275,0,0
"1225",50,"30-40",0.3,0,0
"1226",50,"30-40",0.325,0,0
"1227",50,"30-40",0.35,0,0
"1228",50,"30-40",0.375,0,0
"1229",50,"30-40",0.4,0,0
"1230",50,"30-40",0.425,0,0
"1231",50,"30-40",0.45,2,0.575539568345323
"1232",50,"30-40",0.475,4,1.15107913669065
"1233",50,"30-40",0.5,3,0.863309352517985
"1234",50,"30-40",0.525,8,2.30215827338129
"1235",50,"30-40",0.55,20,5.75539568345323
"1236",50,"30-40",0.575,24,6.90647482014388
"1237",50,"30-40",0.6,29,8.34532374100722
"1238",50,"30-40",0.625,22,6.33093525179856
"1239",50,"30-40",0.65,6,1.72661870503597
"1240",50,"30-40",0.675,11,3.16546762589928
"1241",50,"30-40",0.7,7,2.01438848920863
"1242",50,"30-40",0.725,1,0.287769784172663
"1243",50,"30-40",0.75,1,0.287769784172662
"1244",50,"30-40",0.775,1,0.287769784172662
"1245",50,"30-40",0.8,0,0
"1246",50,"30-40",0.825,0,0
"1247",50,"30-40",0.85,0,0
"1248",50,"30-40",0.875,0,0
"1249",50,"40-0",0.25,0,0
"1250",50,"40-0",0.275,0,0
"1251",50,"40-0",0.3,0,0
"1252",50,"40-0",0.325,0,0
"1253",50,"40-0",0.35,0,0
"1254",50,"40-0",0.375,0,0
"1255",50,"40-0",0.4,0,0
"1256",50,"40-0",0.425,0,0
"1257",50,"40-0",0.45,0,0
"1258",50,"40-0",0.475,0,0
"1259",50,"40-0",0.5,1,0.264900662251655
"1260",50,"40-0",0.525,3,0.794701986754966
"1261",50,"40-0",0.55,1,0.264900662251655
"1262",50,"40-0",0.575,7,1.85430463576159
"1263",50,"40-0",0.6,12,3.17880794701988
"1264",50,"40-0",0.625,19,5.03311258278145
"1265",50,"40-0",0.65,27,7.15231788079469
"1266",50,"40-0",0.675,30,7.94701986754966
"1267",50,"40-0",0.7,31,8.21192052980132
"1268",50,"40-0",0.725,13,3.44370860927154
"1269",50,"40-0",0.75,1,0.264900662251655
"1270",50,"40-0",0.775,5,1.32450331125828
"1271",50,"40-0",0.8,0,0
"1272",50,"40-0",0.825,1,0.264900662251655
"1273",50,"40-0",0.85,0,0
"1274",50,"40-0",0.875,0,0
"1275",50,"40-15",0.25,0,0
"1276",50,"40-15",0.275,0,0
"1277",50,"40-15",0.3,0,0
"1278",50,"40-15",0.325,0,0
"1279",50,"40-15",0.35,0,0
"1280",50,"40-15",0.375,0,0
"1281",50,"40-15",0.4,0,0
"1282",50,"40-15",0.425,1,0.239520958083833
"1283",50,"40-15",0.45,0,0
"1284",50,"40-15",0.475,2,0.479041916167665
"1285",50,"40-15",0.5,2,0.479041916167664
"1286",50,"40-15",0.525,2,0.479041916167664
"1287",50,"40-15",0.55,4,0.958083832335329
"1288",50,"40-15",0.575,10,2.39520958083832
"1289",50,"40-15",0.6,14,3.35329341317366
"1290",50,"40-15",0.625,26,6.22754491017964
"1291",50,"40-15",0.65,36,8.62275449101796
"1292",50,"40-15",0.675,33,7.90419161676646
"1293",50,"40-15",0.7,23,5.50898203592814
"1294",50,"40-15",0.725,8,1.91616766467067
"1295",50,"40-15",0.75,2,0.479041916167664
"1296",50,"40-15",0.775,2,0.479041916167664
"1297",50,"40-15",0.8,1,0.239520958083832
"1298",50,"40-15",0.825,1,0.239520958083832
"1299",50,"40-15",0.85,0,0
"1300",50,"40-15",0.875,0,0
"1301",50,"40-30",0.25,0,0
"1302",50,"40-30",0.275,0,0
"1303",50,"40-30",0.3,0,0
"1304",50,"40-30",0.325,0,0
"1305",50,"40-30",0.35,0,0
