returnerid,returnername,gamescore,topn,ones,returnerProbability,returnerFrequency
358,Kevin Anderson,0-15,40,1,.64735514,397
358,Kevin Anderson,0-30,40,1,.63571429,140
358,Kevin Anderson,0-40,40,1,.70588237,51
358,Kevin Anderson,15-0,40,1,.66585958,826
358,Kevin Anderson,15-15,40,1,.71857411,533
358,Kevin Anderson,15-30,40,1,.57322174,239
358,Kevin Anderson,15-40,40,1,.65942031,138
358,Kevin Anderson,30-0,40,1,.69999999,550
358,Kevin Anderson,30-15,40,1,.62043798,548
358,Kevin Anderson,30-30,40,1,.69565219,345
358,Kevin Anderson,30-40,40,1,.63265306,196
358,Kevin Anderson,40-0,40,1,.67792207,385
358,Kevin Anderson,40-15,40,1,.66379309,464
358,Kevin Anderson,40-30,40,1,.63636363,396
358,Kevin Anderson,40-40,40,1,.68283582,268
358,Kevin Anderson,40-50,40,1,.59130436,115
358,Kevin Anderson,50-40,40,1,.625,224
359,Mikhail Elgin,0-0,40,1,.85714287,7
359,Mikhail Elgin,0-15,40,1,0,1
359,Mikhail Elgin,0-30,40,1,0,1
359,Mikhail Elgin,0-40,40,1,1,1
359,Mikhail Elgin,15-0,40,1,.83333331,6
359,Mikhail Elgin,15-15,40,1,1,1
359,Mikhail Elgin,15-40,40,1,1,1
359,Mikhail Elgin,30-0,40,1,1,5
359,Mikhail Elgin,30-15,40,1,1,1
359,Mikhail Elgin,30-40,40,1,1,1
359,Mikhail Elgin,40-0,40,1,.60000002,5
359,Mikhail Elgin,40-15,40,1,.33333334,3
359,Mikhail Elgin,40-30,40,1,.5,2
359,Mikhail Elgin,40-40,40,1,1,2
359,Mikhail Elgin,50-40,40,1,.5,2
360,Jimmy Wang,0-0,40,1,.60204083,98
360,Jimmy Wang,0-15,40,1,.69230771,39
360,Jimmy Wang,0-30,40,1,.75,12
360,Jimmy Wang,0-40,40,1,.66666669,3
360,Jimmy Wang,15-0,40,1,.71186441,59
360,Jimmy Wang,15-15,40,1,.56818181,44
360,Jimmy Wang,15-30,40,1,.75,28
360,Jimmy Wang,15-40,40,1,.55555558,9
360,Jimmy Wang,30-0,40,1,.59523809,42
360,Jimmy Wang,30-15,40,1,.73809522,42
360,Jimmy Wang,30-30,40,1,.4375,32
360,Jimmy Wang,30-40,40,1,.52173913,23
360,Jimmy Wang,40-0,40,1,.75999999,25
360,Jimmy Wang,40-15,40,1,.64864862,37
360,Jimmy Wang,40-30,40,1,.55555558,27
360,Jimmy Wang,40-40,40,1,.70833331,24
360,Jimmy Wang,40-50,40,1,.69999999,10
360,Jimmy Wang,50-40,40,1,.73913044,23
363,Romain Jouan,0-0,40,1,.69230771,26
363,Romain Jouan,0-15,40,1,.25,8
363,Romain Jouan,0-30,40,1,.66666669,6
363,Romain Jouan,0-40,40,1,0,2
363,Romain Jouan,15-0,40,1,.77777779,18
363,Romain Jouan,15-15,40,1,1,6
363,Romain Jouan,15-30,40,1,1,4
363,Romain Jouan,30-0,40,1,.5714286,14
363,Romain Jouan,30-15,40,1,.33333334,12
363,Romain Jouan,30-30,40,1,.66666669,12
363,Romain Jouan,30-40,40,1,.5,4
363,Romain Jouan,40-0,40,1,1,8
363,Romain Jouan,40-15,40,1,.5,4
363,Romain Jouan,40-30,40,1,.80000001,10
363,Romain Jouan,40-40,40,1,.5,4
363,Romain Jouan,40-50,40,1,0,2
363,Romain Jouan,50-40,40,1,1,2
364,Chuhan Wang,0-0,40,1,.63636363,11
364,Chuhan Wang,0-15,40,1,.75,4
364,Chuhan Wang,0-30,40,1,1,1
364,Chuhan Wang,15-0,40,1,.71428573,7
364,Chuhan Wang,15-15,40,1,.80000001,5
364,Chuhan Wang,15-30,40,1,.5,2
364,Chuhan Wang,15-40,40,1,1,1
364,Chuhan Wang,30-0,40,1,.60000002,5
364,Chuhan Wang,30-15,40,1,.83333331,6
364,Chuhan Wang,30-30,40,1,.5,2
364,Chuhan Wang,30-40,40,1,1,2
364,Chuhan Wang,40-0,40,1,.66666669,3
364,Chuhan Wang,40-15,40,1,1,6
364,Chuhan Wang,40-30,40,1,1,1
364,Chuhan Wang,40-40,40,1,.5,2
364,Chuhan Wang,40-50,40,1,0,1
364,Chuhan Wang,50-40,40,1,1,1
368,Amir Weintraub,0-0,40,1,.80000001,15
368,Amir Weintraub,0-15,40,1,.66666669,3
368,Amir Weintraub,0-30,40,1,1,1
368,Amir Weintraub,15-0,40,1,.83333331,12
368,Amir Weintraub,15-15,40,1,.75,4
368,Amir Weintraub,15-30,40,1,0,2
368,Amir Weintraub,15-40,40,1,1,2
368,Amir Weintraub,30-0,40,1,.69999999,10
368,Amir Weintraub,30-15,40,1,.66666669,6
368,Amir Weintraub,30-30,40,1,1,2
368,Amir Weintraub,30-40,40,1,.5,2
368,Amir Weintraub,40-0,40,1,.71428573,7
368,Amir Weintraub,40-15,40,1,.83333331,6
368,Amir Weintraub,40-30,40,1,.33333334,3
368,Amir Weintraub,40-40,40,1,1,3
368,Amir Weintraub,40-50,40,1,1,1
368,Amir Weintraub,50-40,40,1,.33333334,3
371,Borna Coric,0-0,40,1,.59331477,359
371,Borna Coric,0-15,40,1,.6438356,146
371,Borna Coric,0-30,40,1,.59615386,52
371,Borna Coric,0-40,40,1,.66666669,21
371,Borna Coric,15-0,40,1,.66197181,213
371,Borna Coric,15-15,40,1,.58433735,166
371,Borna Coric,15-30,40,1,.63,100
371,Borna Coric,15-40,40,1,.54901963,51
371,Borna Coric,30-0,40,1,.66666669,141
371,Borna Coric,30-15,40,1,.6736111,144
371,Borna Coric,30-30,40,1,.69999999,110
371,Borna Coric,30-40,40,1,.62295079,61
371,Borna Coric,40-0,40,1,.71276593,94
371,Borna Coric,40-15,40,1,.70161289,124
371,Borna Coric,40-30,40,1,.66666669,114
371,Borna Coric,40-40,40,1,.47368422,76
371,Borna Coric,40-50,40,1,.63043481,46
371,Borna Coric,50-40,40,1,.5925926,54
373,Yoshihito Nishioka,0-0,40,1,.69230771,26
373,Yoshihito Nishioka,0-15,40,1,.5,8
373,Yoshihito Nishioka,0-30,40,1,.75,4
373,Yoshihito Nishioka,0-40,40,1,1,1
373,Yoshihito Nishioka,15-0,40,1,.66666669,18
373,Yoshihito Nishioka,15-15,40,1,.60000002,10
373,Yoshihito Nishioka,15-30,40,1,.5714286,7
373,Yoshihito Nishioka,15-40,40,1,.75,4
373,Yoshihito Nishioka,30-0,40,1,.83333331,12
373,Yoshihito Nishioka,30-15,40,1,1,8
373,Yoshihito Nishioka,30-30,40,1,.25,4
373,Yoshihito Nishioka,30-40,40,1,.83333331,6
373,Yoshihito Nishioka,40-0,40,1,.60000002,10
373,Yoshihito Nishioka,40-15,40,1,1,12
373,Yoshihito Nishioka,40-30,40,1,1,1
373,Yoshihito Nishioka,40-40,40,1,1,5
373,Yoshihito Nishioka,40-50,40,1,0,1
373,Yoshihito Nishioka,50-40,40,1,.80000001,5
374,David Nalbandian,0-0,40,1,.63880599,335
374,David Nalbandian,0-15,40,1,.58677685,121
374,David Nalbandian,0-30,40,1,.62,50
374,David Nalbandian,0-40,40,1,.57894737,19
374,David Nalbandian,15-0,40,1,.64018691,214
374,David Nalbandian,15-15,40,1,.56756759,148
374,David Nalbandian,15-30,40,1,.64210528,95
374,David Nalbandian,15-40,40,1,.62222224,45
374,David Nalbandian,30-0,40,1,.61313868,137
374,David Nalbandian,30-15,40,1,.69343066,137
374,David Nalbandian,30-30,40,1,.65048546,103
374,David Nalbandian,30-40,40,1,.609375,64
374,David Nalbandian,40-0,40,1,.6785714,84
374,David Nalbandian,40-15,40,1,.56557375,122
374,David Nalbandian,40-30,40,1,.60833335,120
374,David Nalbandian,40-40,40,1,.61627907,86
374,David Nalbandian,40-50,40,1,.46511629,43
374,David Nalbandian,50-40,40,1,.70149255,67
378,Martin Fischer,0-0,40,1,.60869563,23
378,Martin Fischer,0-15,40,1,.22222222,9
378,Martin Fischer,0-30,40,1,.2857143,7
378,Martin Fischer,0-40,40,1,.80000001,5
378,Martin Fischer,15-0,40,1,.71428573,14
378,Martin Fischer,15-15,40,1,.66666669,6
378,Martin Fischer,15-30,40,1,1,4
378,Martin Fischer,15-40,40,1,.75,4
378,Martin Fischer,30-0,40,1,.60000002,10
378,Martin Fischer,30-15,40,1,.875,8
378,Martin Fischer,30-30,40,1,.60000002,5
378,Martin Fischer,30-40,40,1,.2,5
378,Martin Fischer,40-0,40,1,.66666669,6
378,Martin Fischer,40-15,40,1,.66666669,9
378,Martin Fischer,40-30,40,1,.66666669,6
378,Martin Fischer,40-40,40,1,1,3
378,Martin Fischer,40-50,40,1,1,1
378,Martin Fischer,50-40,40,1,.66666669,3
381,Sergiy Stakhovsky,0-0,40,1,.68181819,682
381,Sergiy Stakhovsky,0-15,40,1,.60368663,217
381,Sergiy Stakhovsky,0-30,40,1,.56976742,86
381,Sergiy Stakhovsky,0-40,40,1,.54054052,37
381,Sergiy Stakhovsky,15-0,40,1,.69892472,465
381,Sergiy Stakhovsky,15-15,40,1,.66300368,273
381,Sergiy Stakhovsky,15-30,40,1,.68085104,141
381,Sergiy Stakhovsky,15-40,40,1,.47692308,65
381,Sergiy Stakhovsky,30-0,40,1,.72615385,325
381,Sergiy Stakhovsky,30-15,40,1,.64684016,269
381,Sergiy Stakhovsky,30-30,40,1,.69473684,190
381,Sergiy Stakhovsky,30-40,40,1,.67415732,89
381,Sergiy Stakhovsky,40-0,40,1,.72573841,237
381,Sergiy Stakhovsky,40-15,40,1,.6932773,238
381,Sergiy Stakhovsky,40-30,40,1,.6747573,206
381,Sergiy Stakhovsky,40-40,40,1,.6111111,126
381,Sergiy Stakhovsky,40-50,40,1,.671875,64
381,Sergiy Stakhovsky,50-40,40,1,.68627453,102
383,Erik Chvojka,0-0,40,1,.5,32
383,Erik Chvojka,0-15,40,1,.625,16
383,Erik Chvojka,0-30,40,1,1,6
383,Erik Chvojka,15-0,40,1,.875,16
383,Erik Chvojka,15-15,40,1,.66666669,12
383,Erik Chvojka,15-30,40,1,.60000002,10
383,Erik Chvojka,15-40,40,1,1,4
383,Erik Chvojka,30-0,40,1,.5714286,14
383,Erik Chvojka,30-15,40,1,.42857143,14
383,Erik Chvojka,30-30,40,1,.2857143,14
383,Erik Chvojka,30-40,40,1,.85714287,14
383,Erik Chvojka,40-0,40,1,.25,8
383,Erik Chvojka,40-15,40,1,.66666669,12
383,Erik Chvojka,40-30,40,1,1,8
383,Erik Chvojka,40-40,40,1,.5,12
383,Erik Chvojka,40-50,40,1,1,8
383,Erik Chvojka,50-40,40,1,.66666669,12
385,Gael Monfils,0-0,40,1,.59627908,1075
385,Gael Monfils,0-15,40,1,.62672812,434
385,Gael Monfils,0-30,40,1,.5925926,162
385,Gael Monfils,0-40,40,1,.68181819,66
385,Gael Monfils,15-0,40,1,.61526477,642
385,Gael Monfils,15-15,40,1,.64354527,519
385,Gael Monfils,15-30,40,1,.5871886,281
385,Gael Monfils,15-40,40,1,.62111801,161
385,Gael Monfils,30-0,40,1,.6708861,395
385,Gael Monfils,30-15,40,1,.61123109,463
385,Gael Monfils,30-30,40,1,.66184974,346
385,Gael Monfils,30-40,40,1,.65437788,217
385,Gael Monfils,40-0,40,1,.6981132,265
385,Gael Monfils,40-15,40,1,.69696969,363
385,Gael Monfils,40-30,40,1,.63716817,339
385,Gael Monfils,40-40,40,1,.60754716,265
385,Gael Monfils,40-50,40,1,.61654133,133
385,Gael Monfils,50-40,40,1,.62385321,218
387,Thomas Fabbiano,0-0,40,1,.80769229,26
387,Thomas Fabbiano,0-15,40,1,.80000001,5
387,Thomas Fabbiano,0-30,40,1,1,1
387,Thomas Fabbiano,15-0,40,1,.61904764,21
387,Thomas Fabbiano,15-15,40,1,.58333331,12
387,Thomas Fabbiano,15-30,40,1,.5,6
387,Thomas Fabbiano,15-40,40,1,.66666669,3
387,Thomas Fabbiano,30-0,40,1,.61538464,13
387,Thomas Fabbiano,30-15,40,1,.41666666,12
387,Thomas Fabbiano,30-30,40,1,.69999999,10
387,Thomas Fabbiano,30-40,40,1,1,5
387,Thomas Fabbiano,40-0,40,1,.625,8
387,Thomas Fabbiano,40-15,40,1,1,8
387,Thomas Fabbiano,40-30,40,1,.85714287,7
387,Thomas Fabbiano,40-40,40,1,.83333331,6
387,Thomas Fabbiano,40-50,40,1,.5,2
387,Thomas Fabbiano,50-40,40,1,.83333331,6
389,Michael Llodra,0-0,40,1,.68774706,253
389,Michael Llodra,0-15,40,1,.65822786,79
389,Michael Llodra,0-30,40,1,.48148149,27
389,Michael Llodra,0-40,40,1,.5714286,14
389,Michael Llodra,15-0,40,1,.71264368,174
389,Michael Llodra,15-15,40,1,.70588237,102
389,Michael Llodra,15-30,40,1,.67441863,43
389,Michael Llodra,15-40,40,1,.81818181,22
389,Michael Llodra,30-0,40,1,.65322578,124
389,Michael Llodra,30-15,40,1,.57391304,115
389,Michael Llodra,30-30,40,1,.66666669,78
389,Michael Llodra,30-40,40,1,.70454544,44
389,Michael Llodra,40-0,40,1,.75308645,81
389,Michael Llodra,40-15,40,1,.73255813,86
389,Michael Llodra,40-30,40,1,.70666665,75
389,Michael Llodra,40-40,40,1,.67924529,53
389,Michael Llodra,40-50,40,1,.86956519,23
389,Michael Llodra,50-40,40,1,.65957445,47
391,Wayne Odesnik,0-0,40,1,.68333334,60
391,Wayne Odesnik,0-15,40,1,.7368421,19
391,Wayne Odesnik,0-30,40,1,.40000001,5
391,Wayne Odesnik,0-40,40,1,.66666669,3
391,Wayne Odesnik,15-0,40,1,.73170733,41
391,Wayne Odesnik,15-15,40,1,.83999997,25
391,Wayne Odesnik,15-30,40,1,.5,6
391,Wayne Odesnik,15-40,40,1,.60000002,5
391,Wayne Odesnik,30-0,40,1,.73333335,30
391,Wayne Odesnik,30-15,40,1,.7241379,29
391,Wayne Odesnik,30-30,40,1,.54545456,11
391,Wayne Odesnik,30-40,40,1,.875,8
391,Wayne Odesnik,40-0,40,1,.54545456,22
391,Wayne Odesnik,40-15,40,1,.74193549,31
391,Wayne Odesnik,40-30,40,1,.5,14
391,Wayne Odesnik,40-40,40,1,.85714287,14
391,Wayne Odesnik,40-50,40,1,.60000002,5
391,Wayne Odesnik,50-40,40,1,.58333331,12
398,Danai Udomchoke,0-0,40,1,.71428573,14
398,Danai Udomchoke,0-15,40,1,.5,4
398,Danai Udomchoke,0-30,40,1,1,2
398,Danai Udomchoke,15-0,40,1,1,10
398,Danai Udomchoke,15-15,40,1,.5,2
398,Danai Udomchoke,15-30,40,1,.66666669,3
398,Danai Udomchoke,15-40,40,1,0,1
398,Danai Udomchoke,30-0,40,1,.89999998,10
398,Danai Udomchoke,30-15,40,1,.5,2
398,Danai Udomchoke,30-30,40,1,.33333334,3
398,Danai Udomchoke,30-40,40,1,.5,2
398,Danai Udomchoke,40-0,40,1,.44444445,9
398,Danai Udomchoke,40-15,40,1,.33333334,6
398,Danai Udomchoke,40-30,40,1,.80000001,5
398,Danai Udomchoke,40-40,40,1,.5,2
398,Danai Udomchoke,40-50,40,1,1,1
398,Danai Udomchoke,50-40,40,1,1,1
400,Blaz Kavcic,0-0,40,1,.61904764,189
400,Blaz Kavcic,0-15,40,1,.59722221,72
400,Blaz Kavcic,0-30,40,1,.62068963,29
400,Blaz Kavcic,0-40,40,1,.54545456,11
400,Blaz Kavcic,15-0,40,1,.59829062,117
400,Blaz Kavcic,15-15,40,1,.60000002,90
400,Blaz Kavcic,15-30,40,1,.66666669,54
400,Blaz Kavcic,15-40,40,1,.75,24
400,Blaz Kavcic,30-0,40,1,.60000002,70
400,Blaz Kavcic,30-15,40,1,.597561,82
400,Blaz Kavcic,30-30,40,1,.56521738,69
400,Blaz Kavcic,30-40,40,1,.58333331,48
400,Blaz Kavcic,40-0,40,1,.71428573,42
400,Blaz Kavcic,40-15,40,1,.72131145,61
400,Blaz Kavcic,40-30,40,1,.71428573,56
400,Blaz Kavcic,40-40,40,1,.61363637,44
400,Blaz Kavcic,40-50,40,1,.375,24
400,Blaz Kavcic,50-40,40,1,.63636363,33
403,Sergei Bubka,0-0,40,1,.63999999,25
403,Sergei Bubka,0-15,40,1,.55555558,9
403,Sergei Bubka,0-30,40,1,1,4
403,Sergei Bubka,15-0,40,1,.625,16
403,Sergei Bubka,15-15,40,1,1,11
403,Sergei Bubka,15-30,40,1,.75,4
403,Sergei Bubka,15-40,40,1,1,1
403,Sergei Bubka,30-0,40,1,.80000001,10
403,Sergei Bubka,30-15,40,1,.84615386,13
403,Sergei Bubka,30-30,40,1,.60000002,5
403,Sergei Bubka,30-40,40,1,1,3
403,Sergei Bubka,40-0,40,1,.5,8
403,Sergei Bubka,40-15,40,1,.60000002,15
403,Sergei Bubka,40-30,40,1,.66666669,9
403,Sergei Bubka,40-40,40,1,.66666669,6
403,Sergei Bubka,40-50,40,1,.5,2
403,Sergei Bubka,50-40,40,1,.60000002,5
410,Zhe Li,0-0,40,1,.66666669,15
410,Zhe Li,0-15,40,1,.80000001,5
410,Zhe Li,0-30,40,1,1,1
410,Zhe Li,15-0,40,1,.60000002,10
410,Zhe Li,15-15,40,1,.625,8
410,Zhe Li,15-30,40,1,.5,4
410,Zhe Li,15-40,40,1,1,2
410,Zhe Li,30-0,40,1,.83333331,6
410,Zhe Li,30-15,40,1,.5,6
410,Zhe Li,30-30,40,1,.60000002,5
410,Zhe Li,30-40,40,1,.5,4
410,Zhe Li,40-0,40,1,.40000001,5
410,Zhe Li,40-15,40,1,.16666667,6
410,Zhe Li,40-30,40,1,.625,8
410,Zhe Li,40-40,40,1,.80000001,5
410,Zhe Li,40-50,40,1,0,1
410,Zhe Li,50-40,40,1,.75,4
415,Olivier Rochus,0-0,40,1,.64324325,185
415,Olivier Rochus,0-15,40,1,.59090906,66
415,Olivier Rochus,0-30,40,1,.66666669,27
415,Olivier Rochus,0-40,40,1,.55555558,9
415,Olivier Rochus,15-0,40,1,.65546221,119
415,Olivier Rochus,15-15,40,1,.71249998,80
415,Olivier Rochus,15-30,40,1,.63414633,41
415,Olivier Rochus,15-40,40,1,.60000002,20
415,Olivier Rochus,30-0,40,1,.65384614,78
415,Olivier Rochus,30-15,40,1,.59523809,84
415,Olivier Rochus,30-30,40,1,.69999999,60
415,Olivier Rochus,30-40,40,1,.53333336,30
415,Olivier Rochus,40-0,40,1,.82352942,51
415,Olivier Rochus,40-15,40,1,.67796612,59
415,Olivier Rochus,40-30,40,1,.67213112,61
415,Olivier Rochus,40-40,40,1,.6857143,35
415,Olivier Rochus,40-50,40,1,.5,14
415,Olivier Rochus,50-40,40,1,.58620691,29
419,Arnaud Clement,0-0,40,1,.63157892,19
419,Arnaud Clement,0-15,40,1,.5714286,7
419,Arnaud Clement,0-30,40,1,.66666669,3
419,Arnaud Clement,0-40,40,1,0,1
419,Arnaud Clement,15-0,40,1,.75,12
419,Arnaud Clement,15-15,40,1,.5714286,7
419,Arnaud Clement,15-30,40,1,.60000002,5
419,Arnaud Clement,15-40,40,1,1,2
419,Arnaud Clement,30-0,40,1,.55555558,9
419,Arnaud Clement,30-15,40,1,.5,8
419,Arnaud Clement,30-30,40,1,.71428573,7
419,Arnaud Clement,30-40,40,1,.5,4
419,Arnaud Clement,40-0,40,1,.60000002,5
419,Arnaud Clement,40-15,40,1,.33333334,6
419,Arnaud Clement,40-30,40,1,.77777779,9
419,Arnaud Clement,40-40,40,1,.5,4
419,Arnaud Clement,40-50,40,1,.66666669,3
419,Arnaud Clement,50-40,40,1,.33333334,3
421,Adrian Mannarino,0-0,40,1,.66153848,520
421,Adrian Mannarino,0-15,40,1,.61931819,176
421,Adrian Mannarino,0-30,40,1,.56716418,67
421,Adrian Mannarino,0-40,40,1,.51724136,29
421,Adrian Mannarino,15-0,40,1,.64534885,344
421,Adrian Mannarino,15-15,40,1,.64502162,231
421,Adrian Mannarino,15-30,40,1,.64999998,120
421,Adrian Mannarino,15-40,40,1,.64912283,57
421,Adrian Mannarino,30-0,40,1,.68018019,222
421,Adrian Mannarino,30-15,40,1,.64545453,220
421,Adrian Mannarino,30-30,40,1,.66666669,156
421,Adrian Mannarino,30-40,40,1,.5955056,89
421,Adrian Mannarino,40-0,40,1,.68874174,151
421,Adrian Mannarino,40-15,40,1,.67195767,189
421,Adrian Mannarino,40-30,40,1,.63855422,166
421,Adrian Mannarino,40-40,40,1,.65486723,113
421,Adrian Mannarino,40-50,40,1,.66037738,53
421,Adrian Mannarino,50-40,40,1,.57446808,94
422,Gastao Elias,0-0,40,1,.77083331,48
422,Gastao Elias,0-15,40,1,.45454547,11
422,Gastao Elias,0-30,40,1,.33333334,6
422,Gastao Elias,0-40,40,1,.75,4
422,Gastao Elias,15-0,40,1,.75675678,37
422,Gastao Elias,15-15,40,1,.5,14
422,Gastao Elias,15-30,40,1,.66666669,9
422,Gastao Elias,15-40,40,1,.16666667,6
422,Gastao Elias,30-0,40,1,.5714286,28
422,Gastao Elias,30-15,40,1,.7368421,19
422,Gastao Elias,30-30,40,1,.81818181,11
422,Gastao Elias,30-40,40,1,1,3
422,Gastao Elias,40-0,40,1,.8125,16
422,Gastao Elias,40-15,40,1,.58823532,17
422,Gastao Elias,40-30,40,1,.625,16
422,Gastao Elias,40-40,40,1,.69999999,10
422,Gastao Elias,40-50,40,1,1,3
422,Gastao Elias,50-40,40,1,.44444445,9
425,Ryan Shane,0-0,40,1,.77777779,18
425,Ryan Shane,0-15,40,1,.5,4
425,Ryan Shane,0-30,40,1,.5,2
425,Ryan Shane,0-40,40,1,1,1
425,Ryan Shane,15-0,40,1,.78571427,14
425,Ryan Shane,15-15,40,1,.40000001,5
425,Ryan Shane,15-30,40,1,.75,4
425,Ryan Shane,15-40,40,1,1,2
425,Ryan Shane,30-0,40,1,.72727275,11
425,Ryan Shane,30-15,40,1,.80000001,5
425,Ryan Shane,30-30,40,1,1,4
425,Ryan Shane,30-40,40,1,.5,2
425,Ryan Shane,40-0,40,1,.875,8
425,Ryan Shane,40-15,40,1,.80000001,5
425,Ryan Shane,40-30,40,1,.60000002,5
425,Ryan Shane,40-40,40,1,1,3
425,Ryan Shane,50-40,40,1,.66666669,3
426,Bernard Tomic,0-0,40,1,.67160773,877
426,Bernard Tomic,0-15,40,1,.68402779,288
426,Bernard Tomic,0-30,40,1,.73626375,91
426,Bernard Tomic,0-40,40,1,.70833331,24
426,Bernard Tomic,15-0,40,1,.66326529,588
426,Bernard Tomic,15-15,40,1,.67676765,396
426,Bernard Tomic,15-30,40,1,.66666669,195
426,Bernard Tomic,15-40,40,1,.65853661,82
426,Bernard Tomic,30-0,40,1,.72820514,390
426,Bernard Tomic,30-15,40,1,.63538873,373
426,Bernard Tomic,30-30,40,1,.68421054,266
426,Bernard Tomic,30-40,40,1,.66666669,138
426,Bernard Tomic,40-0,40,1,.72183096,284
426,Bernard Tomic,40-15,40,1,.70031548,317
426,Bernard Tomic,40-30,40,1,.64981949,277
426,Bernard Tomic,40-40,40,1,.66137564,189
426,Bernard Tomic,40-50,40,1,.56321841,87
426,Bernard Tomic,50-40,40,1,.61842108,152
430,Martin Klizan,0-0,40,1,.60028863,693
430,Martin Klizan,0-15,40,1,.64620936,277
430,Martin Klizan,0-30,40,1,.52040815,98
430,Martin Klizan,0-40,40,1,.5106383,47
430,Martin Klizan,15-0,40,1,.625,416
430,Martin Klizan,15-15,40,1,.64477611,335
430,Martin Klizan,15-30,40,1,.63529414,170
430,Martin Klizan,15-40,40,1,.59302324,86
430,Martin Klizan,30-0,40,1,.63846153,260
430,Martin Klizan,30-15,40,1,.56451613,310
430,Martin Klizan,30-30,40,1,.65020579,243
430,Martin Klizan,30-40,40,1,.63235295,136
430,Martin Klizan,40-0,40,1,.69277108,166
430,Martin Klizan,40-15,40,1,.6681416,226
430,Martin Klizan,40-30,40,1,.5965665,233
430,Martin Klizan,40-40,40,1,.6111111,180
430,Martin Klizan,40-50,40,1,.55913979,93
430,Martin Klizan,50-40,40,1,.68531471,143
432,Peter Polansky,0-0,40,1,.52777779,36
432,Peter Polansky,0-15,40,1,.70588237,17
432,Peter Polansky,0-30,40,1,.80000001,5
432,Peter Polansky,0-40,40,1,0,1
432,Peter Polansky,15-0,40,1,.57894737,19
432,Peter Polansky,15-15,40,1,.64999998,20
432,Peter Polansky,15-30,40,1,.45454547,11
432,Peter Polansky,15-40,40,1,.66666669,6
432,Peter Polansky,30-0,40,1,.63636363,11
432,Peter Polansky,30-15,40,1,.82352942,17
432,Peter Polansky,30-30,40,1,.75,8
432,Peter Polansky,30-40,40,1,.33333334,6
432,Peter Polansky,40-0,40,1,.42857143,7
432,Peter Polansky,40-15,40,1,.6111111,18
432,Peter Polansky,40-30,40,1,.69230771,13
432,Peter Polansky,40-40,40,1,.5,6
432,Peter Polansky,40-50,40,1,.33333334,3
432,Peter Polansky,50-40,40,1,.25,4
434,Illya Marchenko,0-0,40,1,.64705884,85
434,Illya Marchenko,0-15,40,1,.63333333,30
434,Illya Marchenko,0-30,40,1,.63636363,11
434,Illya Marchenko,0-40,40,1,.5,4
434,Illya Marchenko,15-0,40,1,.67272729,55
434,Illya Marchenko,15-15,40,1,.75675678,37
434,Illya Marchenko,15-30,40,1,.5625,16
434,Illya Marchenko,15-40,40,1,.8888889,9
434,Illya Marchenko,30-0,40,1,.5945946,37
434,Illya Marchenko,30-15,40,1,.60465115,43
434,Illya Marchenko,30-30,40,1,.76923078,26
434,Illya Marchenko,30-40,40,1,.71428573,14
434,Illya Marchenko,40-0,40,1,.72727275,22
434,Illya Marchenko,40-15,40,1,.625,32
434,Illya Marchenko,40-30,40,1,.625,32
434,Illya Marchenko,40-40,40,1,.72727275,22
434,Illya Marchenko,40-50,40,1,.5,8
434,Illya Marchenko,50-40,40,1,.52631581,19
440,Santiago Giraldo,0-0,40,1,.63484484,838
440,Santiago Giraldo,0-15,40,1,.63071895,306
440,Santiago Giraldo,0-30,40,1,.66371679,113
440,Santiago Giraldo,0-40,40,1,.7368421,38
440,Santiago Giraldo,15-0,40,1,.63533837,532
440,Santiago Giraldo,15-15,40,1,.67958659,387
440,Santiago Giraldo,15-30,40,1,.65656567,198
440,Santiago Giraldo,15-40,40,1,.66666669,96
440,Santiago Giraldo,30-0,40,1,.64705884,340
440,Santiago Giraldo,30-15,40,1,.62827224,382
440,Santiago Giraldo,30-30,40,1,.65328467,274
440,Santiago Giraldo,30-40,40,1,.62893081,159
440,Santiago Giraldo,40-0,40,1,.72018349,218
440,Santiago Giraldo,40-15,40,1,.64119601,301
440,Santiago Giraldo,40-30,40,1,.62717772,287
440,Santiago Giraldo,40-40,40,1,.61835748,207
440,Santiago Giraldo,40-50,40,1,.62376237,101
440,Santiago Giraldo,50-40,40,1,.69590646,171
442,Chase Buchanan,0-0,40,1,.66666669,18
442,Chase Buchanan,0-15,40,1,.33333334,6
442,Chase Buchanan,0-30,40,1,.5,4
442,Chase Buchanan,0-40,40,1,.5,2
442,Chase Buchanan,15-0,40,1,.5,12
442,Chase Buchanan,15-15,40,1,.625,8
442,Chase Buchanan,15-30,40,1,.80000001,5
442,Chase Buchanan,15-40,40,1,0,2
442,Chase Buchanan,30-0,40,1,.83333331,6
442,Chase Buchanan,30-15,40,1,.83333331,6
442,Chase Buchanan,30-30,40,1,.60000002,5
442,Chase Buchanan,30-40,40,1,0,2
442,Chase Buchanan,40-0,40,1,.80000001,5
442,Chase Buchanan,40-15,40,1,.66666669,6
442,Chase Buchanan,40-30,40,1,.80000001,5
442,Chase Buchanan,40-40,40,1,1,1
442,Chase Buchanan,50-40,40,1,0,1
444,Mardy Fish,0-0,40,1,.57692307,286
444,Mardy Fish,0-15,40,1,.54545456,121
444,Mardy Fish,0-30,40,1,.47272727,55
444,Mardy Fish,0-40,40,1,.65517241,29
444,Mardy Fish,15-0,40,1,.58181816,165
444,Mardy Fish,15-15,40,1,.66666669,135
